(0, 2, 4, 6, 10, 19, 23, 24, 29, 33, 34, 38, 41, 43, 44, 46, 47, 49, 52, 53, 54, 58, 59, 61)->[(-20+14*r2), (-20+14*r2), 0, 0]
(0, 1, 3, 12, 13, 14, 16, 21, 24, 25, 27, 28, 32, 33, 38, 42, 45, 47, 48, 50, 51, 53, 54, 58)->[0, 0, 0, (-28+20*r2)]
(0, 1, 3, 4, 6, 10, 11, 21, 24, 26, 31, 36, 39, 40, 41, 43, 48, 50, 51, 56, 57, 61, 62, 63)->[(-20+14*r2), (20-14*r2), 0, 0]
(0, 41, 51, 38)->[(28-20*r2), 0, (20-14*r2), (20-14*r2)]
(1, 4, 5, 7, 8, 12, 13, 16, 20, 22, 23, 26, 28, 34, 36, 38, 41, 44, 51, 53, 55, 56, 59, 62)->[0, 0, (-28+20*r2), 0]
(2, 3, 6, 15, 17, 18, 19, 25, 27, 31, 32, 33, 35, 37, 40, 43, 45, 46, 49, 50, 54, 57, 60, 63)->[0, 0, (28-20*r2), 0]
(5, 7, 8, 9, 10, 11, 15, 17, 18, 19, 22, 23, 29, 30, 36, 37, 39, 40, 44, 46, 52, 61, 62, 63)->[0, 0, 0, (28-20*r2)]
(5, 8, 9, 11, 13, 14, 15, 16, 18, 20, 21, 26, 27, 30, 31, 32, 35, 39, 42, 48, 55, 56, 57, 60)->[(20-14*r2), (20-14*r2), 0, 0]
(2, 7, 9, 12, 14, 17, 20, 22, 25, 28, 29, 30, 34, 35, 37, 42, 45, 47, 49, 52, 55, 58, 59, 60)->[(20-14*r2), (-20+14*r2), 0, 0]
(16, 1, 56, 21)->[0, (-28+20*r2), (20-14*r2), (20-14*r2)]
(12, 13, 14, 55)->[(-28+20*r2), 0, (20-14*r2), (20-14*r2)]
(2, 58, 45, 54)->[0, (28-20*r2), (-20+14*r2), (20-14*r2)]
(4, 61, 36, 23)->[(28-20*r2), 0, (20-14*r2), (-20+14*r2)]
(40, 10, 19, 6)->[(28-20*r2), 0, (-20+14*r2), (-20+14*r2)]
(59, 28, 53, 47)->[0, (28-20*r2), (20-14*r2), (20-14*r2)]
(63, 31, 39, 15)->[0, (-28+20*r2), (-20+14*r2), (-20+14*r2)]
(24, 33, 50, 43)->[(28-20*r2), 0, (-20+14*r2), (20-14*r2)]
(32, 25, 42, 60)->[(-28+20*r2), 0, (-20+14*r2), (20-14*r2)]
(27, 57, 48, 3)->[0, (-28+20*r2), (-20+14*r2), (20-14*r2)]
(49, 52, 37, 46)->[0, (28-20*r2), (-20+14*r2), (-20+14*r2)]
(8, 9, 20, 7)->[(-28+20*r2), 0, (20-14*r2), (-20+14*r2)]
(17, 18, 35, 30)->[(-28+20*r2), 0, (-20+14*r2), (-20+14*r2)]
(34, 44, 29, 22)->[0, (28-20*r2), (20-14*r2), (-20+14*r2)]
(26, 11, 5, 62)->[0, (-28+20*r2), (20-14*r2), (-20+14*r2)]
