(0, 6304, 1090, 5028, 2533, 3528, 1321, 1681, 6545, 6866, 4181, 4958)->[-2, 2*r5, -2, 2]
(6752, 3362, 3811, 6793, 3215, 6129, 2419, 6262, 3895, 632, 2809, 4157)->[(-1-1*r5), (1+1*r5), (3-1*r5), (1+1*r5)]
(2209, 4769, 5314, 7077, 551, 168, 1226, 7121, 823, 56, 6651, 3163)->[(-3-1*r5), (-1+1*r5), (-1+1*r5), (-1+1*r5)]
(6305, 354, 2978, 388, 5186, 3270, 2088, 3178, 4819, 3638, 4952, 1983)->[(3-1*r5), -2, 0, (3+1*r5)]
(3810, 5638, 2087, 5159, 2313, 3153, 2709, 856, 6427, 669, 1630, 799)->[(1+1*r5), (-1+1*r5), -2, -4]
(1408, 4802, 520, 4074, 2203, 5038, 1744, 1842, 4436, 5749, 6166, 635)->[(-1-1*r5), (1+1*r5), (-3+1*r5), (-1-1*r5)]
(2915, 1411, 6981, 264, 2377, 5385, 4590, 5518, 7119, 6547, 3321, 6778)->[(-1-1*r5), -4, (-1+1*r5), 2]
(1793, 5218, 3620, 485, 5894, 3783, 3307, 2350, 3312, 244, 3894, 3864)->[-2, (1+1*r5), (1-1*r5), -4]
(4929, 1700, 6536, 6623, 6699, 7055, 6546, 3893, 2775, 153, 6428, 1663)->[0, (-3-1*r5), (3-1*r5), -2]
(4672, 993, 5958, 5415, 1033, 3632, 6231, 855, 7190, 4025, 1274, 6878)->[(-1-1*r5), (-1-1*r5), (-1-1*r5), (3-1*r5)]
(3618, 5317, 2058, 1227, 1131, 4051, 149, 6839, 5016, 4154, 6524, 1054)->[(-1-1*r5), 4, (1-1*r5), -2]
(4448, 2562, 1767, 4264, 4812, 6572, 304, 5746, 2679, 379, 1853, 3198)->[0, 4, 4, 0]
(738, 1506, 4458, 6154, 2575, 5013, 4889, 5246, 3963, 7164, 5341, 4350)->[0, (-3-1*r5), (3-1*r5), 2]
(6212, 263, 3018, 5738, 1740, 4428, 5934, 1457, 4533, 3287, 3899, 3420)->[2*r5, (1+1*r5), (-1+1*r5), 0]
(872, 3323, 1296, 5007, 6417, 915, 5460, 3733, 6710, 6327, 5304, 507)->[(-3-1*r5), 2, (3-1*r5), 0]
(802, 2786, 356, 196, 2948, 6927, 7031, 1555, 3603, 6643, 2551, 3742)->[(3-1*r5), (-1-1*r5), (-1-1*r5), (1+1*r5)]
(2497, 3713, 1251, 3715, 2149, 997, 2727, 4963, 3763, 4917, 5367, 5116)->[4, -2, (-1+1*r5), (-1-1*r5)]
(7172, 2821, 6693, 4972, 4271, 6833, 6770, 1045, 4086, 1212, 7198, 6431)->[-2, 4, (1+1*r5), (-1+1*r5)]
(3585, 4705, 3327, 5769, 479, 5098, 1550, 6364, 3318, 2874, 3644, 1311)->[(-3+1*r5), 0, (-3-1*r5), 2]
(642, 5539, 3848, 2348, 6190, 4144, 115, 725, 693, 4053, 5977, 2110)->[0, -2*r5, (-1+1*r5), (-1-1*r5)]
(2309, 4936, 5416, 5962, 2254, 2321, 1426, 4852, 3413, 4246, 5588, 5118)->[-4, (-1+1*r5), (1+1*r5), 2]
(2564, 3879, 746, 3275, 4876, 494, 4976, 4019, 212, 2036, 1783, 4668)->[(1+1*r5), (-1-1*r5), (1+1*r5), (-3+1*r5)]
(4772, 1927, 331, 2028, 3277, 4396, 175, 3314, 4754, 3508, 2425, 6237)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(2592, 4096, 5124, 2856, 4971, 5359, 785, 1044, 6040, 4503, 5240, 7132)->[0, 2, (3+1*r5), (3-1*r5)]
(1856, 6593, 3266, 3429, 2568, 3468, 4140, 4400, 1139, 404, 3031, 254)->[-2, 4, (-1-1*r5), (-1+1*r5)]
(1825, 4995, 1256, 6920, 524, 6124, 5904, 2257, 4401, 6843, 1916, 1053)->[-2, 0, (3-1*r5), (-3-1*r5)]
(6272, 2471, 3306, 5742, 3151, 4241, 50, 5589, 6999, 3161, 1018, 6908)->[(1-1*r5), -2, (1+1*r5), -4]
(1698, 2759, 296, 233, 1515, 3005, 1746, 340, 150, 5180, 957, 6686)->[2, 0, (-3+1*r5), (3+1*r5)]
(5280, 3011, 2404, 165, 6215, 3464, 1551, 5776, 2002, 210, 3002, 4575)->[0, 0, 4, -4]
(7138, 1608, 1578, 3724, 5072, 2802, 4405, 5909, 2743, 6716, 1918, 6911)->[(-1+1*r5), (3+1*r5), (-1+1*r5), (-1+1*r5)]
(2016, 2017, 6241, 999, 4231, 1675, 6539, 5584, 722, 2034, 6230, 2271)->[(1+1*r5), (-3+1*r5), (1+1*r5), (1+1*r5)]
(996, 2247, 2185, 2762, 4586, 2990, 2066, 7128, 2682, 2844, 7038, 5279)->[(3-1*r5), 2, 0, (3+1*r5)]
(2081, 866, 5634, 1861, 3718, 1737, 7095, 2774, 6422, 569, 6620, 3646)->[(1-1*r5), (-1-1*r5), 0, -2*r5]
(641, 5731, 7144, 1258, 1644, 5710, 6095, 6319, 3796, 469, 380, 2783)->[(-1+1*r5), (-1+1*r5), (-3-1*r5), (1-1*r5)]
(1728, 6113, 1635, 5988, 4326, 2792, 5392, 2162, 5044, 406, 1114, 2429)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (1-1*r5)]
(3488, 4416, 6881, 419, 1733, 326, 6184, 3497, 4267, 6444, 5820, 3870)->[(1+1*r5), (1-1*r5), -2, 4]
(5665, 1827, 3237, 6026, 2283, 3660, 1165, 110, 6258, 188, 3325, 2751)->[(1+1*r5), (3-1*r5), (-1-1*r5), (-1-1*r5)]
(5387, 4365, 15, 272, 6895, 1587, 3380, 6420, 3223, 2652, 5085, 2846)->[(1-1*r5), 2*r5, (1+1*r5), 0]
(1569, 1860, 6948, 7114, 2458, 4851, 820, 1333, 6744, 1626, 3995, 1405)->[(1+1*r5), (-1-1*r5), (3-1*r5), (1+1*r5)]
(2465, 3973, 5957, 6566, 2920, 4392, 1710, 6351, 1394, 2102, 1433, 3355)->[2, -2*r5, -2, 2]
(4577, 6810, 1318, 3335, 4907, 108, 4524, 6897, 983, 3859, 1559, 3930)->[2, -2, -2*r5, -2]
(961, 1476, 1961, 714, 2025, 3628, 4203, 3630, 6452, 6773, 215, 3417)->[4, 2, (1-1*r5), (1+1*r5)]
(5729, 6170, 4997, 6220, 1741, 2478, 2991, 1711, 7058, 1300, 5338, 6493)->[-2, -2, 2, 2*r5]
(5025, 1177, 6696, 527, 6224, 2706, 4443, 2198, 185, 1211, 4156, 6046)->[(-1-1*r5), (-1-1*r5), (-1-1*r5), (-3+1*r5)]
(6406, 6023, 2827, 877, 3022, 2929, 5617, 6841, 5431, 2105, 1530, 4412)->[(1+1*r5), (1+1*r5), (1+1*r5), (3-1*r5)]
(6369, 1859, 1668, 292, 3077, 6597, 2511, 3411, 4179, 5399, 1817, 5278)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(4609, 5801, 1835, 6027, 5453, 4974, 6188, 5841, 3412, 5976, 7195, 221)->[2, 0, (3-1*r5), (3+1*r5)]
(6784, 2530, 1507, 6180, 1642, 5963, 3120, 3634, 4979, 6103, 1692, 701)->[(-3-1*r5), (3-1*r5), 0, -2]
(6144, 228, 4198, 1382, 4487, 5737, 5926, 4112, 4368, 4437, 1527, 4314)->[(-3-1*r5), (-3+1*r5), 0, 2]
(1985, 5633, 3781, 328, 7080, 4171, 4652, 366, 7182, 86, 4598, 1369)->[(3-1*r5), 0, (-3-1*r5), -2]
(1761, 6050, 1573, 4743, 2376, 1073, 5106, 2837, 4887, 1208, 3484, 2264)->[(-1-1*r5), (1-1*r5), 2, 4]
(353, 4684, 5068, 847, 2386, 4822, 6137, 3450, 315, 1820, 5181, 4254)->[(-1-1*r5), (-1+1*r5), 2*r5, 0]
(6247, 1387, 1516, 493, 5131, 241, 2290, 4178, 5972, 504, 795, 1052)->[(1+1*r5), -2*r5, 0, (1-1*r5)]
(4295, 5832, 1836, 5741, 5582, 143, 5169, 6225, 2586, 1973, 634, 5343)->[(1+1*r5), -2, -4, (-1+1*r5)]
(4960, 1605, 5991, 5160, 6713, 6904, 6737, 6132, 3255, 2008, 5080, 4924)->[(-1-1*r5), (-1-1*r5), (3-1*r5), (1+1*r5)]
(1088, 1446, 5592, 6054, 362, 3402, 3052, 1204, 4727, 1976, 2329, 6011)->[0, -2*r5, (1-1*r5), (1+1*r5)]
(5632, 5826, 1477, 1958, 710, 5190, 2889, 1649, 6802, 5877, 3709, 4511)->[-2*r5, 2, -2, 2]
(2752, 2435, 1706, 2890, 397, 2894, 2448, 113, 1458, 3830, 3831, 6395)->[(1+1*r5), (-1+1*r5), 2, -4]
(97, 5061, 5544, 1967, 5871, 5880, 3896, 6963, 1174, 2456, 3993, 6783)->[(1+1*r5), (3-1*r5), (1+1*r5), (1+1*r5)]
(416, 7111, 2632, 6537, 1290, 2093, 2101, 2677, 2742, 5845, 4665, 3390)->[(-1+1*r5), -4, -2, (1+1*r5)]
(3681, 67, 4483, 1548, 5709, 1488, 5269, 5941, 5433, 6105, 3422, 639)->[(-3-1*r5), 0, 2, (-3+1*r5)]
(1667, 1732, 2822, 5290, 1486, 3183, 6100, 2230, 2422, 6520, 1822, 6239)->[(3+1*r5), (-1+1*r5), (1-1*r5), (1-1*r5)]
(2177, 1250, 3745, 6182, 3690, 1259, 6411, 979, 1110, 374, 5563, 6014)->[-4, 0, -4, 0]
(3617, 2274, 5719, 970, 140, 6701, 7023, 112, 1399, 476, 6846, 5087)->[(-1-1*r5), -2, -4, (-1+1*r5)]
(6208, 1375, 3334, 6214, 4277, 4981, 1207, 6776, 1913, 5658, 95, 2719)->[(-1-1*r5), (-1+1*r5), -2, -4]
(4257, 4898, 6500, 3717, 6664, 815, 4149, 2070, 5718, 2302, 2395, 2142)->[(-3-1*r5), 2, (-3+1*r5), 0]
(4004, 3141, 3822, 4720, 6256, 6227, 3415, 920, 4120, 6780, 670, 5407)->[(-3+1*r5), 2, 0, (3+1*r5)]
(3456, 4834, 26, 3076, 4200, 6187, 238, 4435, 440, 4377, 2170, 3934)->[-4, (1+1*r5), 2, (-1+1*r5)]
(4160, 1058, 1218, 4486, 3466, 12, 3726, 528, 1812, 22, 4569, 1151)->[(-1+1*r5), (1-1*r5), (-1+1*r5), (3+1*r5)]
(6720, 5857, 7072, 3206, 5127, 2600, 5606, 3562, 6457, 2417, 5817, 987)->[-2, -2, -2, 2*r5]
(2945, 34, 6341, 1094, 1449, 6185, 5230, 4688, 1816, 6682, 7196, 3166)->[(3+1*r5), (1-1*r5), (1-1*r5), (1-1*r5)]
(4961, 2082, 2178, 6435, 1510, 5318, 1353, 7088, 4977, 4371, 5843, 2843)->[2*r5, 0, (1+1*r5), (1-1*r5)]
(3139, 3621, 1320, 5449, 1356, 5682, 6398, 4404, 4214, 280, 3293, 5566)->[-2*r5, (1-1*r5), 0, (-1-1*r5)]
(6883, 2501, 3207, 6698, 1355, 2320, 6449, 3154, 4114, 2772, 1272, 857)->[(-1-1*r5), 4, (-1+1*r5), 2]
(6055, 2508, 1712, 4080, 5008, 5944, 6064, 4600, 3225, 1243, 348, 5757)->[(3+1*r5), (-3+1*r5), 0, -2]
(318, 5985, 4259, 6569, 6186, 3821, 2702, 4304, 3732, 5561, 1082, 3006)->[2, -4, (1+1*r5), (-1+1*r5)]
(3744, 1, 66, 6532, 1735, 845, 1102, 1327, 3471, 6862, 3770, 5436)->[(1-1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(2115, 5382, 297, 6282, 92, 6704, 3639, 888, 3289, 2524, 6077, 5758)->[(-1+1*r5), (-1-1*r5), 0, 2*r5]
(3201, 2312, 715, 6827, 301, 783, 2032, 2641, 4916, 822, 6111, 1599)->[2*r5, (-1-1*r5), (-1+1*r5), 0]
(1537, 5925, 3051, 3211, 5454, 7086, 6450, 1947, 2556, 1213, 1374, 1855)->[2, -4, (-1-1*r5), (1-1*r5)]
(608, 6464, 2570, 717, 4558, 3567, 721, 4466, 6354, 3798, 91, 6557)->[2, (3+1*r5), 0, (-3+1*r5)]
(64, 994, 3779, 1540, 1572, 1126, 6116, 5039, 6991, 7025, 1719, 349)->[-4, (1-1*r5), (-1-1*r5), -2]
(1760, 2024, 1997, 6767, 3889, 3953, 4407, 3480, 5593, 5018, 3454, 5535)->[(1-1*r5), (-1-1*r5), 4, -2]
(931, 2598, 775, 6087, 4219, 6603, 4397, 2897, 5849, 1787, 4284, 2397)->[(3-1*r5), (3+1*r5), -2, 0]
(6817, 902, 3021, 3886, 2353, 468, 471, 4568, 763, 6423, 6589, 2270)->[-2, 2, -2*r5, -2]
(6177, 4162, 3557, 4518, 6281, 1359, 4495, 531, 435, 3029, 2933, 4767)->[(1+1*r5), (3-1*r5), (-1-1*r5), (1+1*r5)]
(897, 1666, 6503, 5001, 3148, 4752, 5009, 2226, 627, 2711, 6296, 7070)->[0, 4, -4, 0]
(3073, 2947, 1604, 3915, 6159, 560, 754, 3379, 1209, 3579, 5182, 3519)->[(1-1*r5), 0, -2*r5, (1+1*r5)]
(4608, 4931, 1190, 2983, 4614, 396, 6960, 4563, 3030, 6330, 3070, 6975)->[4, 0, -4, 0]
(3393, 1026, 6306, 4517, 6598, 5481, 5103, 6228, 3513, 5786, 5469, 5214)->[0, (1-1*r5), (1+1*r5), 2*r5]
(1059, 2629, 6374, 4681, 2956, 2160, 1873, 5073, 5943, 6008, 2459, 1309)->[-2*r5, 2, 2, 2]
(2722, 4514, 3812, 5413, 3974, 971, 4525, 6544, 630, 3832, 190, 4063)->[2, (1+1*r5), (-1+1*r5), 4]
(833, 4097, 678, 454, 1319, 5287, 6535, 6854, 2668, 5070, 532, 4020)->[(-1-1*r5), (-1+1*r5), 2, -4]
(4930, 2051, 101, 5768, 3978, 3339, 3919, 3536, 4626, 4083, 3994, 1661)->[(1-1*r5), 4, 2, (1+1*r5)]
(7170, 4579, 1414, 4550, 3722, 2412, 5854, 1871, 625, 4762, 5822, 5695)->[-4, (1+1*r5), 2, (1-1*r5)]
(1634, 325, 3530, 587, 1869, 5390, 1393, 4476, 6425, 2812, 5437, 638)->[(-1-1*r5), (-1-1*r5), (1+1*r5), (3-1*r5)]
(3074, 6211, 4197, 5542, 4680, 2256, 6996, 3542, 6006, 6966, 505, 1181)->[2, (-3+1*r5), (3+1*r5), 0]
(4513, 6466, 5475, 262, 4360, 5099, 3244, 4940, 6290, 2487, 6072, 6559)->[(3-1*r5), (-3-1*r5), -2, 0]
(2976, 3756, 4141, 2510, 1071, 3438, 6943, 1302, 4158, 1657, 1470, 6271)->[-2*r5, (-1+1*r5), 0, (1+1*r5)]
(737, 1665, 229, 4522, 6221, 3119, 305, 3283, 4532, 5078, 3481, 510)->[2, -4, (-1-1*r5), (-1+1*r5)]
(1473, 3813, 6442, 3435, 4939, 3439, 442, 4560, 6642, 5206, 2234, 415)->[(1-1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(450, 391, 3691, 2064, 5047, 5651, 4980, 4663, 5721, 3259, 1148, 255)->[2, (-1+1*r5), -4, (-1-1*r5)]
(6368, 1768, 3689, 6761, 3851, 1104, 4723, 5299, 470, 7199, 1981, 5727)->[-2, -4, (-1-1*r5), (1-1*r5)]
(6496, 2243, 1064, 4137, 1485, 1870, 4430, 1138, 2546, 277, 6489, 636)->[-2, (3-1*r5), (-3-1*r5), 0]
(7137, 5154, 6053, 6791, 4937, 523, 2733, 4399, 116, 951, 4024, 6814)->[-2*r5, 0, (-1-1*r5), (1-1*r5)]
(5504, 3, 4970, 3308, 592, 1202, 5267, 1815, 4285, 1881, 3421, 2781)->[-2, (-3+1*r5), (3+1*r5), 0]
(1442, 1315, 5765, 1481, 1513, 7178, 1454, 1361, 2994, 4211, 4381, 4863)->[(1-1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(4418, 361, 5929, 6123, 6636, 6712, 1779, 2964, 1876, 182, 6931, 4504)->[2, (1-1*r5), 4, (1+1*r5)]
(2784, 3936, 2658, 4745, 3376, 3409, 2642, 6332, 4884, 3317, 6582, 1340)->[(1-1*r5), (3+1*r5), (1-1*r5), (-1+1*r5)]
(320, 6213, 4039, 3080, 5033, 2798, 687, 243, 1428, 5371, 5948, 5438)->[4, (1-1*r5), (-1-1*r5), -2]
(676, 133, 6695, 1545, 842, 3913, 1038, 5969, 4853, 7159, 4408, 4251)->[(-1+1*r5), 0, -2*r5, (-1-1*r5)]
(3558, 5609, 6637, 2735, 433, 5522, 2771, 6995, 3253, 3257, 3130, 3359)->[(1-1*r5), (1+1*r5), 0, 2*r5]
(545, 801, 355, 1447, 4682, 4333, 718, 306, 5330, 7122, 3701, 1247)->[0, (-1+1*r5), (1+1*r5), 2*r5]
(6848, 803, 4708, 1384, 1771, 716, 5581, 2065, 2165, 1499, 4318, 5663)->[2, 2, 2*r5, 2]
(6658, 1413, 6919, 5420, 5708, 1518, 5998, 3760, 2129, 5140, 5781, 5916)->[(-1-1*r5), -4, (1-1*r5), -2]
(3328, 1089, 5088, 5346, 3162, 680, 1864, 203, 6668, 943, 1040, 2554)->[0, -2, (3+1*r5), (-3+1*r5)]
(2433, 4070, 2919, 6119, 204, 13, 2638, 2159, 2927, 4496, 2420, 2589)->[(-1+1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(2400, 3137, 1538, 3396, 6916, 4999, 6600, 3209, 4143, 3482, 1020, 1277)->[2, (-1+1*r5), -4, (1+1*r5)]
(5185, 98, 515, 1154, 2981, 4357, 6275, 2796, 5260, 2958, 3572, 5146)->[(-1-1*r5), (3-1*r5), (-1-1*r5), (-1-1*r5)]
(3457, 291, 360, 2666, 5162, 5835, 657, 1874, 2905, 5307, 284, 6558)->[(1+1*r5), (1-1*r5), -2*r5, 0]
(6977, 1474, 550, 3258, 522, 3020, 3757, 3892, 3064, 2297, 762, 2335)->[0, 0, 4, 4]
(6434, 6743, 5928, 753, 7154, 2291, 6388, 5660, 475, 956, 4125, 574)->[(-3+1*r5), (3+1*r5), -2, 0]
(5188, 3430, 359, 7081, 6285, 5967, 5621, 2936, 3897, 1179, 4798, 1055)->[-2*r5, -2, 2, 2]
(4224, 452, 7146, 878, 5555, 1205, 4183, 1431, 1240, 1690, 3707, 1437)->[4, (-1-1*r5), 2, (-1+1*r5)]
(6498, 4996, 3749, 2022, 647, 6025, 5580, 303, 1745, 851, 4698, 5596)->[(-1+1*r5), 4, 2, (-1-1*r5)]
(6627, 5063, 2315, 3980, 5357, 5326, 3711, 146, 6738, 3669, 1367, 159)->[0, -2*r5, (-1+1*r5), (1+1*r5)]
(6560, 4036, 4677, 5766, 683, 5611, 3696, 945, 5745, 4789, 3159, 4223)->[-2, -2, -2, -2*r5]
(4800, 5702, 3336, 3753, 4552, 1902, 3902, 1490, 5491, 216, 4988, 3358)->[(1+1*r5), (-1-1*r5), (-1-1*r5), (3-1*r5)]
(768, 673, 3202, 3081, 1866, 5770, 5802, 495, 5684, 1047, 2393, 1023)->[(1+1*r5), (1+1*r5), (-3+1*r5), (-1-1*r5)]
(865, 5956, 6084, 3815, 2637, 624, 4113, 1652, 1525, 2103, 2906, 1979)->[2, (1-1*r5), 4, (-1-1*r5)]
(4641, 6467, 3045, 5672, 652, 2738, 3250, 884, 3061, 6994, 4055, 1693)->[(1+1*r5), 4, (1-1*r5), -2]
(4453, 3366, 5254, 6727, 3885, 4845, 911, 1328, 3700, 4695, 7064, 1886)->[2, (1-1*r5), -4, (1+1*r5)]
(5089, 5059, 2408, 1097, 490, 5321, 1647, 3249, 1203, 219, 2814, 5055)->[-4, (-1-1*r5), 2, (-1+1*r5)]
(5248, 835, 1514, 43, 2124, 205, 6962, 3576, 3385, 3900, 2621, 6847)->[(-1+1*r5), (1+1*r5), 4, -2]
(160, 5281, 5283, 2086, 3367, 6633, 1898, 3818, 5450, 6953, 1493, 5562)->[(1-1*r5), (3+1*r5), (-1+1*r5), (-1+1*r5)]
(1152, 1184, 1145, 1830, 6316, 6990, 3026, 4786, 1494, 281, 1949, 6143)->[0, (-1-1*r5), 2*r5, (-1+1*r5)]
(4417, 2529, 4833, 4866, 5730, 7173, 6992, 5777, 5107, 4213, 4729, 2778)->[(3-1*r5), 0, (-3-1*r5), 2]
(3521, 6884, 5805, 5678, 690, 2834, 4082, 85, 1943, 1564, 4733, 5183)->[(1+1*r5), (-1-1*r5), (-1-1*r5), (-3+1*r5)]
(5953, 6344, 3561, 6602, 1748, 4724, 3706, 5396, 184, 1242, 1755, 1021)->[0, (1+1*r5), 2*r5, (-1+1*r5)]
(6689, 1546, 5902, 3186, 2323, 2388, 3320, 5625, 5883, 7004, 6301, 5983)->[2*r5, 2, 2, 2]
(257, 7010, 1222, 3594, 4925, 2444, 4017, 4628, 2358, 4374, 24, 3549)->[2, (-1+1*r5), 4, (1+1*r5)]
