(0, 259, 532, 281, 26, 155, 159, 426, 427, 177, 566, 320, 579, 452, 464, 468, 478, 95, 486, 247)->[0, (-1+1*r5), (3-1*r5), (-4+2*r5)]
(0, 516, 136, 524, 281, 541, 165, 560, 565, 441, 192, 193, 320, 591, 593, 468, 219, 232, 495, 247)->[(-3+1*r5), (-1+1*r5), (-4+2*r5), 0]
(0, 3, 5, 135, 522, 532, 277, 297, 560, 565, 184, 579, 79, 593, 467, 478, 223, 106, 247, 254)->[(4-2*r5), (3-1*r5), (-1+1*r5), 0]
(0, 267, 532, 277, 420, 560, 306, 182, 184, 441, 452, 591, 208, 464, 468, 474, 350, 351, 482, 115)->[0, (-1+1*r5), (3-1*r5), (4-2*r5)]
(513, 521, 395, 268, 17, 146, 148, 151, 28, 414, 168, 557, 313, 462, 213, 98, 101, 234, 113, 252)->[(-1+1*r5), (4-2*r5), (3-1*r5), 0]
(386, 150, 536, 280, 160, 293, 44, 305, 439, 314, 324, 197, 329, 460, 596, 597, 472, 485, 492, 119)->[0, (1-1*r5), (3-1*r5), (4-2*r5)]
(272, 532, 279, 25, 26, 427, 184, 57, 323, 452, 580, 79, 478, 350, 361, 106, 362, 494, 115, 248)->[(-4+2*r5), (3-1*r5), (-1+1*r5), 0]
(131, 5, 20, 277, 279, 420, 303, 184, 57, 570, 325, 589, 208, 210, 223, 106, 114, 115, 121, 378)->[0, (-4+2*r5), (-1+1*r5), (-3+1*r5)]
(263, 137, 153, 34, 167, 309, 58, 573, 575, 332, 461, 592, 81, 466, 85, 103, 107, 367, 117, 511)->[(-3+1*r5), (4-2*r5), 0, (-1+1*r5)]
(399, 16, 18, 276, 404, 282, 161, 162, 545, 552, 45, 437, 444, 91, 353, 360, 489, 235, 499, 125)->[(3-1*r5), 0, (1-1*r5), (4-2*r5)]
(129, 261, 136, 527, 278, 152, 283, 284, 541, 165, 431, 304, 569, 317, 584, 212, 477, 232, 495, 497)->[(-3+1*r5), (-1+1*r5), (4-2*r5), 0]
(130, 401, 409, 416, 33, 164, 37, 295, 436, 316, 319, 330, 331, 209, 82, 476, 358, 491, 377, 506)->[(-1+1*r5), (3-1*r5), 0, (-4+2*r5)]
(516, 5, 525, 277, 287, 428, 560, 306, 570, 591, 208, 593, 219, 352, 240, 114, 116, 126, 254, 255)->[(-3+1*r5), (3-1*r5), (3-1*r5), (-3+1*r5)]
(258, 263, 137, 523, 397, 398, 27, 550, 551, 429, 433, 179, 315, 571, 77, 592, 227, 367, 124, 511)->[0, (-3+1*r5), (4-2*r5), (-1+1*r5)]
(384, 258, 138, 14, 143, 412, 294, 39, 550, 429, 433, 571, 190, 453, 326, 585, 204, 214, 493, 502)->[0, (1-1*r5), (-3+1*r5), (-4+2*r5)]
(132, 11, 267, 141, 272, 21, 279, 408, 25, 419, 420, 445, 67, 325, 199, 589, 350, 351, 109, 115)->[(3-1*r5), (3-1*r5), (3-1*r5), (-3+1*r5)]
(514, 521, 402, 403, 148, 285, 414, 176, 313, 449, 194, 74, 458, 84, 487, 241, 370, 252, 505, 380)->[(3-1*r5), (-3+1*r5), (3-1*r5), (3-1*r5)]
(3, 135, 264, 522, 396, 19, 543, 38, 423, 297, 553, 435, 52, 587, 467, 344, 88, 348, 222, 507)->[(-3+1*r5), 0, (-1+1*r5), (-4+2*r5)]
(385, 394, 11, 525, 145, 291, 420, 428, 306, 55, 199, 588, 589, 208, 210, 474, 349, 351, 104, 114)->[0, (3-1*r5), (-4+2*r5), (1-1*r5)]
(133, 8, 139, 12, 403, 536, 288, 44, 314, 194, 582, 455, 329, 586, 472, 100, 241, 370, 372, 505)->[0, (1-1*r5), (3-1*r5), (-4+2*r5)]
(265, 394, 140, 525, 145, 158, 31, 547, 298, 428, 301, 561, 311, 595, 349, 352, 225, 357, 240, 116)->[(-3+1*r5), (-4+2*r5), 0, (1-1*r5)]
(386, 131, 20, 411, 160, 417, 303, 305, 450, 196, 76, 339, 597, 216, 485, 102, 108, 121, 378, 383)->[0, (4-2*r5), (-1+1*r5), (-3+1*r5)]
(257, 7, 144, 274, 286, 424, 43, 180, 60, 318, 191, 65, 195, 218, 94, 355, 111, 122, 123, 253)->[(-3+1*r5), 0, (1-1*r5), (-4+2*r5)]
(534, 156, 29, 421, 549, 169, 45, 430, 444, 321, 456, 215, 92, 360, 235, 369, 381, 125, 509, 510)->[0, (-4+2*r5), (1-1*r5), (-3+1*r5)]
(389, 520, 147, 415, 170, 556, 178, 308, 186, 188, 322, 198, 328, 206, 80, 337, 220, 110, 112, 127)->[(3-1*r5), (4-2*r5), 0, (1-1*r5)]
(392, 23, 537, 32, 425, 54, 60, 195, 327, 459, 338, 598, 218, 475, 230, 238, 111, 498, 508, 253)->[0, (-4+2*r5), (1-1*r5), (3-1*r5)]
(8, 139, 271, 149, 280, 544, 422, 296, 173, 564, 568, 314, 324, 582, 71, 329, 460, 341, 99, 251)->[(-3+1*r5), (1-1*r5), (-4+2*r5), 0]
(128, 390, 393, 140, 31, 421, 169, 583, 456, 595, 470, 471, 225, 357, 488, 243, 374, 503, 509, 510)->[(4-2*r5), 0, (-3+1*r5), (1-1*r5)]
(516, 261, 13, 527, 284, 541, 30, 158, 298, 559, 311, 183, 61, 62, 193, 219, 352, 495, 240, 126)->[(1-1*r5), (3-1*r5), 0, (4-2*r5)]
(260, 134, 10, 271, 275, 150, 280, 410, 422, 173, 50, 443, 189, 460, 596, 93, 356, 501, 119, 504)->[(4-2*r5), (1-1*r5), 0, (-3+1*r5)]
(8, 535, 536, 160, 288, 544, 38, 423, 172, 52, 568, 196, 324, 455, 329, 597, 348, 222, 108, 383)->[(4-2*r5), (-3+1*r5), (-1+1*r5), 0]
(134, 142, 271, 275, 405, 407, 422, 296, 564, 574, 69, 71, 336, 465, 87, 89, 483, 365, 244, 501)->[(1-1*r5), (-3+1*r5), 0, (4-2*r5)]
(526, 15, 273, 531, 404, 415, 545, 162, 170, 438, 442, 447, 322, 578, 198, 200, 206, 91, 233, 489)->[(-1+1*r5), 0, (4-2*r5), (-3+1*r5)]
(533, 24, 537, 538, 409, 542, 164, 425, 299, 434, 201, 78, 209, 338, 598, 475, 476, 228, 364, 506)->[(3-1*r5), (3-1*r5), (-3+1*r5), (3-1*r5)]
(1, 528, 24, 542, 33, 163, 164, 37, 563, 181, 310, 330, 342, 476, 479, 484, 363, 364, 371, 250)->[(3-1*r5), (-1+1*r5), (4-2*r5), 0]
(4, 388, 548, 167, 555, 63, 575, 72, 203, 332, 205, 85, 469, 96, 481, 103, 105, 490, 496, 118)->[(-3+1*r5), (-4+2*r5), 0, (-1+1*r5)]
