(512, 12292, 7685, 11784, 10766, 21, 3606, 4117, 1048, 7704, 9751, 2587, 10780, 11285, 11316, 14398, 9281, 5188, 582, 13913, 11359, 3687, 10344, 114, 2676, 117, 9850, 8315, 5246, 7813, 11401, 6797, 1679, 13459, 3732, 5273, 12958, 12965, 4265, 4778, 12457, 3245, 6830, 6323, 11972, 11461, 11464, 5323, 11980, 4301, 4814, 13515, 212, 1752, 3805, 10464, 7394, 14051, 1769, 5867, 6893, 4336, 4337, 8432, 8948, 9981, 8965, 3849, 7433, 12553, 6924, 12563, 4373, 10525, 10529, 10532, 14123, 7475, 6972, 8509, 5951, 2887, 11595, 9548, 1869, 2893, 4948, 5978, 7523, 9064, 2416, 2929, 6007, 8571, 9603, 4998, 9102, 6033, 7067, 9628, 417, 420, 6053, 935, 12200, 9654, 13246, 4547, 11207, 13769, 7116, 6093, 10194, 7124, 12245, 7641, 3046, 14312, 6652, 1533)->[(-1+1*r5), 0, 2, (3-1*r5)]
(8706, 9218, 1540, 9225, 2061, 4626, 4125, 7710, 1570, 5155, 7714, 8235, 13869, 12339, 8762, 1093, 13382, 13902, 3164, 9827, 8292, 10341, 13927, 5738, 10359, 10362, 10370, 10883, 2692, 2184, 9352, 12939, 5781, 7830, 11414, 11926, 1182, 1188, 13483, 5294, 12974, 5297, 3763, 12984, 8380, 12990, 6847, 6342, 11463, 207, 4305, 3283, 6899, 2809, 1280, 6916, 5381, 10501, 13574, 3339, 3855, 12048, 8982, 4891, 11038, 12064, 10017, 5411, 2859, 7979, 7472, 817, 7473, 13635, 7495, 842, 2379, 10751, 845, 12629, 11612, 9569, 4973, 3438, 9581, 4470, 2426, 11130, 8071, 7051, 3470, 4494, 5010, 2456, 9114, 6559, 6048, 9647, 2492, 10175, 9665, 2501, 5069, 13261, 12751, 7633, 6612, 476, 5089, 4067, 6627, 9187, 998, 11750, 12783, 12276, 10229, 4086, 13813, 5631)->[(1-1*r5), 0, 2, (3-1*r5)]
(13320, 3596, 13332, 12823, 7197, 9758, 9759, 11293, 4644, 2086, 4135, 11817, 1071, 8240, 12850, 6197, 11833, 8765, 5182, 9288, 3662, 79, 11344, 4689, 82, 9817, 12378, 91, 7777, 13419, 4207, 6771, 12917, 5238, 10875, 6782, 10373, 655, 656, 13971, 12948, 13977, 8346, 4254, 12454, 2223, 1200, 2225, 4274, 6330, 9915, 2237, 10942, 8383, 4802, 8898, 4300, 8399, 6358, 5337, 6873, 10458, 8421, 742, 10470, 14057, 752, 243, 4852, 3327, 2822, 9483, 11534, 1302, 2331, 306, 11061, 12616, 13129, 5451, 3404, 13651, 9046, 1367, 10584, 8031, 13666, 11622, 11112, 8555, 14190, 13688, 2938, 7036, 10110, 3967, 10622, 897, 13188, 7049, 13194, 1931, 2449, 10642, 5011, 9123, 7084, 7596, 3015, 5064, 3533, 14292, 8662, 13274, 9694, 7143, 5608, 9715, 11251, 4089)->[0, (3-1*r5), -2, (1-1*r5)]
(13312, 4111, 10259, 3605, 10262, 10264, 1056, 1072, 6194, 2102, 8759, 4666, 14396, 4671, 10816, 10321, 13908, 598, 3671, 10329, 6748, 10847, 12392, 7292, 3709, 11911, 12425, 2206, 2720, 8352, 7849, 2222, 4272, 5815, 10428, 5821, 10441, 3274, 4812, 1229, 3278, 5328, 8914, 5845, 14041, 8926, 8931, 2788, 4838, 3307, 8429, 240, 10480, 9970, 245, 6389, 13048, 12029, 3326, 4864, 5891, 2311, 12049, 8985, 804, 13093, 13619, 9012, 3388, 13118, 319, 13121, 4938, 7499, 14154, 10064, 9041, 13141, 8027, 7006, 7009, 12129, 1382, 8046, 8048, 9587, 9592, 892, 1922, 9608, 6035, 6041, 11165, 9630, 11169, 4514, 8099, 11681, 7589, 7591, 3499, 8619, 13745, 13748, 12228, 454, 8134, 6618, 7132, 11744, 9189, 2539, 6636, 3053, 10734, 12781, 13804, 10737, 1528, 12799)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (-1+1*r5)]
(10752, 1538, 11266, 11269, 5126, 9222, 2067, 13844, 10267, 9244, 7198, 11304, 14381, 4145, 3127, 12863, 4682, 1105, 594, 9298, 1108, 4698, 2147, 13417, 10858, 4722, 5748, 5756, 3708, 8319, 9347, 4230, 3730, 12954, 6303, 680, 12972, 686, 10926, 6321, 11443, 183, 5820, 7870, 8895, 9930, 6347, 13516, 4319, 13026, 13545, 10992, 2291, 13044, 12537, 12546, 7436, 9997, 5390, 3858, 8470, 8471, 3352, 13607, 1321, 11561, 5940, 6967, 10552, 10042, 11579, 6466, 3396, 13128, 4426, 11085, 1362, 11609, 4962, 1381, 13157, 5991, 8551, 10600, 363, 11120, 369, 2417, 4467, 8054, 7038, 7040, 13705, 2955, 398, 3471, 10643, 11156, 6552, 7576, 1436, 1954, 4516, 2987, 3501, 8623, 5563, 9662, 13764, 6599, 460, 13773, 10193, 7129, 11239, 4078, 4079, 4595, 6650, 3069)->[0, (-1+1*r5), (-3+1*r5), 2]
(4096, 9216, 7176, 11791, 12821, 14361, 11802, 14364, 5158, 10800, 13360, 9269, 7746, 4675, 9801, 9803, 76, 588, 9297, 2135, 10334, 6239, 12385, 7269, 11881, 7278, 6769, 1651, 4726, 6775, 11908, 11405, 8336, 10900, 6300, 4769, 13987, 7844, 6828, 4269, 1711, 689, 13498, 2752, 195, 6853, 13510, 5842, 10451, 1237, 5340, 1760, 8937, 9450, 9961, 1772, 3311, 13554, 2292, 8447, 9984, 3332, 12555, 9484, 7951, 9487, 6930, 14110, 8489, 13624, 5439, 9535, 9025, 3906, 9027, 10559, 6470, 1363, 1368, 12637, 10597, 1895, 7528, 5993, 8559, 4468, 13693, 5514, 2445, 5519, 10129, 10137, 10649, 7579, 11171, 2472, 427, 1973, 14264, 14269, 8638, 7107, 1989, 4040, 2508, 10196, 8151, 994, 995, 10211, 13283, 7142, 14308, 12268, 5615, 6131, 4603, 508, 509, 9727)->[0, 0, 0, (-2+2*r5)]
(3072, 2053, 3591, 2073, 1566, 2079, 10270, 10271, 10791, 10280, 12845, 2609, 7732, 3129, 12861, 1089, 3140, 10821, 7750, 2121, 9292, 10319, 1616, 10328, 7265, 4194, 4713, 106, 7789, 11889, 7799, 5752, 9848, 7802, 123, 3196, 643, 11400, 9356, 3213, 3216, 8338, 13468, 4262, 4263, 4775, 3777, 1730, 5825, 5316, 6345, 3787, 6353, 5332, 4821, 4311, 8410, 223, 225, 5860, 1260, 1261, 1780, 12024, 13051, 3328, 11011, 775, 5895, 4365, 9486, 7439, 11023, 12053, 12565, 3867, 14134, 3383, 5952, 5442, 12611, 334, 6991, 11599, 12631, 3417, 4955, 1373, 2921, 1899, 5486, 13166, 7024, 2932, 12158, 10113, 4489, 3978, 11151, 5525, 12189, 11181, 12720, 5555, 6072, 10170, 6593, 5586, 9175, 14295, 11739, 13792, 6113, 3044, 12262, 2536, 9711, 10740, 9718, 8183)->[(1-1*r5), 0, -2, (-3+1*r5)]
(12296, 14345, 7695, 5142, 1559, 29, 13854, 1569, 2593, 50, 9270, 4165, 7752, 2635, 6749, 12893, 3167, 7783, 12395, 4717, 8821, 9349, 134, 6279, 2189, 9871, 12943, 149, 2199, 6296, 9369, 667, 1185, 1699, 7851, 1708, 7853, 4282, 4285, 194, 11458, 6861, 8910, 9422, 3794, 12501, 13525, 11995, 10462, 13028, 1257, 5866, 13549, 4850, 3315, 12018, 12532, 8957, 9989, 11527, 4873, 11541, 4374, 11030, 12569, 5403, 6427, 14109, 1826, 5925, 294, 6437, 5931, 5420, 4915, 6966, 6973, 7998, 6975, 849, 10069, 4951, 13655, 10585, 11615, 10593, 11107, 5481, 11116, 10608, 13692, 12671, 2946, 9604, 2459, 7068, 8605, 12703, 1448, 8621, 1459, 14262, 12728, 1982, 7615, 8643, 5573, 9669, 12231, 12749, 7630, 14285, 5587, 1495, 5084, 3551, 8162, 997, 10221, 4082)->[(1-1*r5), (-1+1*r5), (1-1*r5), (1-1*r5)]
(5120, 11785, 5130, 10764, 3095, 9241, 6170, 9753, 9762, 1535, 4654, 2101, 8250, 13372, 4166, 9290, 4687, 5713, 4178, 11859, 11860, 6234, 2654, 11876, 4199, 13933, 12910, 5746, 115, 12407, 11393, 11909, 6795, 13969, 8339, 7316, 662, 676, 13989, 8360, 7339, 3758, 5806, 1713, 4803, 12995, 11979, 10957, 1743, 728, 730, 734, 224, 9441, 2274, 10976, 9446, 1255, 2795, 246, 4855, 9974, 10487, 13571, 10002, 8979, 2333, 11549, 6943, 10016, 13601, 11049, 814, 10542, 3382, 1341, 11581, 2880, 10058, 9039, 3929, 358, 6502, 7526, 11626, 7023, 12660, 12286, 11641, 381, 12670, 4492, 6028, 7053, 9101, 3986, 5016, 3996, 4510, 3495, 10151, 11689, 9133, 6064, 5054, 1471, 13247, 1986, 12226, 10697, 3028, 11738, 13788, 10730, 2541, 8692, 11252, 7674, 10238, 3071)->[0, -2, (-1+1*r5), (3-1*r5)]
(5640, 8714, 12299, 1558, 14366, 12831, 11828, 2613, 13900, 589, 10322, 2137, 6238, 6762, 8303, 2675, 2678, 4217, 8827, 1147, 636, 12923, 12928, 13952, 5259, 11922, 11924, 8855, 2204, 11940, 5799, 1709, 1714, 1717, 2748, 4796, 1219, 8388, 10947, 6854, 13514, 3788, 3790, 8406, 9430, 2265, 7901, 5859, 12004, 6379, 6381, 14065, 1783, 13560, 13050, 12541, 13568, 3842, 7427, 6408, 1296, 13585, 4888, 5401, 13596, 6941, 7454, 12575, 11553, 7458, 1827, 1828, 12583, 10035, 10549, 5945, 7482, 10045, 13631, 3394, 13136, 13654, 13144, 5465, 5474, 9570, 10083, 13673, 3437, 12794, 1910, 12151, 7548, 6534, 8080, 10132, 2453, 11159, 5532, 2979, 4005, 2986, 13744, 13236, 439, 13752, 6590, 9153, 13250, 8133, 11208, 6090, 12237, 1493, 6101, 12763, 7133, 9199, 1530, 5628)->[(-1+1*r5), (1-1*r5), (1-1*r5), (-1+1*r5)]
(12290, 4109, 6157, 8730, 9246, 33, 34, 7717, 14373, 9770, 44, 5165, 4664, 11851, 9300, 9819, 104, 6249, 3182, 8815, 10361, 3194, 3707, 4733, 12927, 5760, 13442, 11397, 13445, 11406, 7313, 4755, 6804, 10387, 2711, 11929, 9372, 3745, 1189, 10406, 6311, 10920, 7850, 174, 9908, 5813, 1206, 8376, 10940, 1727, 11974, 9928, 2763, 7372, 5330, 6360, 11481, 9951, 3811, 5362, 6387, 3322, 251, 2817, 9475, 1805, 12559, 10004, 6421, 11050, 9520, 12595, 1845, 10037, 14136, 12089, 1866, 12118, 7520, 10081, 361, 7019, 10095, 1904, 3956, 6517, 4486, 7056, 13206, 5528, 1947, 13218, 13220, 11691, 14256, 7089, 11188, 9655, 3007, 4544, 12741, 12746, 10189, 4559, 8147, 981, 9173, 12760, 989, 13280, 12260, 1512, 8168, 12266, 1516, 12270, 3057, 9719, 2040, 11771)->[2, 0, (3-1*r5), (1-1*r5)]
(4608, 10761, 7690, 8720, 14354, 6676, 7191, 3616, 1571, 4134, 7207, 10281, 3114, 7724, 3637, 2103, 8247, 2105, 8248, 10303, 12870, 5192, 8783, 13394, 8794, 6747, 6751, 96, 4704, 10337, 3683, 11364, 2149, 3686, 12898, 9320, 13935, 9844, 6261, 13947, 11902, 5249, 8842, 11403, 654, 1684, 9877, 5270, 6807, 10394, 11932, 5277, 6301, 4266, 172, 11960, 11453, 3280, 4829, 3826, 13042, 1275, 764, 5885, 6917, 9992, 7956, 12055, 7453, 3872, 9504, 10538, 1327, 13120, 4419, 11591, 8522, 1361, 8021, 10070, 11607, 9053, 5985, 3432, 1387, 5484, 10092, 4974, 14187, 4464, 885, 10102, 6020, 1925, 13700, 392, 9612, 5517, 1936, 11665, 4501, 12702, 10655, 13727, 14245, 1454, 7092, 12729, 7103, 452, 9157, 13252, 7626, 2516, 9178, 3043, 9190, 13806, 14322, 10228)->[(-1+1*r5), (-1+1*r5), (-1+1*r5), (1-1*r5)]
(3587, 7684, 8198, 7, 11792, 3090, 12306, 5141, 12827, 10789, 6703, 2097, 14390, 2615, 12343, 2620, 4162, 12868, 12871, 3146, 10318, 1615, 10832, 10835, 87, 12896, 2156, 4204, 1646, 10348, 12402, 13433, 7805, 5247, 9855, 7298, 13954, 4741, 3727, 7825, 2714, 13470, 10407, 11949, 11959, 9402, 7358, 7359, 10431, 12485, 4813, 14029, 6863, 9935, 7382, 9435, 1244, 7903, 8420, 5861, 13552, 6904, 13563, 11006, 11520, 770, 4356, 12045, 14093, 3343, 8976, 7446, 1318, 7978, 811, 11084, 1879, 3930, 859, 350, 13150, 12134, 4968, 9577, 4459, 3948, 8561, 8564, 4473, 13690, 1407, 900, 11141, 2954, 9620, 6037, 13214, 415, 11682, 12706, 421, 4006, 9639, 10676, 951, 8637, 10701, 13263, 8666, 3548, 10721, 2021, 12777, 5611, 8684, 11755, 6126, 6133, 10236, 11775)->[(1-1*r5), (-1+1*r5), (1-1*r5), (-1+1*r5)]
(8705, 1029, 1052, 2597, 7212, 7730, 13366, 1082, 3147, 10316, 12368, 10833, 2644, 5717, 3160, 11869, 5214, 13917, 2148, 8810, 7275, 108, 12403, 11387, 7294, 11394, 2179, 3203, 1165, 2703, 5776, 8849, 6805, 1176, 4760, 154, 6817, 1703, 2729, 12458, 6831, 13488, 14002, 8372, 2232, 14016, 4291, 11977, 12493, 14032, 10452, 7902, 13536, 3299, 11492, 3310, 6894, 8944, 13550, 8950, 2295, 10489, 8443, 6403, 7940, 8458, 10511, 14096, 2835, 806, 12586, 2862, 2863, 2357, 7999, 832, 11074, 2883, 5447, 4424, 9051, 7010, 5988, 12649, 2410, 1901, 6512, 3446, 2947, 8067, 10121, 11154, 2963, 1429, 9109, 407, 931, 1447, 5034, 12203, 4527, 4016, 5052, 958, 447, 11718, 7123, 8150, 8665, 8667, 2012, 3039, 7135, 3556, 486, 2026, 3564, 11757, 8181, 12793)->[0, (1-1*r5), (-3+1*r5), -2]
(5123, 13828, 6661, 518, 2568, 1036, 3084, 530, 11291, 543, 9767, 9260, 13367, 13889, 11844, 4179, 6739, 1109, 1622, 2645, 11352, 11865, 2143, 6753, 8290, 12399, 13423, 6258, 11380, 13437, 12942, 6799, 2192, 10902, 3226, 6298, 9889, 11430, 9901, 12481, 1222, 11465, 6348, 13008, 14034, 6867, 13015, 217, 13018, 4315, 5346, 1764, 13032, 9454, 2803, 2807, 4858, 12028, 6909, 3839, 8963, 10500, 11531, 12556, 8469, 9495, 283, 14119, 10536, 13098, 11565, 1841, 7985, 307, 312, 13123, 5445, 5963, 9551, 2388, 8020, 10074, 12124, 14179, 869, 13162, 2413, 13172, 3447, 899, 11652, 11147, 11155, 7577, 6045, 8608, 12709, 937, 7593, 13741, 7093, 6585, 7098, 8124, 4034, 4553, 972, 4045, 5589, 12248, 9690, 14298, 3557, 5605, 10216, 4586, 12778, 6639, 13811, 7163)->[(-1+1*r5), (1-1*r5), (-1+1*r5), (1-1*r5)]
(7680, 2561, 8194, 5637, 2569, 7692, 8722, 13842, 3609, 8731, 5152, 11809, 2595, 1062, 2087, 11307, 53, 12858, 577, 10819, 2633, 6745, 90, 1627, 8285, 7264, 98, 610, 2161, 5753, 12921, 13946, 9342, 10885, 5767, 9353, 6283, 140, 2191, 5779, 5280, 13999, 3250, 11444, 1208, 8386, 12489, 11469, 5846, 6362, 4827, 12506, 5344, 13024, 739, 5348, 743, 1263, 4861, 3325, 13053, 4354, 7944, 5385, 11529, 2323, 1817, 7452, 8988, 11548, 3359, 14112, 293, 12070, 3881, 1322, 14126, 8498, 819, 6965, 2363, 7514, 13661, 10590, 6501, 8045, 12144, 8567, 11648, 9605, 10631, 3980, 13198, 10639, 9110, 8603, 4508, 2468, 4007, 12718, 2485, 4541, 5568, 4548, 1484, 13260, 8144, 11218, 5077, 8661, 10198, 6108, 4578, 3558, 7658, 4075, 11758, 7152, 8177, 6649)->[(3-1*r5), 0, (-1+1*r5), 2]
(14338, 8195, 8197, 4103, 11783, 2062, 5147, 12835, 8232, 1066, 13358, 3632, 10288, 13362, 13878, 56, 9272, 12856, 574, 13374, 583, 4681, 9296, 9301, 4697, 4198, 2154, 13934, 2679, 10872, 5241, 633, 10364, 1663, 3719, 1680, 2707, 5286, 11439, 11952, 2228, 6836, 8901, 7373, 723, 11475, 4830, 10975, 9443, 11491, 12003, 7403, 4332, 8939, 10993, 8958, 5375, 2307, 7430, 9479, 269, 10001, 10513, 11542, 1306, 4379, 2332, 11045, 808, 3370, 2365, 9536, 14150, 3401, 12618, 1364, 12635, 6493, 13151, 2400, 8034, 356, 9062, 12646, 8047, 12145, 9077, 10619, 3458, 3971, 9606, 14214, 6540, 8077, 13711, 4497, 14226, 2964, 12181, 11670, 13716, 9629, 4515, 6061, 6066, 6579, 3519, 5567, 3013, 10184, 1487, 7126, 10199, 4061, 9182, 10726, 999, 488, 11761, 9725)->[(1-1*r5), (3-1*r5), 0, 2]
(1537, 2566, 9742, 8721, 7705, 3102, 5662, 6177, 12837, 3622, 4649, 10796, 14385, 3644, 1597, 7743, 7745, 12353, 2630, 2632, 78, 7251, 4180, 5719, 12382, 8288, 12390, 9319, 105, 6251, 8811, 12908, 2174, 13443, 13449, 11920, 6802, 4246, 9367, 12952, 8347, 12443, 6305, 9890, 679, 2215, 2728, 3239, 13998, 181, 1725, 10945, 7368, 11982, 11985, 9428, 11482, 732, 2780, 5342, 741, 2792, 11504, 12026, 8956, 8445, 7937, 1283, 5892, 4875, 13069, 9502, 8482, 4387, 2342, 9510, 13606, 6441, 7466, 12589, 10570, 11608, 14171, 874, 1395, 3955, 10617, 10625, 1926, 10118, 13703, 8585, 14220, 10127, 11158, 14234, 5535, 7584, 1952, 5028, 11690, 9646, 5039, 4019, 7101, 13255, 9165, 12238, 8660, 9172, 7638, 13784, 3033, 2526, 6628, 14311, 3571, 1015, 13819, 3070)->[0, (-1+1*r5), (3-1*r5), -2]
(6144, 1539, 3594, 5134, 1044, 11801, 1564, 9250, 547, 8227, 2598, 6184, 9769, 12841, 46, 11323, 6206, 13891, 9804, 4685, 2129, 5714, 6738, 8788, 597, 9299, 12886, 4186, 8283, 7260, 10330, 3685, 112, 4723, 8820, 635, 12933, 3720, 8330, 8851, 13464, 5293, 9910, 4283, 14013, 9919, 2759, 5329, 10961, 2261, 7898, 5880, 1273, 5893, 4879, 3859, 3860, 2837, 2841, 8987, 10012, 11547, 4382, 7970, 13611, 13100, 3373, 14124, 5424, 5427, 3894, 329, 14157, 14159, 12624, 4946, 10067, 7515, 3423, 5475, 2919, 10087, 1388, 7028, 12662, 1400, 6009, 6525, 9598, 9090, 11140, 6537, 2962, 8598, 11672, 13210, 411, 6561, 7075, 1958, 8109, 10670, 6063, 6584, 14271, 1477, 7621, 463, 1999, 3541, 5591, 4571, 990, 6634, 9195, 11245, 14317, 9713, 9205, 12277)->[-2, (-3+1*r5), (1-1*r5), 0]
(7172, 5, 9735, 12814, 13327, 1552, 5138, 11794, 13852, 6176, 11812, 9258, 7217, 2106, 10811, 13371, 9789, 12360, 4173, 7245, 9294, 12366, 7273, 5757, 5245, 3199, 10372, 3728, 5269, 3744, 4776, 2731, 3760, 690, 14003, 11956, 10438, 14023, 1224, 9418, 9426, 14038, 7895, 5849, 13529, 8415, 12511, 5345, 13539, 6374, 4339, 12539, 7421, 9982, 257, 14082, 12036, 4869, 14084, 11016, 6410, 13583, 12057, 7962, 10524, 9501, 1825, 2851, 13603, 9517, 2866, 822, 5943, 8504, 1852, 5441, 14145, 1348, 326, 6476, 3408, 9048, 5980, 3934, 2911, 6497, 9058, 11105, 12647, 12137, 5995, 2924, 14195, 2423, 1918, 4993, 12674, 4484, 3469, 10637, 406, 1945, 5023, 11679, 3498, 4522, 5551, 6067, 5047, 4025, 11713, 14284, 4049, 6106, 6620, 6116, 9705, 6127, 1011, 7155)->[(3-1*r5), (1-1*r5), -2, 0]
