(0, 139, 531, 281, 283, 27, 551, 169, 456, 330, 77, 345, 475, 351, 352, 480, 234, 109, 250, 510)->[(-1-1*r5), (1+1*r5), (1+1*r5), (-1-1*r5)]
(0, 386, 135, 279, 283, 27, 28, 541, 167, 60, 188, 572, 321, 69, 453, 333, 345, 109, 242, 122)->[(-3-1*r5), 0, 2, (-1-1*r5)]
(0, 4, 262, 407, 414, 167, 305, 52, 188, 64, 585, 330, 75, 333, 230, 234, 109, 374, 250, 255)->[(-1-1*r5), 0, (3+1*r5), -2]
(0, 147, 279, 292, 311, 188, 189, 572, 573, 456, 468, 345, 480, 485, 230, 358, 234, 492, 238, 374)->[(-3-1*r5), 2, (1+1*r5), 0]
(261, 139, 276, 34, 165, 38, 551, 169, 46, 175, 59, 331, 217, 221, 351, 483, 357, 502, 253, 510)->[-2, (3+1*r5), 0, (-1-1*r5)]
(259, 261, 31, 550, 551, 175, 47, 311, 59, 456, 464, 468, 473, 352, 353, 480, 485, 498, 506, 510)->[(-1-1*r5), (3+1*r5), 2, 0]
(521, 141, 20, 535, 158, 291, 422, 300, 174, 432, 561, 51, 315, 66, 587, 76, 338, 347, 113, 497)->[-2, (-3-1*r5), 0, (1+1*r5)]
(256, 4, 262, 10, 147, 409, 412, 301, 429, 305, 55, 189, 61, 463, 213, 230, 238, 118, 374, 382)->[(-1-1*r5), 0, (3+1*r5), 2]
(257, 399, 145, 532, 406, 157, 32, 426, 49, 50, 576, 584, 589, 591, 350, 231, 105, 108, 240, 119)->[-2, 0, (-1-1*r5), (-3-1*r5)]
(388, 138, 267, 411, 285, 297, 427, 306, 571, 449, 450, 577, 328, 459, 461, 337, 467, 368, 503, 508)->[(3+1*r5), (-1-1*r5), 0, 2]
(270, 20, 149, 153, 543, 289, 163, 291, 422, 309, 314, 318, 447, 66, 197, 327, 457, 587, 474, 223)->[(-1-1*r5), (-1-1*r5), (-1-1*r5), (1+1*r5)]
(139, 276, 281, 34, 169, 43, 46, 179, 53, 437, 67, 77, 462, 340, 85, 215, 599, 475, 96, 239)->[0, (1+1*r5), 2, (-3-1*r5)]
(257, 145, 276, 152, 538, 165, 46, 50, 178, 564, 205, 589, 340, 85, 599, 349, 221, 356, 105, 502)->[0, (1+1*r5), -2, (-3-1*r5)]
(263, 8, 9, 522, 397, 156, 419, 420, 42, 433, 562, 451, 68, 203, 209, 354, 228, 494, 376, 379)->[0, (-3-1*r5), (1+1*r5), -2]
(9, 393, 269, 272, 156, 161, 546, 419, 423, 296, 180, 442, 58, 190, 209, 214, 225, 101, 246, 379)->[0, (-1-1*r5), 2, (-3-1*r5)]
(513, 258, 131, 142, 270, 16, 543, 415, 163, 547, 428, 176, 314, 318, 336, 343, 472, 93, 487, 369)->[(-3-1*r5), 0, -2, (1+1*r5)]
(519, 265, 521, 20, 535, 153, 417, 291, 563, 54, 315, 447, 452, 197, 455, 226, 482, 365, 127, 511)->[0, (-1-1*r5), -2, (3+1*r5)]
(385, 514, 389, 392, 18, 530, 410, 159, 293, 307, 435, 313, 580, 86, 346, 219, 106, 500, 507, 252)->[2, (3+1*r5), 0, (1+1*r5)]
(391, 536, 286, 164, 298, 177, 565, 567, 439, 319, 196, 339, 596, 344, 477, 100, 102, 104, 107, 373)->[(1+1*r5), (-1-1*r5), (-1-1*r5), (-1-1*r5)]
(518, 403, 149, 540, 543, 428, 309, 310, 314, 574, 192, 327, 93, 224, 97, 99, 484, 369, 501, 120)->[(-1-1*r5), 0, (-3-1*r5), 2]
(141, 25, 412, 158, 37, 549, 553, 301, 174, 429, 432, 61, 446, 195, 204, 594, 213, 218, 497, 381)->[(-1-1*r5), (-1-1*r5), (1+1*r5), (1+1*r5)]
(259, 389, 398, 527, 175, 307, 59, 201, 331, 206, 471, 217, 346, 353, 357, 491, 112, 498, 500, 507)->[0, (2+2*r5), 0, 0]
