MeshFace([144, 292, 189, 301, 218])
MeshFace([129, 280, 462, 239, 181])
MeshFace([46, 221, 483, 351, 139])
MeshFace([173, 348, 529, 278, 277])
MeshFace([112, 491, 500, 307, 206])
MeshFace([26, 438, 542, 268, 413])
MeshFace([286, 596, 567, 319, 339])
MeshFace([29, 263, 562, 520, 146])
MeshFace([10, 408, 486, 172, 118])
MeshFace([42, 397, 263, 203, 354])
MeshFace([124, 598, 446, 204, 210])
MeshFace([377, 449, 459, 395, 496])
MeshFace([4, 305, 255, 585, 414])
MeshFace([222, 324, 566, 436, 405])
MeshFace([0, 345, 480, 456, 234])
MeshFace([261, 510, 480, 311, 473])
MeshFace([2, 425, 564, 502, 38])
MeshFace([39, 384, 151, 232, 552])
MeshFace([42, 397, 433, 420, 494])
MeshFace([116, 597, 421, 120, 192])
MeshFace([31, 464, 202, 227, 98])
MeshFace([56, 579, 295, 371, 534])
MeshFace([315, 563, 482, 365, 535])
MeshFace([11, 48, 136, 243, 79])
MeshFace([18, 81, 568, 73, 252])
MeshFace([86, 273, 92, 326, 530])
MeshFace([51, 444, 528, 289, 66])
MeshFace([36, 70, 185, 65, 236])
MeshFace([379, 562, 522, 451, 419])
MeshFace([28, 122, 135, 279, 572])
MeshFace([159, 293, 500, 389, 313])
MeshFace([46, 221, 589, 257, 340])
MeshFace([72, 504, 525, 166, 523])
MeshFace([191, 241, 303, 362, 194])
MeshFace([39, 123, 132, 247, 401])
MeshFace([40, 304, 90, 334, 416])
MeshFace([60, 453, 69, 135, 122])
MeshFace([148, 168, 367, 555, 372])
MeshFace([79, 214, 190, 364, 243])
MeshFace([80, 267, 368, 524, 575])
MeshFace([29, 458, 328, 306, 146])
MeshFace([8, 209, 419, 451, 68])
MeshFace([58, 190, 393, 225, 180])
MeshFace([92, 128, 216, 211, 488])
MeshFace([99, 540, 120, 428, 369])
MeshFace([45, 560, 308, 47, 550])
MeshFace([260, 295, 371, 443, 316])
MeshFace([72, 522, 451, 448, 523])
MeshFace([452, 490, 515, 460, 511])
MeshFace([104, 391, 107, 565, 344])
MeshFace([72, 233, 150, 552, 523])
MeshFace([51, 66, 422, 113, 76])
MeshFace([104, 391, 177, 298, 536])
MeshFace([103, 590, 583, 525, 504])
MeshFace([1, 489, 575, 524, 323])
MeshFace([31, 485, 311, 473, 464])
MeshFace([22, 585, 255, 183, 125])
MeshFace([16, 131, 176, 258, 487])
MeshFace([251, 542, 438, 569, 405])
MeshFace([5, 198, 579, 295, 30])
MeshFace([100, 477, 196, 439, 164])
MeshFace([69, 135, 279, 188, 167])
MeshFace([113, 422, 223, 133, 341])
MeshFace([42, 494, 381, 174, 561])
MeshFace([88, 210, 204, 429, 409])
MeshFace([0, 234, 374, 230, 188])
MeshFace([311, 485, 468, 456, 480])
MeshFace([18, 81, 469, 171, 219])
MeshFace([13, 253, 261, 473, 23])
MeshFace([7, 490, 515, 581, 516])
MeshFace([14, 401, 166, 137, 235])
MeshFace([27, 345, 480, 510, 351])
MeshFace([56, 570, 154, 199, 375])
MeshFace([136, 243, 364, 277, 278])
MeshFace([124, 148, 481, 248, 598])
MeshFace([275, 282, 505, 493, 290])
MeshFace([73, 200, 206, 307, 252])
MeshFace([32, 50, 152, 199, 82])
MeshFace([97, 403, 310, 224, 484])
MeshFace([105, 231, 366, 425, 564])
MeshFace([45, 560, 595, 256, 382])
MeshFace([73, 200, 495, 558, 568])
MeshFace([144, 258, 415, 195, 218])
MeshFace([122, 135, 160, 302, 288])
MeshFace([155, 434, 271, 588, 418])
MeshFace([48, 136, 278, 529, 264])
MeshFace([161, 419, 379, 546, 442])
MeshFace([193, 584, 532, 454, 312])
MeshFace([56, 534, 304, 90, 570])
MeshFace([32, 82, 78, 74, 157])
MeshFace([160, 302, 528, 444, 441])
MeshFace([33, 481, 248, 355, 566])
MeshFace([104, 536, 286, 339, 344])
MeshFace([125, 235, 130, 595, 183])
MeshFace([8, 68, 420, 494, 376])
MeshFace([87, 470, 458, 328, 467])
MeshFace([101, 541, 321, 545, 296])
MeshFace([285, 337, 461, 449, 459])
MeshFace([327, 501, 569, 455, 447])
MeshFace([39, 552, 523, 166, 401])
MeshFace([35, 418, 155, 100, 164])
MeshFace([93, 513, 324, 222, 574])
MeshFace([240, 576, 350, 591, 406])
MeshFace([185, 440, 471, 398, 539])
MeshFace([80, 247, 132, 285, 267])
MeshFace([39, 123, 274, 150, 552])
MeshFace([5, 387, 110, 496, 30])
MeshFace([18, 293, 275, 282, 81])
MeshFace([130, 235, 137, 486, 172])
MeshFace([191, 527, 498, 464, 202])
MeshFace([4, 10, 408, 402, 414])
MeshFace([251, 273, 512, 436, 405])
MeshFace([12, 360, 356, 178, 186])
MeshFace([58, 180, 361, 119, 426])
MeshFace([371, 377, 449, 461, 443])
MeshFace([317, 360, 356, 538, 465])
MeshFace([10, 408, 71, 549, 213])
MeshFace([234, 250, 531, 352, 456])
MeshFace([267, 427, 467, 297, 368])
MeshFace([29, 263, 203, 348, 390])
MeshFace([18, 252, 307, 500, 293])
MeshFace([252, 410, 385, 346, 307])
MeshFace([9, 379, 562, 263, 203])
MeshFace([165, 356, 360, 201, 357])
MeshFace([144, 292, 573, 176, 258])
MeshFace([32, 50, 105, 231, 157])
MeshFace([139, 169, 551, 510, 351])
MeshFace([142, 176, 258, 415, 343])
MeshFace([5, 275, 293, 159, 387])
MeshFace([74, 117, 366, 231, 157])
MeshFace([52, 75, 272, 269, 181])
MeshFace([25, 594, 158, 174, 381])
MeshFace([260, 295, 579, 582, 548])
MeshFace([7, 457, 149, 484, 516])
MeshFace([46, 276, 85, 599, 340])
MeshFace([108, 532, 399, 426, 119])
MeshFace([65, 465, 538, 564, 425])
MeshFace([17, 466, 474, 223, 133])
