[0, 881]
[0, 986]
[0, 1986]
[1, 228]
[1, 773]
[1, 1718]
[2, 385]
[2, 761]
[2, 1888]
[3, 757]
[3, 1500]
[3, 1775]
[4, 5]
[4, 583]
[4, 1855]
[5, 583]
[5, 1855]
[6, 964]
[6, 2038]
[6, 2068]
[7, 1243]
[7, 1330]
[7, 1735]
[8, 632]
[8, 768]
[8, 1508]
[9, 918]
[9, 965]
[9, 1443]
[10, 649]
[10, 1390]
[10, 1593]
[11, 436]
[11, 1150]
[11, 2216]
[12, 449]
[12, 450]
[12, 1162]
[13, 597]
[13, 1751]
[13, 1755]
[14, 373]
[14, 508]
[14, 777]
[15, 102]
[15, 1139]
[15, 1800]
[16, 1092]
[16, 1594]
[16, 1780]
[17, 69]
[17, 951]
[17, 2105]
[18, 714]
[18, 1543]
[18, 1684]
[19, 543]
[19, 1279]
[19, 1336]
[20, 1233]
[20, 1859]
[20, 1860]
[21, 2072]
[21, 2294]
[21, 2333]
[22, 317]
[22, 1068]
[22, 1398]
[23, 1175]
[23, 1193]
[23, 1939]
[24, 96]
[24, 256]
[24, 2036]
[25, 268]
[25, 1650]
[25, 2246]
[26, 1159]
[26, 1174]
[26, 1202]
[27, 782]
[27, 874]
[27, 1911]
[28, 878]
[28, 1348]
[28, 1786]
[29, 249]
[29, 1221]
[29, 1483]
[30, 1228]
[30, 1350]
[30, 1673]
[31, 509]
[31, 1406]
[31, 1875]
[32, 732]
[32, 1009]
[32, 2130]
[33, 720]
[33, 938]
[33, 2396]
[34, 1533]
[34, 1838]
[34, 2298]
[35, 526]
[35, 860]
[35, 1671]
[36, 1165]
[36, 1630]
[36, 2090]
[37, 1107]
[37, 2173]
[37, 2227]
[38, 1842]
[38, 2221]
[38, 2256]
[39, 1781]
[39, 2052]
[39, 2171]
[40, 244]
[40, 915]
[40, 1739]
[41, 292]
[41, 364]
[41, 1032]
[42, 212]
[42, 1251]
[42, 2069]
[43, 683]
[43, 1177]
[43, 1996]
[44, 45]
[44, 1056]
[44, 1420]
[45, 1056]
[45, 1420]
[46, 1196]
[46, 1200]
[46, 2111]
[47, 470]
[47, 1422]
[47, 2242]
[48, 1448]
[48, 1604]
[48, 2165]
[49, 125]
[49, 605]
[49, 1868]
[50, 883]
[50, 1051]
[50, 1874]
[51, 206]
[51, 1236]
[51, 1615]
[52, 459]
[52, 669]
[52, 1652]
[53, 854]
[53, 1651]
[53, 1884]
[54, 290]
[54, 2135]
[54, 2139]
[55, 1315]
[55, 1753]
[55, 2264]
[56, 109]
[56, 1503]
[56, 1670]
[57, 992]
[57, 1947]
[57, 1951]
[58, 767]
[58, 1695]
[58, 2172]
[59, 500]
[59, 1296]
[59, 1818]
[60, 184]
[60, 728]
[60, 1878]
[61, 609]
[61, 1847]
[61, 2117]
[62, 398]
[62, 794]
[62, 851]
[63, 287]
[63, 971]
[63, 2176]
[64, 558]
[64, 908]
[64, 1991]
[65, 343]
[65, 710]
[65, 2119]
[66, 889]
[66, 1137]
[66, 1748]
[67, 137]
[67, 736]
[67, 932]
[68, 930]
[68, 1524]
[68, 2032]
[69, 951]
[69, 2105]
[70, 577]
[70, 1773]
[70, 2344]
[71, 154]
[71, 375]
[71, 2108]
[72, 619]
[72, 812]
[72, 2195]
[73, 741]
[73, 1715]
[73, 2320]
[74, 1370]
[74, 1993]
[74, 2302]
[75, 409]
[75, 835]
[75, 1637]
[76, 855]
[76, 923]
[76, 2357]
[77, 1087]
[77, 1891]
[77, 2299]
[78, 79]
[78, 264]
[78, 2275]
[79, 264]
[79, 2275]
[80, 1079]
[80, 1811]
[80, 1813]
[81, 784]
[81, 1820]
[81, 2066]
[82, 159]
[82, 1333]
[82, 1958]
[83, 358]
[83, 563]
[83, 1030]
[84, 546]
[84, 1231]
[84, 1353]
[85, 296]
[85, 1999]
[85, 2082]
[86, 1520]
[86, 1698]
[86, 1941]
[87, 957]
[87, 1581]
[87, 1662]
[88, 585]
[88, 1468]
[88, 2004]
[89, 871]
[89, 1458]
[89, 2262]
[90, 842]
[90, 1382]
[90, 2351]
[91, 250]
[91, 499]
[91, 1238]
[92, 318]
[92, 1765]
[92, 1790]
[93, 747]
[93, 823]
[93, 1953]
[94, 1374]
[94, 1722]
[94, 1969]
[95, 1078]
[95, 1567]
[95, 1774]
[96, 256]
[96, 2036]
[97, 1383]
[97, 1876]
[97, 2033]
[98, 100]
[98, 110]
[98, 1340]
[99, 1123]
[99, 1295]
[99, 1561]
[100, 110]
[100, 1340]
[101, 259]
[101, 630]
[101, 2244]
[102, 1139]
[102, 1800]
[103, 1831]
[103, 1833]
[103, 1880]
[104, 376]
[104, 1018]
[104, 2240]
[105, 988]
[105, 1125]
[105, 2018]
[106, 383]
[106, 1540]
[106, 2235]
[107, 113]
[107, 1628]
[107, 2377]
[108, 315]
[108, 468]
[108, 935]
[109, 1503]
[109, 1670]
[110, 1340]
[111, 190]
[111, 288]
[111, 1085]
[112, 164]
[112, 1564]
[112, 2314]
[113, 1628]
[113, 2377]
[114, 390]
[114, 626]
[114, 1721]
[115, 614]
[115, 755]
[115, 1589]
[116, 394]
[116, 557]
[116, 2128]
[117, 482]
[117, 2091]
[117, 2184]
[118, 263]
[118, 1846]
[118, 2398]
[119, 312]
[119, 461]
[119, 2000]
[120, 967]
[120, 1554]
[120, 1768]
[121, 745]
[121, 870]
[121, 2132]
[122, 156]
[122, 774]
[122, 2210]
[123, 1090]
[123, 1757]
[123, 2303]
[124, 730]
[124, 1031]
[124, 1321]
[125, 605]
[125, 1868]
[126, 298]
[126, 465]
[126, 1821]
[127, 621]
[127, 1324]
[127, 1642]
[128, 843]
[128, 1188]
[128, 2346]
[129, 904]
[129, 1535]
[129, 2232]
[130, 177]
[130, 367]
[130, 1841]
[131, 1345]
[131, 2144]
[131, 2363]
[132, 197]
[132, 944]
[132, 1408]
[133, 370]
[133, 1804]
[133, 2125]
[134, 475]
[134, 1484]
[134, 2109]
[135, 1105]
[135, 1197]
[135, 2182]
[136, 341]
[136, 380]
[136, 1685]
[137, 736]
[137, 932]
[138, 969]
[138, 1438]
[138, 1747]
[139, 1372]
[139, 1539]
[139, 1631]
[140, 566]
[140, 873]
[140, 984]
[141, 171]
[141, 478]
[141, 2234]
[142, 946]
[142, 1114]
[142, 1622]
[143, 145]
[143, 1360]
[143, 2263]
[144, 1038]
[144, 1226]
[144, 2027]
[145, 1360]
[145, 2263]
[146, 350]
[146, 1149]
[146, 1957]
[147, 615]
[147, 838]
[147, 1409]
[148, 534]
[148, 674]
