(0, 1, 3, 6, 10, 14, 20, 27, 32, 33, 42, 44, 52, 54, 56, 66, 68, 87, 88, 90, 96, 110, 112, 114)->[0, (-1-1*r5), (-1+1*r5), 2*r5]
(0, 1, 34, 3, 99, 40, 42, 107, 20, 85, 24, 88)->[-2*r5, -2, -2, 2*r5]
(0, 1, 33, 105, 78, 16, 113, 51, 85, 24, 56, 59)->[-2*r5, (-3-1*r5), (-3+1*r5), 0]
(0, 3, 4, 6, 13, 16, 17, 22, 23, 24, 26, 30, 33, 34, 45, 48, 51, 59, 80, 86, 87, 97, 111, 112)->[0, -4, -4, 0]
(4, 9, 21, 23, 26, 30, 35, 45, 48, 49, 55, 63, 67, 69, 73, 91, 98, 102, 103, 104, 115, 116, 117, 119)->[2*r5, (-1+1*r5), (-1-1*r5), 0]
(7, 8, 15, 16, 17, 22, 28, 37, 46, 59, 60, 61, 64, 71, 75, 79, 92, 93, 95, 97, 101, 105, 111, 113)->[0, (-1-1*r5), (-1+1*r5), -2*r5]
(5, 11, 25, 29, 31, 36, 38, 39, 43, 47, 50, 57, 62, 65, 70, 72, 74, 77, 82, 84, 89, 94, 106, 118)->[0, 4, 4, 0]
(2, 12, 13, 18, 19, 24, 34, 40, 41, 51, 53, 58, 76, 78, 80, 81, 83, 85, 86, 99, 100, 107, 108, 109)->[-2*r5, (-1+1*r5), (-1-1*r5), 0]
(67, 5, 69, 39, 9, 74, 117, 118, 91, 29, 62, 63)->[2*r5, (3+1*r5), (3-1*r5), 0]
(97, 35, 37, 101, 45, 111, 49, 115, 116, 26, 60, 61)->[2*r5, -2, -2, -2*r5]
(98, 4, 6, 104, 44, 14, 110, 48, 21, 87, 55, 90)->[2*r5, -2, -2, 2*r5]
(32, 65, 66, 72, 10, 43, 77, 114, 52, 25, 27, 31)->[0, (3-1*r5), (3+1*r5), 2*r5]
(64, 2, 7, 105, 76, 13, 78, 79, 16, 17, 109, 51)->[-2*r5, -2, -2, -2*r5]
(38, 70, 8, 71, 46, 15, 47, 84, 57, 28, 94, 95)->[0, (3-1*r5), (3+1*r5), -2*r5]
(36, 41, 106, 11, 12, 81, 50, 19, 82, 53, 89, 58)->[-2*r5, (3+1*r5), (3-1*r5), 0]
(96, 33, 68, 75, 112, 113, 54, 22, 56, 59, 92, 93)->[0, (-2-2*r5), (-2+2*r5), 0]
(100, 102, 103, 73, 108, 80, 18, 83, 119, 86, 23, 30)->[0, (-2+2*r5), (-2-2*r5), 0]
(69, 102, 73, 106, 11, 12, 108, 18, 19, 118, 29, 63)->[0, (2+2*r5), (2-2*r5), 0]
(96, 6, 44, 45, 111, 48, 49, 112, 22, 55, 60, 93)->[2*r5, (-3-1*r5), (-3+1*r5), 0]
(34, 3, 4, 40, 104, 110, 83, 119, 86, 87, 88, 30)->[0, (-3+1*r5), (-3-1*r5), 2*r5]
(65, 66, 67, 98, 5, 77, 14, 21, 117, 90, 27, 62)->[2*r5, 2, 2, 2*r5]
(89, 99, 72, 10, 42, 107, 50, 20, 52, 53, 25, 58)->[-2*r5, 2, 2, 2*r5]
(64, 2, 36, 38, 41, 109, 79, 81, 82, 84, 28, 95)->[-2*r5, 2, 2, -2*r5]
(32, 68, 70, 8, 43, 75, 46, 114, 54, 57, 92, 31)->[0, (2-2*r5), (2+2*r5), 0]
(97, 100, 37, 7, 103, 76, 13, 80, 17, 115, 23, 26)->[0, (-3+1*r5), (-3-1*r5), -2*r5]
(35, 101, 39, 71, 9, 74, 47, 15, 116, 91, 61, 94)->[2*r5, 2, 2, -2*r5]
(7, 9, 11, 12, 15, 18, 29, 35, 36, 37, 38, 41, 61, 63, 74, 76, 79, 94, 95, 100, 102, 103, 109, 115)->[0, (1+1*r5), (1-1*r5), -2*r5]
(14, 19, 21, 25, 40, 42, 50, 52, 53, 62, 66, 69, 73, 77, 83, 88, 99, 104, 106, 108, 110, 117, 118, 119)->[0, (1+1*r5), (1-1*r5), 2*r5]
(5, 27, 31, 32, 39, 44, 46, 47, 49, 55, 57, 60, 65, 67, 68, 71, 90, 91, 92, 93, 96, 98, 101, 116)->[2*r5, (1-1*r5), (1+1*r5), 0]
(1, 2, 8, 10, 20, 28, 43, 54, 56, 58, 64, 70, 72, 75, 78, 81, 82, 84, 85, 89, 105, 107, 113, 114)->[-2*r5, (1-1*r5), (1+1*r5), 0]
