[0, (-1/2-1/2*r5), (-1/2+1/2*r5), -1*r5]
[0, 2, 2, 0]
[0, (-1/2-1/2*r5), (-1/2+1/2*r5), 1*r5]
[1*r5, (-1/2+1/2*r5), (-1/2-1/2*r5), 0]
[-1*r5, (-1/2+1/2*r5), (-1/2-1/2*r5), 0]
