-0.5	-0.5	-0.5	-0.5	-0.5
-0.9553279106588846-0.00006873680601798878*I	-0.4858250119722818-0.3166654836701341*I	-0.29556142246215666-0.1012830671734323*I	-0.2955710526244636+0.1013164683505033*I	-0.4858876013444096+0.3166916997731181*I
-3.0999265892503693-0.0009661096194423703*I	-0.19898445261486317-0.58525511427802*I	-0.13560809577106253-0.12203761823215392*I	-0.1356062394174085+0.12208126936158445*I	-0.19902962428638893+0.5853819201946919*I
3.2607949403477896-0.0009620833940573055*I	0.2599043583896604-0.5370673139653519*I	-0.00579716635208787-0.08885127588200813*I	-0.00577762272326984+0.08888528436834821*I	0.2599806087731165+0.5371997133319798*I
1.1873610240933252-0.00005557512876095854*I	0.6163564680702748-0.11952899626774773*I	0.04766770358858148+0.028953890245891345*I	0.047701751985798145-0.028970755916356082*I	0.6164633847348359+0.11959103481115965*I
