(643, 2307, 519, 273, 2077, 2335, 552, 1197, 1071, 1967, 1206, 582, 213, 2392, 239, 1648, 120, 121, 124, 2045)->[(3-1*r5), (-1+1*r5), (-4+2*r5), 0]
(2309, 390, 903, 1296, 2192, 1811, 29, 673, 165, 2088, 302, 174, 945, 1851, 1982, 197, 347, 1761, 490, 374)->[(-1+1*r5), 0, (4-2*r5), (-3+1*r5)]
(268, 144, 922, 545, 806, 2346, 820, 704, 2389, 732, 989, 478, 2015, 361, 236, 2285, 2159, 1905, 1652, 2174)->[(3-1*r5), (4-2*r5), 0, (1-1*r5)]
(1540, 650, 1290, 2081, 931, 1317, 2090, 811, 52, 2100, 54, 188, 334, 721, 1110, 729, 94, 1766, 1645, 894)->[(3-1*r5), 0, (-1+1*r5), (4-2*r5)]
(2181, 1035, 912, 147, 659, 1687, 2201, 1945, 1693, 296, 696, 1853, 1855, 319, 714, 2127, 2131, 599, 2277, 615)->[(4-2*r5), (-3+1*r5), (1-1*r5), 0]
(262, 136, 265, 780, 2069, 792, 1320, 2089, 941, 1590, 2103, 1978, 1466, 469, 2011, 866, 868, 362, 2040, 511)->[(1-1*r5), 0, (-4+2*r5), (3-1*r5)]
(1411, 1679, 529, 2197, 663, 553, 1835, 1837, 1838, 1455, 1587, 2101, 1215, 1494, 1502, 606, 735, 2283, 1901, 1268)->[(3-1*r5), (3-1*r5), (-3+1*r5), (-3+1*r5)]
(1946, 158, 1056, 1703, 1082, 1472, 1606, 79, 336, 976, 2009, 89, 1499, 102, 1638, 232, 495, 752, 2163, 380)->[(1-1*r5), (4-2*r5), (-3+1*r5), 0]
(2048, 513, 1795, 774, 2315, 2063, 1168, 2338, 163, 186, 1085, 578, 1230, 2394, 2273, 1763, 369, 1265, 2295, 1789)->[(1-1*r5), (-3+1*r5), 0, (4-2*r5)]
(2050, 777, 1308, 1824, 1960, 1964, 1201, 1334, 1721, 832, 70, 1222, 1351, 2379, 2143, 96, 608, 1522, 243, 895)->[(1-1*r5), 0, (4-2*r5), (3-1*r5)]
(1153, 1543, 1160, 1547, 1684, 1313, 955, 1469, 322, 707, 1990, 1095, 75, 1870, 2261, 1500, 1126, 105, 1516, 1791)->[(-1+1*r5), (-3+1*r5), 0, (-4+2*r5)]
(391, 1162, 785, 1817, 1952, 1187, 932, 809, 1833, 1991, 970, 2003, 342, 1370, 95, 1636, 1637, 1128, 1130, 1134)->[(-1+1*r5), (3-1*r5), 0, (4-2*r5)]
(1282, 775, 2188, 533, 790, 539, 1055, 38, 184, 964, 1741, 80, 343, 88, 216, 350, 997, 230, 1904, 2033)->[0, (-1+1*r5), (3-1*r5), (4-2*r5)]
(2317, 1183, 1461, 823, 59, 701, 1983, 1223, 456, 2249, 975, 85, 738, 1251, 869, 2022, 2024, 1131, 1393, 1269)->[(-3+1*r5), (-4+2*r5), 0, (-1+1*r5)]
(1408, 648, 905, 910, 1170, 788, 1300, 543, 2218, 813, 2228, 699, 840, 2124, 1760, 98, 2027, 381, 1657, 2173)->[0, (-3+1*r5), (-4+2*r5), (-1+1*r5)]
(642, 2051, 2179, 1798, 2311, 9, 393, 2199, 924, 546, 1576, 570, 1989, 1736, 1227, 1743, 1254, 1771, 878, 1399)->[0, (-1+1*r5), (-3+1*r5), (-4+2*r5)]
(2185, 2187, 270, 152, 665, 288, 1963, 306, 1205, 2230, 2244, 1862, 1353, 2254, 1360, 2007, 1756, 1764, 1782, 1914)->[(-1+1*r5), (-4+2*r5), (-3+1*r5), 0]
(2052, 1544, 17, 914, 531, 2070, 282, 1196, 1719, 1979, 1211, 2240, 833, 1730, 2370, 1348, 973, 477, 1520, 510)->[(-4+2*r5), (-3+1*r5), (-1+1*r5), 0]
(1670, 1159, 783, 666, 412, 1951, 1959, 1449, 48, 1072, 308, 567, 572, 1093, 457, 1233, 1235, 2004, 991, 1386)->[(-4+2*r5), 0, (-3+1*r5), (-1+1*r5)]
(514, 776, 1681, 1174, 2344, 1451, 557, 563, 1204, 1716, 2231, 63, 73, 971, 1873, 1880, 345, 1377, 488, 1405)->[0, (-4+2*r5), (-1+1*r5), (3-1*r5)]
(1423, 400, 1815, 2333, 2214, 307, 2229, 1592, 569, 830, 69, 74, 1105, 1106, 2267, 1120, 1765, 235, 2287, 372)->[(-3+1*r5), (3-1*r5), (-3+1*r5), (3-1*r5)]
(2305, 1680, 2195, 404, 2327, 1438, 418, 816, 2097, 1330, 442, 1850, 1087, 966, 1615, 1878, 2391, 2398, 1772, 2294)->[(-1+1*r5), 0, (-4+2*r5), (3-1*r5)]
(1536, 2177, 388, 2055, 1935, 1302, 1686, 27, 31, 423, 299, 1858, 1999, 850, 1623, 1374, 993, 1381, 107, 1919)->[(4-2*r5), 0, (3-1*r5), (-1+1*r5)]
(1283, 1938, 2194, 1940, 799, 161, 428, 1581, 58, 576, 2245, 586, 1228, 2259, 1369, 218, 1013, 1913, 378, 2044)->[0, (4-2*r5), (-1+1*r5), (3-1*r5)]
(1026, 1165, 2193, 409, 1059, 812, 942, 1342, 1605, 2117, 76, 1740, 720, 601, 2393, 219, 605, 237, 493, 757)->[(-3+1*r5), (-1+1*r5), (4-2*r5), 0]
(264, 1566, 800, 294, 1705, 2092, 1709, 1968, 453, 2375, 2145, 99, 1767, 1515, 1261, 500, 886, 2038, 1528, 2299)->[(3-1*r5), 0, (1-1*r5), (-4+2*r5)]
(515, 1924, 1677, 1551, 669, 1571, 293, 438, 1081, 314, 2105, 1595, 846, 603, 1125, 1770, 365, 621, 2170, 379)->[(4-2*r5), (1-1*r5), 0, (-3+1*r5)]
(516, 139, 652, 779, 2330, 1694, 2082, 1279, 37, 297, 937, 1323, 691, 2246, 1352, 1143, 1146, 507, 766, 2175)->[(4-2*r5), (1-1*r5), 0, (3-1*r5)]
(1409, 1412, 1797, 7, 1799, 1674, 791, 43, 1328, 450, 452, 2120, 1998, 211, 1619, 2260, 1373, 2269, 97, 255)->[(-3+1*r5), (-4+2*r5), 0, (1-1*r5)]
(1028, 1550, 399, 1045, 959, 1473, 1483, 2125, 1102, 214, 1884, 863, 995, 2280, 619, 1517, 1009, 1526, 2167, 1276)->[(-1+1*r5), 0, (-4+2*r5), (-3+1*r5)]
(2306, 1667, 2056, 1180, 671, 2080, 415, 1442, 420, 1956, 682, 1212, 61, 72, 329, 2382, 977, 1875, 1626, 348)->[0, (-6+2*r5), 0, 0]
(769, 1155, 773, 134, 1673, 2058, 267, 1816, 793, 426, 1325, 1711, 985, 737, 1250, 1890, 1389, 115, 1017, 1788)->[(-3+1*r5), (-1+1*r5), (-4+2*r5), 0]
(896, 387, 153, 1820, 421, 935, 1191, 169, 1583, 561, 2107, 965, 1108, 474, 739, 229, 487, 1396, 761, 127)->[(-3+1*r5), 0, (1-1*r5), (4-2*r5)]
(664, 156, 1184, 1314, 183, 2108, 1477, 967, 2122, 1355, 204, 332, 210, 2263, 604, 1248, 879, 1651, 1016, 1787)->[(3-1*r5), (4-2*r5), 0, (-1+1*r5)]
(1029, 1542, 1427, 1429, 1062, 2102, 316, 1981, 1219, 1868, 2383, 597, 1628, 224, 740, 106, 1776, 1010, 1138, 502)->[(4-2*r5), (3-1*r5), (1-1*r5), 0]
(1024, 1284, 1033, 916, 2078, 926, 1445, 1830, 1195, 814, 431, 53, 2362, 2237, 836, 337, 1489, 2136, 473, 501)->[(-3+1*r5), 0, (-1+1*r5), (-4+2*r5)]
(1549, 2191, 403, 1939, 2326, 1304, 1051, 1700, 551, 2217, 2354, 1084, 1474, 1475, 1731, 2371, 1224, 463, 123, 1660)->[(4-2*r5), (-3+1*r5), (-1+1*r5), 0]
(1666, 1676, 918, 2071, 2339, 1961, 685, 1073, 818, 181, 310, 1849, 573, 2242, 195, 2266, 476, 484, 1272, 254)->[0, (3-1*r5), (-4+2*r5), (-1+1*r5)]
(521, 2186, 2210, 291, 1969, 821, 1848, 952, 2106, 1209, 1213, 703, 1092, 724, 987, 93, 2276, 1133, 122, 1659)->[(-4+2*r5), (-3+1*r5), (1-1*r5), 0]
(1152, 1921, 1415, 2067, 1172, 1182, 175, 433, 187, 834, 77, 1618, 1634, 1252, 1127, 492, 1644, 1008, 1267, 1531)->[(-3+1*r5), (1-1*r5), (4-2*r5), 0]
(768, 1793, 1805, 1294, 1688, 2204, 930, 1579, 687, 950, 1339, 2239, 587, 475, 1501, 1132, 877, 251, 1392, 1275)->[0, (3-1*r5), (4-2*r5), (1-1*r5)]
(1934, 1043, 1689, 2207, 32, 1185, 2212, 2345, 698, 1597, 1598, 706, 325, 2001, 225, 1510, 1902, 2032, 2035, 1655)->[(4-2*r5), (-1+1*r5), 0, (3-1*r5)]
(1796, 8, 1801, 1552, 1809, 661, 536, 2075, 414, 1584, 577, 1098, 1119, 1508, 874, 1262, 252, 2292, 508, 1149)->[(-4+2*r5), (3-1*r5), (1-1*r5), 0]
(1928, 2184, 138, 2061, 1040, 2331, 1570, 1827, 305, 2359, 2258, 596, 1365, 854, 1882, 479, 355, 358, 1918, 1151)->[0, 0, 0, (-6+2*r5)]
(4, 660, 2203, 1568, 2213, 1831, 2216, 2227, 1470, 2114, 1481, 1493, 1757, 1122, 233, 2281, 496, 1778, 1656, 1144)->[0, (3-1*r5), (-4+2*r5), (1-1*r5)]
(898, 646, 2316, 1710, 1463, 1722, 1083, 447, 1728, 1748, 1366, 1881, 1883, 2016, 482, 1643, 1907, 1142, 249, 126)->[0, (-1+1*r5), (3-1*r5), (-4+2*r5)]
(518, 135, 266, 653, 2196, 1177, 537, 30, 2341, 424, 1725, 579, 2121, 460, 461, 1632, 753, 1139, 888, 1023)->[(-3+1*r5), 0, (-1+1*r5), (4-2*r5)]
(1413, 651, 1176, 283, 2296, 940, 429, 1454, 2220, 1202, 575, 82, 1111, 607, 998, 1000, 1898, 498, 1524, 1784)->[(-4+2*r5), (1-1*r5), 0, (3-1*r5)]
(137, 275, 281, 1058, 167, 1065, 1834, 555, 1067, 1585, 1980, 445, 1090, 1099, 1491, 1246, 1505, 625, 2034, 2291)->[(-1+1*r5), (4-2*r5), (-3+1*r5), 0]
(771, 133, 1163, 141, 272, 530, 1812, 679, 45, 1070, 1199, 1203, 440, 57, 1988, 1238, 2279, 1906, 371, 763)->[(3-1*r5), 0, (1-1*r5), (4-2*r5)]
(385, 1419, 909, 21, 1557, 290, 1452, 688, 177, 1726, 711, 1996, 1614, 339, 1372, 357, 2029, 1646, 497, 1274)->[0, (6-2*r5), 0, 0]
(128, 1156, 1548, 782, 1307, 540, 40, 1322, 829, 1091, 1737, 2126, 1749, 86, 2005, 2151, 2289, 118, 1530, 764)->[(-3+1*r5), 0, (1-1*r5), (-4+2*r5)]
(1416, 1037, 2190, 535, 2087, 309, 1994, 1229, 1613, 593, 87, 1498, 1115, 2397, 2274, 228, 1253, 234, 1002, 880)->[0, (-3+1*r5), (-4+2*r5), (1-1*r5)]
(656, 657, 1562, 413, 2085, 1457, 1467, 328, 972, 209, 984, 92, 100, 1255, 1512, 617, 1781, 1912, 635, 1278)->[0, (-4+2*r5), (1-1*r5), (-3+1*r5)]
(1027, 2198, 927, 1953, 2083, 677, 422, 1702, 681, 427, 1985, 324, 202, 723, 1879, 986, 860, 2288, 114, 1527)->[(-3+1*r5), (-3+1*r5), (-3+1*r5), (-3+1*r5)]
(1280, 258, 1154, 787, 154, 1564, 1954, 2226, 56, 444, 2373, 71, 1232, 1872, 858, 2396, 2271, 1639, 1387, 1005)->[(-4+2*r5), 0, (-3+1*r5), (1-1*r5)]
(2304, 263, 394, 1169, 1298, 1311, 678, 2091, 826, 189, 2113, 839, 1866, 462, 2386, 1877, 240, 1394, 499, 1018)->[0, (1-1*r5), (-3+1*r5), (4-2*r5)]
(2178, 899, 2054, 1301, 549, 815, 1727, 709, 1221, 1865, 1739, 996, 360, 2025, 2031, 112, 368, 2300, 893, 1150)->[(-1+1*r5), (3-1*r5), 0, (-4+2*r5)]
(658, 276, 538, 541, 416, 1958, 301, 311, 185, 448, 708, 198, 2374, 1103, 1487, 351, 1888, 1633, 1378, 1407)->[(4-2*r5), (3-1*r5), (-1+1*r5), 0]
(901, 1420, 789, 1046, 1948, 1829, 550, 304, 312, 1080, 1729, 2372, 2251, 1488, 1245, 223, 1376, 1529, 1402, 1147)->[(-1+1*r5), (-4+2*r5), (3-1*r5), 0]
(132, 1418, 1295, 1682, 662, 284, 1443, 298, 819, 1344, 208, 852, 725, 1504, 1379, 2019, 1893, 616, 1650, 629)->[(3-1*r5), (-3+1*r5), (3-1*r5), (3-1*r5)]
(130, 1925, 1926, 2319, 1424, 1309, 162, 292, 1075, 1589, 2238, 588, 592, 352, 1384, 2026, 884, 245, 1785, 1663)->[(4-2*r5), 0, (3-1*r5), (1-1*r5)]
(765, 1161, 2059, 140, 2060, 1422, 1696, 2084, 47, 2223, 2236, 584, 2376, 330, 1995, 1107, 253, 1777, 1401, 2301)->[(3-1*r5), (-4+2*r5), 0, (-1+1*r5)]
(2065, 2322, 1823, 1064, 1324, 947, 2355, 1974, 1975, 65, 2119, 1997, 2381, 1616, 470, 983, 728, 220, 109, 1783)->[(1-1*r5), (-4+2*r5), (-3+1*r5), 0]
(2180, 1671, 1931, 524, 528, 1553, 1173, 1558, 408, 280, 42, 558, 1972, 194, 1987, 842, 78, 849, 876, 2039)->[0, (-1+1*r5), (-3+1*r5), (4-2*r5)]
(1932, 786, 1554, 2041, 1565, 680, 313, 331, 2000, 466, 1624, 1240, 730, 2013, 864, 2147, 1259, 1397, 1654, 1273)->[(1-1*r5), (4-2*r5), (3-1*r5), 0]
(891, 645, 908, 19, 406, 287, 180, 1844, 2365, 2111, 848, 2129, 2012, 1118, 1249, 743, 1004, 628, 759, 1915)->[(3-1*r5), (-1+1*r5), (4-2*r5), 0]
(1, 915, 25, 548, 1448, 170, 1208, 962, 2377, 851, 1364, 731, 1885, 2155, 755, 1140, 885, 2293, 1015, 1786)->[(-1+1*r5), 0, (4-2*r5), (3-1*r5)]
(261, 525, 655, 1171, 168, 808, 683, 2351, 1214, 960, 1856, 1992, 2248, 1871, 1368, 1627, 741, 882, 883, 756)->[(3-1*r5), (-4+2*r5), 0, (1-1*r5)]
(278, 157, 2352, 1329, 697, 1471, 321, 201, 1867, 717, 1747, 1375, 992, 101, 620, 242, 2162, 117, 250, 1662)->[(3-1*r5), (-3+1*r5), (-3+1*r5), (3-1*r5)]
(904, 1933, 674, 1446, 936, 938, 1456, 2364, 831, 1745, 1495, 483, 104, 1642, 2156, 1775, 1780, 2164, 630, 2165)->[(-3+1*r5), (3-1*r5), (3-1*r5), (3-1*r5)]
(2176, 1031, 398, 1814, 23, 2202, 1306, 285, 2337, 1582, 315, 2369, 589, 464, 2132, 2390, 215, 2270, 2158, 889)->[0, (-4+2*r5), (1-1*r5), (3-1*r5)]
(1922, 778, 906, 2323, 1175, 2208, 2350, 1843, 1464, 956, 191, 196, 1860, 326, 1485, 91, 1887, 618, 1007, 116)->[0, 0, (6-2*r5), 0]
(640, 1792, 517, 1164, 1818, 1052, 686, 1333, 1336, 2109, 702, 446, 2253, 595, 1497, 217, 1511, 2157, 1266, 1523)->[(6-2*r5), 0, 0, 0]
(271, 150, 1053, 1573, 295, 46, 176, 949, 1723, 1599, 1476, 1735, 1361, 341, 103, 744, 366, 244, 373, 1021)->[(-3+1*r5), (3-1*r5), (3-1*r5), (-3+1*r5)]
(2183, 277, 670, 2079, 33, 1193, 182, 2232, 1217, 1478, 1610, 719, 733, 1631, 1503, 1129, 2284, 1400, 636, 382)->[(1-1*r5), (3-1*r5), 0, (4-2*r5)]
(772, 1166, 143, 1819, 1821, 1701, 1194, 173, 1966, 689, 1332, 1465, 1602, 1732, 333, 1363, 610, 1894, 1012, 1019)->[(3-1*r5), (3-1*r5), (3-1*r5), (3-1*r5)]
(1289, 1546, 1293, 142, 1560, 1704, 171, 434, 1724, 1340, 705, 1612, 1104, 726, 1625, 2141, 2149, 750, 631, 1022)->[0, (-4+2*r5), (-1+1*r5), (-3+1*r5)]
(1808, 274, 534, 2076, 1181, 1698, 1060, 562, 948, 694, 1846, 200, 2002, 2399, 736, 1507, 612, 1768, 248, 2047)->[0, (4-2*r5), (1-1*r5), (3-1*r5)]
(129, 1157, 1417, 1675, 1167, 417, 419, 547, 425, 1715, 2357, 1079, 1216, 1607, 1863, 591, 84, 344, 1241, 1383)->[(3-1*r5), (3-1*r5), (3-1*r5), (-3+1*r5)]
(260, 1668, 902, 2062, 1041, 2324, 1957, 1578, 2224, 1207, 1218, 1482, 1357, 2130, 1759, 2020, 1256, 108, 1910, 506)->[(-3+1*r5), (-3+1*r5), (3-1*r5), (3-1*r5)]
(1800, 1421, 913, 1555, 925, 2340, 822, 953, 1468, 843, 2252, 207, 1750, 857, 1755, 485, 1385, 622, 1404, 1535)->[(-1+1*r5), (4-2*r5), (3-1*r5), 0]
(641, 1539, 647, 795, 1949, 34, 825, 1594, 1338, 968, 713, 1611, 853, 2264, 1762, 2146, 999, 1388, 1532, 1277)->[(-4+2*r5), 0, (3-1*r5), (1-1*r5)]
(2049, 1032, 12, 1807, 1430, 2336, 1061, 1580, 1326, 1200, 437, 1734, 585, 2380, 2255, 1247, 2152, 111, 638, 767)->[(-3+1*r5), (4-2*r5), 0, (-1+1*r5)]
(257, 1426, 22, 1432, 410, 1695, 804, 1575, 556, 1708, 2093, 435, 199, 1609, 990, 867, 1382, 491, 1518, 760)->[(4-2*r5), (-1+1*r5), 0, (-3+1*r5)]
(3, 644, 1285, 1036, 1303, 1832, 2219, 2353, 564, 1335, 571, 317, 1343, 327, 715, 727, 988, 480, 2036, 637)->[(1-1*r5), 0, (4-2*r5), (-3+1*r5)]
(1431, 1179, 544, 2209, 166, 1318, 692, 1717, 695, 580, 1097, 2378, 1100, 1506, 873, 1769, 1897, 1135, 1141, 632)->[(-1+1*r5), (-3+1*r5), 0, (4-2*r5)]
(256, 6, 527, 2325, 928, 172, 2222, 2356, 1077, 700, 62, 963, 340, 2388, 2135, 359, 1258, 634, 1406, 383)->[0, (-3+1*r5), (4-2*r5), (1-1*r5)]
(1414, 911, 1039, 1178, 1826, 2343, 2095, 441, 2235, 1346, 1347, 969, 2256, 1874, 1620, 982, 1889, 356, 1001, 633)->[(-3+1*r5), (-3+1*r5), (-3+1*r5), (3-1*r5)]
(512, 900, 1927, 146, 1305, 1436, 933, 807, 693, 439, 1341, 838, 598, 2138, 1117, 1891, 2160, 370, 504, 639)->[(1-1*r5), 0, (-4+2*r5), (-3+1*r5)]
(2, 389, 2182, 523, 654, 1685, 920, 1435, 411, 802, 2086, 2096, 951, 1742, 81, 1753, 1243, 1124, 746, 1525)->[0, (3-1*r5), (4-2*r5), (-1+1*r5)]
(1664, 1281, 1288, 395, 1944, 542, 676, 1842, 436, 1603, 454, 1621, 1629, 353, 1123, 749, 1263, 1647, 119, 890)->[0, (4-2*r5), (-1+1*r5), (-3+1*r5)]
(1025, 2310, 2066, 1047, 1315, 1572, 1190, 1068, 2221, 943, 1714, 1486, 335, 1490, 2014, 481, 226, 1649, 1909, 1145)->[(-4+2*r5), (1-1*r5), 0, (-3+1*r5)]
(1794, 2308, 1806, 1192, 49, 1074, 1078, 2358, 1088, 193, 835, 458, 2134, 2265, 1886, 2021, 1514, 1264, 375, 2169)->[(3-1*r5), (-3+1*r5), (-3+1*r5), (-3+1*r5)]
(2053, 2057, 2189, 1678, 2321, 1428, 1563, 1441, 2211, 1189, 2360, 2116, 581, 855, 1242, 1758, 862, 1892, 2166, 505)->[0, (1-1*r5), (-3+1*r5), (-4+2*r5)]
(1286, 155, 796, 1440, 803, 41, 1707, 560, 1733, 2118, 1225, 978, 1876, 602, 1371, 1380, 1908, 1658, 2172, 2302)->[0, 0, (-6+2*r5), 0]
(2313, 522, 1930, 16, 1822, 1569, 1841, 690, 1458, 1971, 566, 961, 67, 1354, 2250, 974, 1746, 471, 1112, 1640)->[(-3+1*r5), (4-2*r5), 0, (1-1*r5)]
(1802, 148, 919, 1327, 2099, 1977, 1854, 1089, 66, 455, 1608, 1993, 1356, 1358, 2128, 2140, 2148, 627, 1271, 2171)->[(3-1*r5), (1-1*r5), (-4+2*r5), 0]
(396, 532, 1943, 798, 554, 1836, 944, 1460, 958, 64, 2243, 205, 1744, 2257, 1622, 2395, 221, 1513, 2043, 1534)->[(4-2*r5), 0, (-3+1*r5), (-1+1*r5)]
(402, 20, 1561, 797, 286, 929, 1057, 684, 1588, 1337, 1596, 1604, 83, 212, 1236, 1496, 609, 747, 1014, 377)->[0, 0, 0, (6-2*r5)]
(386, 2064, 1691, 1692, 668, 939, 300, 817, 1973, 2234, 2366, 1345, 844, 594, 2387, 861, 2144, 2286, 626, 758)->[0, (-3+1*r5), (4-2*r5), (-1+1*r5)]
