(1439, 780, 2030, 2389, 1273, 1471)->[(3+1*r5), 2, (-3+1*r5), -4]
(865, 1473, 2050, 1772, 2001, 501)->[(-3+1*r5), (-2-2*r5), (-1+1*r5), -2]
(1476, 1572, 230, 1383, 1079, 856)->[-2, (0-2*r5), -2, (0+2*r5)]
(1994, 1038, 1295, 954, 92, 1599)->[(-1+1*r5), (-1-1*r5), 4, (0-2*r5)]
(488, 1033, 1164, 307, 1078, 2233)->[4, 2, (3+1*r5), (-3+1*r5)]
(2337, 624, 784, 2194, 1176, 1343)->[6, 0, (-1-1*r5), (1-1*r5)]
(523, 1455, 690, 759, 505, 379)->[(-3-1*r5), (-1-1*r5), (-2+2*r5), -2]
(1570, 904, 1802, 1907, 2293, 2365)->[(0+2*r5), (-1-1*r5), (1-1*r5), -4]
(545, 1021, 1970, 1042, 2164, 1597)->[-4, (1-1*r5), (1+1*r5), (0+2*r5)]
(928, 163, 850, 1716, 536, 2266)->[2, (0+2*r5), -2, (0-2*r5)]
(2115, 1446, 1742, 499, 181, 249)->[(1+1*r5), (2-2*r5), (3+1*r5), 2]
(1411, 967, 1937, 2362, 1499, 543)->[0, (1-1*r5), (-1-1*r5), -6]
(2214, 683, 1550, 1713, 2328, 2331)->[(3+1*r5), (1+1*r5), (2-2*r5), -2]
(1763, 1188, 1097, 2094, 1871, 471)->[2, 4, (3-1*r5), (-3-1*r5)]
(1861, 840, 617, 1768, 2123, 157)->[(-2+2*r5), (3+1*r5), (1+1*r5), 2]
(1761, 581, 1299, 2174, 988, 1022)->[0, (0-2*r5), (3+1*r5), (-3+1*r5)]
(1504, 1794, 2221, 1009, 2200, 1721)->[-2, (-3+1*r5), (1-1*r5), (-2-2*r5)]
(931, 1959, 364, 1517, 785, 1980)->[(0-2*r5), (-1+1*r5), 4, (1+1*r5)]
(994, 456, 680, 1608, 653, 634)->[(1-1*r5), (-3+1*r5), (2+2*r5), -2]
(2116, 870, 390, 2092, 142, 957)->[(1-1*r5), 2, (-3+1*r5), (-2-2*r5)]
(1923, 145, 1237, 54, 477, 1150)->[6, (1-1*r5), 0, (1+1*r5)]
(802, 2083, 1157, 2011, 186, 91)->[(-1-1*r5), 6, 0, (1-1*r5)]
(1443, 1189, 267, 1836, 1524, 1912)->[(-1+1*r5), (-3+1*r5), (-2-2*r5), -2]
(2212, 1990, 2127, 595, 1596, 95)->[(-3+1*r5), -4, (-3-1*r5), 2]
(609, 101, 2053, 204, 951, 1530)->[(-2-2*r5), -2, (1-1*r5), (3-1*r5)]
(1511, 916, 2102, 2008, 124, 1502)->[(-1-1*r5), -4, (1-1*r5), (0-2*r5)]
(744, 2153, 1450, 556, 338, 2068)->[(1+1*r5), (0+2*r5), -4, (1-1*r5)]
(417, 840, 1133, 695, 157, 1183)->[2, (3+1*r5), (-2+2*r5), (1+1*r5)]
(516, 2246, 814, 1782, 950, 1816)->[(-3+1*r5), (-1+1*r5), -2, (2+2*r5)]
(966, 1702, 266, 691, 439, 1432)->[6, 0, (-1-1*r5), (-1+1*r5)]
(2176, 1765, 2346, 1781, 889, 191)->[2, (-3-1*r5), 4, (-3+1*r5)]
(1189, 1735, 267, 786, 2169, 60)->[2, -2, -6, -2]
(1027, 1900, 246, 827, 476, 1854)->[-4, (3-1*r5), 2, (3+1*r5)]
(514, 138, 1290, 942, 368, 274)->[2, (-1+1*r5), (-2-2*r5), (-3+1*r5)]
(2144, 484, 2374, 1387, 1493, 277)->[(2-2*r5), 0, (2+2*r5), 0]
(708, 2374, 242, 1749, 1493, 1151)->[(-1-1*r5), (1-1*r5), 6, 0]
(2337, 2219, 269, 1486, 2131, 1343)->[(3+1*r5), 0, (0-2*r5), (-3+1*r5)]
(2373, 1127, 1998, 661, 470, 638)->[-2, 6, 2, -2]
(1285, 1061, 1740, 2124, 948, 1620)->[-4, (0+2*r5), (-1+1*r5), (1+1*r5)]
(1440, 1355, 556, 2068, 1338, 2235)->[4, 4, -4, 0]
(2372, 1710, 2197, 1849, 2238, 2206)->[4, (3+1*r5), (3-1*r5), -2]
(291, 387, 421, 1039, 1814, 2326)->[(1-1*r5), -4, (0+2*r5), (1+1*r5)]
(35, 195, 1358, 1043, 1492, 1213)->[(-1-1*r5), 4, (-1+1*r5), (0-2*r5)]
(1221, 2309, 2095, 83, 797, 926)->[-2, (3+1*r5), (-2+2*r5), (1+1*r5)]
(774, 1898, 907, 1077, 2171, 414)->[(-3+1*r5), -2, 4, (-3-1*r5)]
(1603, 356, 2000, 2225, 2002, 1490)->[-4, (-3-1*r5), (3-1*r5), -2]
(611, 903, 807, 50, 1330, 500)->[(0+2*r5), 0, (3-1*r5), (-3-1*r5)]
(2341, 906, 1866, 461, 2388, 1462)->[(2-2*r5), 0, 0, (2+2*r5)]
(1798, 1929, 1488, 1014, 1501, 1662)->[0, (0+2*r5), (-3-1*r5), (3-1*r5)]
(1089, 1134, 79, 151, 2108, 159)->[2, 4, (-3+1*r5), (3+1*r5)]
(489, 585, 1451, 80, 1777, 1148)->[-2, (0-2*r5), (0-2*r5), -2]
(1284, 614, 2120, 9, 1373, 1535)->[(3-1*r5), (-3-1*r5), (0-2*r5), 0]
(97, 102, 262, 2157, 1678, 793)->[4, (1-1*r5), (1+1*r5), (0-2*r5)]
(2340, 1322, 1263, 1071, 2003, 2196)->[(3-1*r5), (2+2*r5), (-1+1*r5), -2]
(2209, 841, 2284, 1909, 1045, 2239)->[(-3+1*r5), (0+2*r5), 0, (-3-1*r5)]
(1476, 1572, 1034, 2061, 1487, 666)->[(2-2*r5), (-1-1*r5), -2, (3+1*r5)]
(1160, 1930, 1774, 275, 2360, 1500)->[(-2+2*r5), (3+1*r5), (1+1*r5), -2]
(576, 1267, 118, 1878, 185, 1503)->[(1+1*r5), (-3-1*r5), 2, (-2+2*r5)]
(2114, 1163, 940, 2034, 1683, 310)->[(3-1*r5), (-3-1*r5), -2, 4]
(678, 553, 1328, 792, 441, 1276)->[(-3+1*r5), 2, 4, (-3-1*r5)]
(2181, 1765, 2279, 2158, 1781, 57)->[2, (0-2*r5), (0+2*r5), -2]
(1991, 170, 2380, 1842, 1016, 1498)->[-6, (1+1*r5), (-1+1*r5), 0]
(544, 1440, 1338, 981, 2229, 122)->[(1+1*r5), (0+2*r5), -4, (-1+1*r5)]
(1511, 1415, 969, 2033, 916, 2265)->[(2-2*r5), (-1-1*r5), -2, (-3-1*r5)]
(1986, 2243, 968, 1261, 657, 503)->[-2, -2, -6, 2]
(2056, 925, 125, 2139, 1852, 2077)->[(-2+2*r5), (1+1*r5), 2, (3+1*r5)]
(1859, 1902, 1785, 534, 1497, 2047)->[(2+2*r5), -2, (-1+1*r5), (3-1*r5)]
(1668, 1803, 242, 1749, 475, 766)->[(0-2*r5), (-3+1*r5), (3+1*r5), 0]
(1985, 1380, 1031, 1454, 2134, 1210)->[(3-1*r5), (0-2*r5), 0, (-3-1*r5)]
(577, 999, 2218, 1036, 1652, 1685)->[(0+2*r5), (-3-1*r5), 0, (-3+1*r5)]
(1991, 170, 15, 1844, 1621, 1399)->[(-2-2*r5), 2, (-1+1*r5), (-3+1*r5)]
(2147, 744, 1800, 1450, 1993, 693)->[2, (3+1*r5), -4, (-3+1*r5)]
(514, 3, 1290, 717, 861, 1406)->[(-2+2*r5), 0, (-2-2*r5), 0]
(800, 1442, 1763, 135, 471, 1566)->[2, (0+2*r5), 2, (0-2*r5)]
(736, 2254, 626, 23, 1495, 1367)->[(-3-1*r5), (-2+2*r5), 2, (1+1*r5)]
(163, 228, 1926, 850, 2199, 2364)->[(-2+2*r5), (1+1*r5), -2, (-3-1*r5)]
(905, 811, 236, 1904, 1084, 1695)->[(-1+1*r5), -4, (0-2*r5), (1+1*r5)]
(1250, 2317, 366, 1688, 1115, 1436)->[-2, (3+1*r5), -4, (-3+1*r5)]
(836, 358, 172, 1456, 2010, 1757)->[(2+2*r5), (-1+1*r5), (3-1*r5), 2]
(1508, 2251, 1133, 2350, 695, 479)->[(3-1*r5), (3+1*r5), 2, 4]
(103, 688, 945, 2040, 601, 30)->[2, (0-2*r5), 2, (0+2*r5)]
(1318, 271, 240, 1360, 1682, 1915)->[(3-1*r5), (0-2*r5), 0, (3+1*r5)]
(2152, 1458, 1205, 1750, 2230, 1594)->[(2-2*r5), (1+1*r5), -2, (3+1*r5)]
(1793, 70, 1102, 1457, 1110, 828)->[(-3-1*r5), 2, (-1-1*r5), (2-2*r5)]
(323, 774, 1969, 722, 1239, 2171)->[-2, -2, (0+2*r5), (0-2*r5)]
(483, 965, 886, 887, 2397, 1309)->[(0+2*r5), 0, (-3+1*r5), (3+1*r5)]
(235, 1707, 1622, 1527, 794, 220)->[(3-1*r5), (1-1*r5), -2, (2+2*r5)]
(619, 1758, 752, 1680, 306, 1470)->[(2-2*r5), (-1-1*r5), 2, (-3-1*r5)]
(2381, 308, 1461, 312, 826, 1565)->[(-3+1*r5), (-3-1*r5), 2, -4]
(555, 2028, 622, 206, 538, 1050)->[(3+1*r5), 4, -2, (3-1*r5)]
(739, 2278, 1644, 1880, 764, 2111)->[(2-2*r5), (3+1*r5), (-1-1*r5), 2]
(2049, 964, 645, 298, 557, 953)->[(0-2*r5), 2, -2, (0-2*r5)]
(516, 1286, 169, 814, 2037, 639)->[(3-1*r5), (-1+1*r5), -2, (2+2*r5)]
(1222, 6, 2220, 1175, 409, 703)->[(-1-1*r5), 0, (-1+1*r5), -6]
(1012, 990, 2231, 1208, 698, 2110)->[(-1+1*r5), (1+1*r5), -4, (0-2*r5)]
(71, 104, 398, 976, 147, 437)->[2, (-3+1*r5), (-1+1*r5), (2+2*r5)]
(672, 1538, 105, 2186, 720, 248)->[6, 0, (1+1*r5), (1-1*r5)]
(1152, 458, 1585, 370, 440, 158)->[-4, (1-1*r5), (1+1*r5), (0-2*r5)]
(2275, 965, 268, 1010, 2263, 2397)->[4, (-3+1*r5), -2, (3+1*r5)]
(416, 1485, 2290, 1531, 1660, 1821)->[(-3-1*r5), (-3+1*r5), 0, (0-2*r5)]
(2048, 1125, 851, 1019, 509, 2207)->[(-3+1*r5), (-2-2*r5), (-1+1*r5), 2]
(547, 517, 1774, 1650, 275, 445)->[2, (3+1*r5), 4, (-3+1*r5)]
(422, 2059, 237, 846, 305, 2015)->[6, 2, -2, 2]
(2339, 1961, 1072, 1458, 1594, 1407)->[-2, (0+2*r5), -2, (0+2*r5)]
(832, 1002, 502, 311, 1400, 1755)->[-4, -4, -4, 0]
(586, 144, 791, 2232, 857, 1884)->[0, (-3+1*r5), (0+2*r5), (3+1*r5)]
(449, 961, 2375, 1107, 1686, 700)->[(-1-1*r5), 6, 0, (-1+1*r5)]
(1285, 486, 1740, 526, 1107, 1686)->[-4, (3+1*r5), (3-1*r5), 2]
(2052, 2319, 1524, 1912, 2043, 1020)->[(-1+1*r5), 0, -6, (-1-1*r5)]
(2242, 292, 1958, 1041, 1981, 1215)->[-4, 2, (-3-1*r5), (3-1*r5)]
(1058, 2056, 14, 1139, 2036, 1852)->[(1+1*r5), 4, (-1+1*r5), (0+2*r5)]
(2, 4, 458, 1837, 1585, 1374)->[(0-2*r5), -2, 2, (0-2*r5)]
(2341, 2246, 1866, 950, 1465, 221)->[-2, (3-1*r5), (1-1*r5), (2+2*r5)]
(96, 867, 1317, 2118, 1114, 1211)->[(0-2*r5), 4, (1+1*r5), (-1+1*r5)]
(2054, 113, 145, 1140, 1237, 924)->[(2+2*r5), (1-1*r5), (-3+1*r5), 2]
(1122, 138, 1836, 2319, 368, 1524)->[(-1+1*r5), (3-1*r5), (-2-2*r5), -2]
(2335, 1451, 1999, 1653, 1148, 1791)->[(1-1*r5), -4, (0-2*r5), (-1-1*r5)]
(1344, 1952, 1506, 932, 2253, 787)->[-2, (0+2*r5), -2, (0-2*r5)]
(896, 1873, 2098, 341, 376, 2204)->[2, (0-2*r5), (0-2*r5), -2]
(457, 812, 205, 1804, 1434, 890)->[2, (2+2*r5), (3-1*r5), (-1+1*r5)]
(450, 1318, 429, 1682, 2070, 1113)->[0, (-3-1*r5), (3-1*r5), (0+2*r5)]
(2088, 2381, 2394, 629, 1818, 1565)->[-2, (-3-1*r5), (-2+2*r5), (-1-1*r5)]
(1025, 2213, 2344, 781, 55, 1944)->[(3-1*r5), -2, (2+2*r5), (-1+1*r5)]
(577, 100, 2277, 1775, 1685, 1692)->[4, (-3-1*r5), (-3+1*r5), -2]
(146, 1332, 1845, 565, 1876, 282)->[(1-1*r5), (-1-1*r5), 0, 6]
(1670, 487, 2382, 1883, 188, 2366)->[-2, (2-2*r5), (1+1*r5), (3+1*r5)]
(1412, 295, 1230, 2256, 1562, 1054)->[(1+1*r5), (2-2*r5), (3+1*r5), -2]
(2277, 1645, 1775, 1907, 1075, 2293)->[4, (0-2*r5), (1-1*r5), (-1-1*r5)]
(2017, 1505, 581, 1435, 1308, 2174)->[(-3+1*r5), -4, (3+1*r5), -2]
(2149, 552, 1684, 1333, 566, 446)->[(0+2*r5), -4, (1+1*r5), (-1+1*r5)]
(1603, 1455, 690, 1490, 1141, 351)->[(0-2*r5), (0-2*r5), 2, -2]
(902, 1832, 975, 1785, 663, 1497)->[(2+2*r5), (-3+1*r5), 2, (-1+1*r5)]
(772, 1092, 1258, 2330, 2139, 125)->[(1+1*r5), 2, (-2+2*r5), (3+1*r5)]
(1185, 485, 2021, 1847, 1755, 311)->[-4, (-1-1*r5), (0-2*r5), (-1+1*r5)]
(1060, 454, 1417, 1973, 1882, 1979)->[(3+1*r5), (0+2*r5), (3-1*r5), 0]
(737, 2209, 1188, 682, 2094, 2239)->[(3-1*r5), (0+2*r5), 0, (-3-1*r5)]
(1863, 1932, 301, 1964, 1112, 315)->[(1-1*r5), 4, (0-2*r5), (1+1*r5)]
(321, 1698, 579, 1676, 1165, 630)->[(-3-1*r5), -4, -2, (-3+1*r5)]
(196, 996, 1291, 369, 888, 2142)->[0, (1+1*r5), 6, (1-1*r5)]
(2112, 1673, 1009, 1142, 2200, 2107)->[(1-1*r5), -2, (-3+1*r5), (-2-2*r5)]
(768, 678, 582, 1276, 2078, 1311)->[(1-1*r5), (1+1*r5), 4, (0-2*r5)]
(385, 1700, 231, 808, 1169, 149)->[(-3-1*r5), -2, (-1-1*r5), (2-2*r5)]
(322, 624, 784, 1906, 2065, 2261)->[(2+2*r5), (-3+1*r5), -2, (1-1*r5)]
(2081, 1858, 1132, 1936, 2267, 1180)->[(1+1*r5), (1-1*r5), (0+2*r5), 4]
(1603, 2225, 629, 2394, 635, 351)->[(-1-1*r5), (-3-1*r5), 2, (2-2*r5)]
(1926, 1097, 682, 2094, 850, 536)->[2, 4, (-3+1*r5), (-3-1*r5)]
(612, 389, 2125, 1425, 631, 1853)->[(-3-1*r5), (2-2*r5), 2, (1+1*r5)]
(968, 650, 43, 1261, 1840, 1874)->[(-3+1*r5), -2, (-2-2*r5), (-1+1*r5)]
(583, 1640, 2093, 1710, 2197, 696)->[(0+2*r5), (0+2*r5), 2, -2]
(486, 177, 1686, 2039, 2264, 700)->[(0-2*r5), (3+1*r5), 0, (3-1*r5)]
(520, 1166, 719, 658, 438, 602)->[(-1-1*r5), (-1+1*r5), (0-2*r5), 4]
(264, 1546, 428, 2286, 2135, 1052)->[(-1-1*r5), (0+2*r5), 4, (1-1*r5)]
(645, 557, 1618, 1011, 2226, 2038)->[-4, (-1+1*r5), (-1-1*r5), (0-2*r5)]
(552, 874, 2066, 566, 24, 2074)->[4, -4, 4, 0]
(2273, 1348, 133, 81, 1905, 1631)->[-2, (-3-1*r5), 4, (3-1*r5)]
(1102, 1614, 1457, 1365, 121, 1017)->[(-3-1*r5), (1+1*r5), (2-2*r5), -2]
(2080, 1256, 2248, 1419, 570, 62)->[4, 2, (-3-1*r5), (3-1*r5)]
(1472, 1121, 1575, 2257, 1394, 1655)->[(-1+1*r5), (-2-2*r5), 2, (3-1*r5)]
(1217, 1730, 228, 2379, 1170, 2199)->[2, 2, -2, -6]
(384, 1892, 1836, 2319, 1912, 1469)->[0, 0, (-2-2*r5), (2-2*r5)]
(1636, 170, 212, 1621, 1016, 1051)->[(-2-2*r5), (-2+2*r5), 0, 0]
(903, 807, 302, 1968, 2389, 1439)->[(3+1*r5), (3-1*r5), 0, (0-2*r5)]
(1254, 1289, 1385, 2128, 1971, 1116)->[(3+1*r5), (3-1*r5), 4, 2]
(192, 2348, 592, 1137, 347, 1375)->[-2, 2, -6, -2]
(98, 2307, 1029, 2258, 115, 1302)->[2, (0-2*r5), -2, (0-2*r5)]
(1600, 2029, 1741, 2127, 1136, 95)->[-2, (0-2*r5), (0-2*r5), 2]
(1414, 550, 522, 2060, 1938, 245)->[-2, 2, 6, -2]
(1024, 1760, 1424, 1111, 1560, 1369)->[(-1-1*r5), (2-2*r5), (3+1*r5), 2]
(334, 1391, 83, 1086, 2173, 926)->[(2-2*r5), (3+1*r5), (1+1*r5), 2]
(1187, 362, 1200, 2129, 1651, 1179)->[2, (0-2*r5), (0+2*r5), 2]
(160, 1094, 2323, 411, 829, 671)->[(-2-2*r5), (-1+1*r5), (-3+1*r5), 2]
(10, 1162, 76, 1547, 858, 1275)->[-2, 2, (0+2*r5), (0+2*r5)]
(1093, 2382, 912, 373, 1658, 188)->[-2, -2, (0+2*r5), (0+2*r5)]
(1185, 1986, 1719, 1847, 503, 343)->[(-1-1*r5), (2-2*r5), (-3-1*r5), 2]
(2360, 547, 1296, 275, 1784, 2399)->[(1+1*r5), (0+2*r5), 4, (1-1*r5)]
(1449, 1070, 1402, 112, 537, 1146)->[(1+1*r5), (2-2*r5), (-3-1*r5), 2]
(774, 1898, 1969, 306, 243, 1470)->[-2, (2-2*r5), (1+1*r5), (-3-1*r5)]
(198, 998, 712, 1767, 1327, 1533)->[(0-2*r5), (1-1*r5), -4, (1+1*r5)]
(610, 332, 531, 1171, 1820, 1887)->[2, 2, 6, 2]
(649, 1227, 1420, 1012, 698, 1404)->[(-1+1*r5), 4, (0-2*r5), (-1-1*r5)]
(2048, 2085, 851, 884, 860, 126)->[0, (-2-2*r5), 0, (-2+2*r5)]
(503, 2212, 2243, 2029, 2127, 1719)->[-2, (-1-1*r5), (-3-1*r5), (-2+2*r5)]
(580, 616, 272, 432, 852, 533)->[(-1+1*r5), (-3+1*r5), (-2-2*r5), 2]
(1318, 429, 336, 1360, 1876, 1845)->[(-3+1*r5), (0-2*r5), 0, (3+1*r5)]
(1379, 2344, 2188, 781, 1489, 342)->[2, (1-1*r5), (2+2*r5), (3-1*r5)]
(1569, 647, 1203, 1396, 2259, 1759)->[-6, (-1+1*r5), 0, (-1-1*r5)]
(2304, 420, 938, 618, 1236, 830)->[(1+1*r5), 2, (2-2*r5), (3+1*r5)]
(1446, 1835, 1742, 1103, 1082, 127)->[(0+2*r5), -2, (0+2*r5), 2]
(2272, 196, 2378, 1291, 1300, 1044)->[(3-1*r5), 2, (2+2*r5), (1-1*r5)]
(1828, 1005, 685, 1167, 18, 504)->[(3-1*r5), 4, (3+1*r5), 2]
(868, 2316, 592, 1137, 403, 2137)->[(-1-1*r5), (-2+2*r5), (-3-1*r5), -2]
(803, 200, 269, 1486, 1712, 757)->[(0+2*r5), (-3+1*r5), (-3-1*r5), 0]
(2240, 193, 1858, 1835, 1180, 127)->[(0+2*r5), (1-1*r5), 4, (1+1*r5)]
(389, 1425, 1042, 2164, 569, 607)->[(0-2*r5), -2, 2, (0+2*r5)]
(1764, 75, 1580, 590, 923, 2332)->[(-1+1*r5), 4, (0+2*r5), (-1-1*r5)]
(44, 751, 658, 1427, 602, 1245)->[(0-2*r5), (-1+1*r5), -4, (1+1*r5)]
(2368, 1665, 232, 374, 1976, 2201)->[(3+1*r5), (2-2*r5), -2, (1+1*r5)]
(1864, 1485, 532, 1173, 1531, 1691)->[-6, (1-1*r5), 0, (-1-1*r5)]
(198, 998, 44, 438, 1431, 602)->[-4, 0, -4, 4]
(2146, 1131, 1358, 1492, 758, 2359)->[-4, (0+2*r5), (-1+1*r5), (-1-1*r5)]
(321, 2305, 579, 1381, 2100, 251)->[(0-2*r5), (0-2*r5), -2, -2]
(1894, 1482, 1773, 2255, 1372, 1119)->[(-2-2*r5), -2, (-1+1*r5), (3-1*r5)]
(481, 1933, 1037, 371, 2099, 1118)->[(3+1*r5), (1+1*r5), (-2+2*r5), 2]
(2183, 2186, 1778, 1910, 248, 1948)->[(3+1*r5), 0, (0+2*r5), (-3+1*r5)]
(738, 675, 1924, 1000, 86, 600)->[(-2+2*r5), (-1-1*r5), -2, (3+1*r5)]
(1376, 2, 1891, 4, 2155, 1143)->[(0-2*r5), (-1-1*r5), (-1+1*r5), -4]
(1799, 1867, 883, 822, 1018, 1787)->[(3-1*r5), -2, (2+2*r5), (1-1*r5)]
(1793, 70, 1129, 2321, 1011, 2038)->[(0-2*r5), (-1+1*r5), -4, (-1-1*r5)]
(1832, 1289, 1385, 1739, 12, 975)->[6, 0, (1+1*r5), (-1+1*r5)]
(1091, 199, 1235, 1428, 1780, 1334)->[(-2+2*r5), (-1-1*r5), 2, (-3-1*r5)]
(1730, 1201, 1170, 2392, 1401, 444)->[(3-1*r5), (-1+1*r5), -2, (-2-2*r5)]
(1474, 2343, 1576, 1577, 2217, 715)->[(-1+1*r5), (-1-1*r5), -4, (0-2*r5)]
(483, 1923, 1746, 887, 1433, 477)->[(3+1*r5), (-3+1*r5), 0, (0+2*r5)]
(867, 1317, 8, 428, 1972, 1052)->[-4, 4, 4, 0]
(2148, 1320, 1770, 1423, 662, 1528)->[(1+1*r5), (3+1*r5), -2, (2-2*r5)]
(1060, 1849, 1882, 1340, 2237, 2206)->[(0+2*r5), (3+1*r5), 0, (-3+1*r5)]
(800, 1160, 1930, 627, 1240, 1566)->[2, (3+1*r5), (-2+2*r5), (-1-1*r5)]
(1540, 1444, 15, 1399, 1754, 1242)->[(-2-2*r5), (3-1*r5), 2, (1-1*r5)]
(1537, 1927, 104, 976, 508, 253)->[(-2+2*r5), 0, 0, (2+2*r5)]
(355, 1734, 2219, 1069, 1176, 1343)->[(3+1*r5), (3-1*r5), -4, -2]
(416, 647, 2290, 2291, 1396, 664)->[(-3-1*r5), (3-1*r5), 0, (0-2*r5)]
(1508, 1226, 2251, 78, 911, 563)->[0, 6, (-1+1*r5), (1+1*r5)]
(2372, 1160, 1640, 627, 2197, 1500)->[(1+1*r5), (3+1*r5), 2, (2-2*r5)]
(962, 1667, 1668, 51, 150, 766)->[(0-2*r5), (3-1*r5), (3+1*r5), 0]
(902, 1832, 12, 2010, 1532, 1757)->[(2+2*r5), (3-1*r5), 2, (-1+1*r5)]
(585, 2190, 80, 2096, 1459, 539)->[-2, (-3-1*r5), -4, (-3+1*r5)]
(1255, 1642, 1804, 882, 375, 890)->[(-2+2*r5), (2+2*r5), 0, 0]
(1708, 2101, 853, 120, 1881, 2268)->[(2+2*r5), 0, 0, (2-2*r5)]
(641, 453, 1064, 1168, 1525, 728)->[(0+2*r5), (1-1*r5), -4, (-1-1*r5)]
(294, 1878, 184, 601, 30, 1503)->[2, (-3-1*r5), (-2+2*r5), (1+1*r5)]
(518, 2315, 2351, 1074, 56, 442)->[(-3+1*r5), -2, -4, (3+1*r5)]
(2113, 1448, 562, 435, 2227, 725)->[0, (-2+2*r5), (-2-2*r5), 0]
(768, 1696, 2023, 182, 2078, 670)->[(1-1*r5), 4, (0+2*r5), (-1-1*r5)]
(1696, 1414, 1520, 245, 2203, 670)->[-2, (1+1*r5), (3+1*r5), (2-2*r5)]
(2146, 1062, 1358, 2168, 2075, 1213)->[(0-2*r5), (1+1*r5), (-1+1*r5), -4]
(992, 100, 361, 1775, 1075, 85)->[(1+1*r5), (-3-1*r5), -2, (2-2*r5)]
(2022, 1203, 1817, 58, 1917, 1759)->[(-2-2*r5), (-1+1*r5), (-3+1*r5), -2]
(198, 712, 776, 789, 1431, 605)->[(-1-1*r5), (1-1*r5), (0-2*r5), 4]
(1348, 421, 208, 1905, 2005, 1814)->[-2, (0-2*r5), (0+2*r5), 2]
(1442, 1422, 1583, 399, 1871, 471)->[(1+1*r5), 4, (-1+1*r5), (0-2*r5)]
(1312, 2296, 599, 2198, 2039, 2264)->[(-3-1*r5), (0+2*r5), (-3+1*r5), 0]
(1218, 869, 1893, 1332, 565, 2271)->[(1-1*r5), -2, (-3+1*r5), (2+2*r5)]
(705, 1794, 1222, 2311, 2220, 1721)->[(2-2*r5), 0, 0, (-2-2*r5)]
(996, 1452, 434, 1202, 888, 540)->[0, (0+2*r5), (3+1*r5), (-3+1*r5)]
(192, 1416, 1928, 1526, 1307, 1375)->[-2, (-1+1*r5), (-2-2*r5), (-3+1*r5)]
(972, 1293, 463, 881, 596, 1397)->[(-1-1*r5), (-2+2*r5), (3+1*r5), 2]
(133, 1393, 216, 959, 2012, 1631)->[-2, (-3-1*r5), 4, (-3+1*r5)]
(843, 2347, 336, 1845, 282, 922)->[-2, -4, (3-1*r5), (3+1*r5)]
(2145, 971, 2027, 726, 892, 1278)->[2, (-3-1*r5), (-2+2*r5), (-1-1*r5)]
(1089, 290, 1134, 47, 1529, 762)->[(1+1*r5), 4, (1-1*r5), (0+2*r5)]
(2147, 744, 1423, 338, 662, 1630)->[(-2+2*r5), (3+1*r5), (-1-1*r5), -2]
(229, 838, 426, 1068, 983, 825)->[(1-1*r5), 0, -6, (1+1*r5)]
(1728, 835, 164, 1225, 2025, 1259)->[0, 0, (-2+2*r5), (-2-2*r5)]
(1, 1349, 806, 1159, 317, 733)->[(-1-1*r5), (1-1*r5), (0-2*r5), -4]
(1633, 1732, 1957, 199, 1235, 854)->[2, -2, 2, -6]
(1477, 296, 332, 1266, 1820, 1279)->[(1+1*r5), (-2+2*r5), (3+1*r5), 2]
(1129, 1610, 1257, 2314, 2226, 1011)->[(-1-1*r5), (-1+1*r5), (0-2*r5), -4]
(1536, 1920, 1154, 103, 184, 30)->[(-1+1*r5), (0-2*r5), (1+1*r5), 4]
(1824, 1282, 1516, 247, 568, 2143)->[(-2-2*r5), (3-1*r5), 2, (-1+1*r5)]
(2059, 622, 206, 496, 598, 2015)->[(3+1*r5), (1+1*r5), (2-2*r5), 2]
(1377, 1225, 2025, 1616, 26, 380)->[(-3+1*r5), (1-1*r5), 2, (-2-2*r5)]
(1792, 1857, 1707, 1613, 2130, 220)->[(-1+1*r5), -2, (-3+1*r5), (2+2*r5)]
(1664, 2208, 1446, 1103, 499, 94)->[4, -2, (3+1*r5), (3-1*r5)]
(835, 1574, 2025, 907, 1077, 26)->[0, (1-1*r5), (1+1*r5), -6]
(576, 1841, 1684, 1049, 185, 446)->[(0+2*r5), (0-2*r5), 2, 2]
(1348, 1192, 81, 978, 2005, 735)->[(2-2*r5), (-3-1*r5), (1+1*r5), 2]
(1057, 707, 2376, 53, 1752, 2170)->[(0+2*r5), -4, (-1-1*r5), (1-1*r5)]
(321, 1698, 1381, 134, 1002, 502)->[(0-2*r5), -4, (-1-1*r5), (1-1*r5)]
(739, 233, 1918, 724, 764, 350)->[-2, 6, -2, 2]
(578, 1831, 72, 333, 1108, 1174)->[(2+2*r5), 2, (1-1*r5), (-3+1*r5)]
(1605, 172, 1456, 2260, 1013, 1494)->[6, (-1+1*r5), 0, (1+1*r5)]
(2308, 2053, 1165, 621, 630, 1530)->[-6, (-1-1*r5), (1-1*r5), 0]
(1764, 1452, 49, 369, 888, 2332)->[(3-1*r5), 4, (3+1*r5), -2]
(832, 548, 134, 519, 1002, 335)->[-4, (-1-1*r5), (0-2*r5), (1-1*r5)]
(164, 1259, 45, 304, 1815, 286)->[(-3+1*r5), (-1+1*r5), 2, (-2-2*r5)]
(1220, 583, 1417, 1973, 696, 604)->[(3+1*r5), 4, 2, (-3+1*r5)]
(770, 299, 11, 2167, 1592, 29)->[6, 2, 2, -2]
