Face([7, 318, 117, 592, 397])
Face([312, 83, 548, 481, 366])
Face([351, 474, 306, 208, 420])
Face([45, 360, 499, 437, 552])
Face([10, 504, 189, 50, 443])
Face([63, 72, 454, 546, 335])
Face([235, 369, 66, 578, 162])
Face([89, 256, 171, 345, 142])
Face([521, 176, 402, 74, 148])
Face([2, 120, 75, 580, 361])
Face([524, 232, 136, 320, 281])
Face([402, 176, 487, 514, 449])
Face([107, 466, 171, 256, 540])
Face([283, 569, 304, 584, 212])
Face([385, 104, 59, 66, 49])
Face([113, 98, 572, 130, 319])
Face([344, 507, 269, 347, 382])
Face([40, 554, 530, 343, 239])
Face([283, 569, 129, 278, 317])
Face([553, 88, 423, 222, 396])
Face([586, 472, 293, 554, 530])
Face([32, 537, 598, 508, 327])
Face([388, 19, 553, 58, 85])
Face([302, 368, 539, 231, 518])
Face([81, 185, 39, 429, 511])
Face([4, 96, 524, 192, 432])
Face([38, 348, 535, 108, 383])
Face([307, 42, 400, 48, 242])
Face([400, 48, 533, 598, 508])
Face([566, 155, 486, 426, 95])
Face([473, 291, 349, 301, 334])
Face([11, 385, 291, 474, 351])
Face([491, 377, 207, 518, 231])
Face([84, 194, 241, 514, 487])
Face([29, 484, 163, 245, 549])
Face([380, 449, 514, 241, 403])
Face([74, 148, 98, 572, 562])
Face([66, 369, 510, 503, 59])
Face([199, 588, 55, 210, 589])
Face([453, 384, 502, 143, 214])
Face([459, 569, 129, 245, 238])
Face([277, 184, 115, 420, 208])
Face([399, 282, 499, 437, 276])
Face([0, 468, 464, 452, 532])
Face([93, 260, 173, 460, 119])
Face([21, 419, 531, 447, 451])
Face([254, 593, 516, 126, 287])
Face([18, 91, 162, 235, 125])
Face([298, 240, 352, 158, 311])
Face([32, 392, 238, 338, 537])
Face([113, 98, 513, 234, 557])
Face([55, 588, 328, 178, 413])
Face([361, 580, 427, 478, 79])
Face([451, 49, 66, 578, 447])
Face([74, 458, 266, 154, 562])
Face([402, 176, 406, 207, 518])
Face([477, 497, 129, 278, 431])
Face([164, 409, 401, 82, 37])
Face([435, 522, 3, 38, 52])
Face([333, 68, 401, 377, 207])
Face([243, 509, 456, 583, 374])
Face([392, 195, 286, 321, 215])
Face([67, 445, 418, 213, 151])
Face([32, 392, 215, 360, 499])
Face([467, 254, 593, 565, 135])
Face([346, 152, 304, 86, 229])
Face([329, 314, 460, 280, 324])
Face([361, 362, 57, 106, 79])
Face([8, 544, 568, 324, 329])
Face([364, 338, 537, 434, 542])
Face([573, 58, 85, 103, 309])
Face([27, 523, 227, 315, 398])
Face([26, 248, 416, 82, 566])
Face([365, 244, 574, 483, 87])
Face([233, 273, 234, 513, 373])
Face([164, 476, 330, 33, 37])
Face([157, 333, 207, 518, 302])
Face([90, 147, 220, 470, 390])
Face([378, 102, 411, 216, 303])
Face([424, 174, 381, 321, 286])
Face([53, 27, 398, 368, 237])
Face([560, 593, 516, 219, 591])
Face([54, 218, 60, 459, 498])
Face([426, 366, 481, 496, 259])
Face([594, 80, 127, 462, 395])
Face([12, 100, 551, 550, 412])
Face([140, 357, 421, 456, 583])
Face([69, 465, 142, 336, 407])
Face([53, 27, 367, 575, 203])
Face([25, 272, 350, 115, 279])
Face([383, 108, 597, 160, 196])
Face([119, 293, 197, 439, 150])
Face([271, 173, 460, 280, 422])
Face([39, 185, 149, 341, 138])
Face([183, 187, 249, 287, 126])
Face([82, 416, 436, 377, 401])
Face([42, 226, 463, 214, 143])
Face([66, 578, 415, 188, 59])
Face([17, 236, 216, 411, 101])
Face([483, 465, 69, 405, 87])
Face([520, 110, 186, 322, 206])
Face([63, 332, 466, 171, 335])
Face([54, 218, 355, 205, 490])
Face([223, 106, 184, 277, 5])
Face([43, 274, 454, 212, 283])
Face([352, 219, 591, 306, 428])
Face([586, 472, 44, 370, 505])
Face([582, 99, 149, 341, 139])
Face([438, 200, 447, 531, 442])
Face([59, 104, 394, 225, 503])
Face([20, 210, 55, 413, 76])
Face([193, 192, 524, 232, 495])
Face([72, 105, 584, 212, 454])
Face([503, 470, 393, 169, 510])
Face([271, 501, 134, 275, 422])
Face([9, 14, 453, 529, 519])
Face([535, 568, 324, 597, 108])
Face([432, 192, 565, 135, 587])
Face([9, 289, 262, 294, 14])
Face([557, 440, 442, 273, 234])
Face([435, 507, 88, 423, 52])
Face([41, 502, 326, 375, 47])
Face([113, 557, 440, 295, 319])
Face([46, 177, 95, 68, 333])
Face([246, 224, 345, 142, 465])
Face([400, 48, 391, 315, 227])
Face([34, 81, 153, 466, 107])
Face([375, 326, 585, 530, 343])
Face([35, 182, 441, 165, 477])
Face([114, 208, 306, 428, 525])
Face([582, 99, 34, 461, 372])
Face([5, 570, 255, 287, 254])
Face([74, 458, 380, 449, 402])
Face([43, 283, 569, 459, 60])
