(0, 518, 135, 140, 524, 400, 530, 19, 408, 414, 160, 565, 54, 61, 192, 324, 207, 338, 212, 352, 360, 491, 510, 127)->[2*r2, 2*r2, -4, 0]
(262, 263, 269, 145, 410, 26, 541, 419, 569, 189, 320, 327, 343, 88, 476, 222, 97, 356, 490, 367, 496, 501, 507, 381)->[2*r2, 2*r2, 4, 0]
(264, 12, 526, 147, 159, 287, 162, 292, 423, 299, 438, 63, 67, 451, 330, 75, 460, 463, 471, 105, 107, 373, 123, 126)->[0, 0, -4, 4]
(513, 514, 4, 136, 142, 528, 280, 157, 290, 424, 560, 564, 53, 570, 60, 446, 575, 74, 77, 224, 357, 106, 122, 254)->[-2*r2, 2*r2, 4, 0]
(519, 393, 521, 268, 398, 406, 535, 29, 293, 427, 46, 305, 561, 313, 57, 69, 454, 200, 332, 91, 93, 94, 117, 377)->[-2*r2, 2*r2, 0, 4]
(259, 523, 13, 151, 285, 163, 420, 551, 431, 566, 445, 203, 78, 342, 92, 479, 100, 229, 110, 238, 366, 370, 252, 382)->[0, 4*r2, 0, 0]
(384, 388, 391, 14, 413, 298, 300, 47, 52, 567, 62, 191, 321, 208, 473, 480, 482, 236, 493, 111, 239, 498, 247, 509)->[-2*r2, -2*r2, -4, 0]
(5, 504, 361, 558, 79, 435, 180, 21, 308, 24, 474, 351)->[-4*r2, 2*r2, -2, -2]
(320, 516, 363, 529, 370, 381, 342, 566, 88, 476, 253, 382)->[2*r2, 4*r2, 2, -2]
(5, 133, 358, 520, 331, 51, 244, 534, 407, 250, 125, 351)->[-2*r2, 2*r2, -4, -4]
(98, 101, 454, 264, 201, 521, 107, 12, 332, 346, 93, 159)->[0, 2*r2, -2, 6]
(97, 164, 327, 551, 42, 203, 237, 566, 58, 507, 476, 285)->[2*r2, 4*r2, 2, 2]
(480, 482, 486, 235, 396, 174, 80, 179, 375, 473, 539, 191)->[-2*r2, -4*r2, -2, -2]
(291, 99, 484, 295, 141, 461, 175, 494, 434, 372, 573, 447)->[4*r2, 0, 0, 4]
(478, 230, 391, 236, 335, 208, 240, 180, 474, 187, 156, 62)->[-4*r2, 0, -4, 0]
(161, 321, 482, 230, 486, 298, 236, 557, 399, 81, 472, 350)->[-4*r2, -2*r2, -2, -2]
(354, 3, 420, 516, 167, 523, 492, 334, 370, 85, 444, 479)->[0, 4*r2, 0, -4]
(448, 167, 72, 395, 492, 315, 148, 244, 404, 407, 378, 155)->[0, 2*r2, -2, -6]
(258, 422, 519, 553, 76, 219, 143, 398, 309, 91, 94, 286)->[-4*r2, 0, 0, 4]
(455, 72, 568, 171, 272, 402, 115, 437, 312, 155, 124, 319)->[2*r2, 0, -2, -6]
(321, 36, 388, 549, 170, 557, 80, 368, 502, 345, 413, 191)->[-2*r2, -2*r2, -4, -4]
(9, 75, 16, 497, 178, 147, 340, 405, 118, 409, 123, 287)->[2*r2, -2*r2, -4, 4]
(354, 3, 355, 104, 536, 395, 397, 559, 148, 246, 440, 538)->[0, 2*r2, 2, -6]
(358, 391, 137, 250, 111, 335, 368, 52, 374, 537, 154, 413)->[-2*r2, 0, -6, -2]
(197, 359, 232, 296, 555, 108, 365, 82, 439, 506, 411, 190)->[4*r2, -2*r2, -2, -2]
(288, 33, 416, 106, 528, 145, 53, 501, 254, 569, 412, 222)->[0, 2*r2, 6, -2]
(225, 287, 292, 11, 299, 207, 527, 373, 54, 408, 409, 127)->[2*r2, 0, -6, 2]
(130, 291, 164, 356, 327, 495, 496, 401, 116, 505, 541, 447)->[4*r2, 2*r2, 2, 2]
(224, 420, 485, 392, 13, 78, 142, 334, 252, 122, 60, 95)->[-2*r2, 4*r2, 2, -2]
(162, 101, 510, 415, 105, 522, 299, 207, 17, 338, 414, 159)->[2*r2, 2*r2, -4, 4]
(545, 26, 263, 10, 458, 269, 500, 277, 150, 341, 218, 189)->[2*r2, 0, 6, 2]
(160, 35, 229, 518, 297, 479, 140, 85, 342, 253, 61, 445)->[2*r2, 4*r2, -2, -2]
(352, 550, 487, 297, 234, 112, 113, 19, 212, 25, 59, 61)->[4*r2, 2*r2, -2, -2]
(194, 166, 7, 198, 393, 442, 561, 499, 309, 406, 186, 94)->[-2*r2, 0, 2, 6]
(257, 547, 552, 554, 48, 177, 532, 149, 470, 215, 216, 379)->[-2*r2, -4*r2, 2, 2]
(66, 196, 228, 325, 376, 456, 362, 172, 429, 114, 563, 248)->[2*r2, -4*r2, 2, 2]
(385, 132, 421, 453, 425, 45, 433, 213, 22, 119, 281, 574)->[2*r2, -2*r2, 4, -4]
(132, 165, 453, 172, 173, 364, 464, 337, 243, 87, 376, 90)->[2*r2, -4*r2, 2, -2]
(323, 421, 425, 426, 459, 205, 525, 562, 403, 120, 380, 255)->[0, -2*r2, 6, -2]
(128, 66, 483, 228, 38, 328, 139, 556, 302, 150, 218, 511)->[2*r2, -2*r2, 4, 4]
(503, 446, 263, 10, 74, 274, 53, 343, 410, 508, 157, 222)->[0, 2*r2, 6, 2]
(256, 545, 130, 546, 58, 260, 339, 343, 26, 507, 508, 541)->[2*r2, 2*r2, 4, 4]
(64, 33, 419, 262, 45, 49, 403, 277, 22, 501, 120, 189)->[2*r2, 0, 6, -2]
(128, 1, 483, 168, 456, 141, 429, 271, 466, 372, 181, 31)->[4*r2, -2*r2, 2, 2]
(34, 418, 4, 389, 233, 301, 575, 304, 560, 23, 570, 383)->[-4*r2, 0, 4, 0]
(322, 451, 423, 521, 107, 46, 117, 533, 441, 251, 29, 63)->[-2*r2, 2*r2, -4, 4]
(350, 418, 134, 542, 40, 457, 462, 472, 217, 540, 30, 383)->[-4*r2, -2*r2, 2, -2]
(289, 7, 136, 200, 424, 268, 561, 242, 503, 280, 57, 157)->[-2*r2, 2*r2, 4, 4]
(161, 131, 102, 390, 8, 40, 430, 558, 81, 465, 24, 540)->[-4*r2, 0, 0, -4]
(422, 423, 264, 330, 332, 270, 15, 398, 406, 471, 442, 29)->[-2*r2, 0, -2, 6]
(256, 289, 260, 517, 198, 393, 305, 55, 56, 57, 346, 93)->[0, 2*r2, 2, 6]
(481, 226, 134, 457, 205, 369, 210, 347, 278, 27, 221, 255)->[-2*r2, -2*r2, 4, -4]
(544, 417, 6, 232, 202, 555, 204, 306, 437, 185, 317, 319)->[2*r2, -2*r2, -4, -4]
(163, 100, 485, 515, 520, 523, 13, 51, 308, 504, 249, 444)->[-2*r2, 4*r2, -2, -2]
(385, 197, 39, 265, 176, 464, 466, 87, 119, 411, 572, 31)->[4*r2, -2*r2, 2, -2]
(104, 43, 397, 206, 273, 402, 433, 467, 213, 183, 312, 477)->[2*r2, 0, 2, -6]
(257, 226, 70, 41, 235, 209, 369, 179, 215, 217, 283, 542)->[-2*r2, -4*r2, 2, -2]
(544, 386, 388, 137, 266, 202, 267, 493, 111, 276, 247, 345)->[0, -2*r2, -6, -2]
(481, 227, 452, 294, 390, 8, 210, 20, 246, 311, 440, 314)->[-2*r2, 0, 2, -6]
(192, 387, 324, 135, 491, 303, 245, 374, 534, 154, 571, 125)->[0, 2*r2, -6, -2]
(39, 296, 487, 234, 171, 206, 176, 467, 84, 568, 348, 190)->[4*r2, 0, 0, -4]
(512, 417, 73, 170, 44, 272, 115, 275, 502, 152, 121, 317)->[0, -2*r2, -2, -6]
(65, 193, 69, 361, 187, 219, 117, 21, 533, 313, 91, 478)->[-4*r2, 2*r2, -2, 2]
(2, 344, 196, 37, 548, 489, 362, 371, 469, 216, 379, 158)->[0, -4*r2, 0, 4]
(352, 225, 449, 360, 400, 82, 436, 86, 439, 408, 25, 220)->[4*r2, 0, -4, 0]
(325, 109, 432, 497, 114, 146, 284, 118, 469, 344, 28, 318)->[2*r2, -4*r2, -2, 2]
(384, 330, 460, 270, 14, 463, 83, 211, 438, 567, 184, 509)->[-2*r2, -2*r2, -4, 4]
(449, 99, 484, 168, 108, 109, 365, 178, 340, 181, 86, 318)->[4*r2, -2*r2, -2, 2]
(160, 195, 522, 524, 237, 238, 338, 565, 282, 92, 285, 445)->[2*r2, 4*r2, -2, 2]
(65, 353, 163, 535, 293, 313, 110, 46, 366, 151, 249, 251)->[-2*r2, 4*r2, -2, 2]
(32, 64, 320, 416, 419, 43, 367, 145, 273, 529, 536, 538)->[2*r2, 2*r2, 4, -4]
(514, 259, 293, 200, 424, 427, 142, 78, 366, 431, 564, 377)->[-2*r2, 4*r2, 2, 2]
(512, 131, 36, 133, 102, 452, 549, 73, 331, 311, 378, 315)->[-2*r2, 0, -2, -6]
(97, 382, 259, 514, 74, 203, 410, 88, 569, 122, 252, 254)->[0, 4*r2, 4, 0]
(129, 546, 517, 328, 139, 428, 494, 175, 339, 56, 443, 349)->[2*r2, 0, 2, 6]
(138, 300, 473, 493, 18, 146, 276, 498, 89, 539, 28, 543)->[0, -4*r2, -4, 0]
(450, 261, 38, 329, 562, 307, 500, 341, 182, 531, 380, 511)->[0, -2*r2, 6, 2]
(451, 14, 47, 208, 463, 526, 537, 52, 316, 441, 156, 126)->[-2*r2, 0, -6, 2]
(258, 298, 239, 240, 399, 83, 153, 475, 286, 509, 62, 223)->[-4*r2, -2*r2, -2, 2]
(194, 450, 68, 547, 326, 231, 333, 50, 307, 468, 149, 499)->[-2*r2, -2*r2, 4, 4]
(32, 356, 103, 490, 363, 367, 113, 84, 116, 59, 348, 381)->[4*r2, 2*r2, 2, -2]
(96, 67, 548, 71, 9, 460, 15, 211, 214, 471, 123, 158)->[0, -2*r2, -2, 6]
(353, 387, 100, 229, 515, 135, 518, 394, 524, 238, 110, 530)->[0, 4*r2, -4, 0]
(165, 44, 396, 174, 336, 209, 241, 275, 310, 279, 90, 283)->[0, -4*r2, 0, -4]
(567, 266, 75, 11, 47, 498, 373, 405, 247, 438, 89, 126)->[0, -2*r2, -6, 2]
(513, 357, 392, 169, 488, 301, 430, 79, 560, 465, 435, 60)->[-4*r2, 2*r2, 2, -2]
(1, 262, 103, 265, 458, 490, 269, 271, 496, 49, 505, 572)->[4*r2, 0, 4, 0]
(227, 281, 336, 347, 20, 310, 183, 152, 121, 27, 477, 574)->[0, -2*r2, 2, -6]
(384, 480, 489, 554, 300, 239, 177, 371, 375, 184, 475, 543)->[-2*r2, -4*r2, -2, 2]
(195, 535, 454, 551, 201, 42, 427, 431, 305, 55, 151, 92)->[0, 4*r2, 0, 4]
(323, 70, 41, 329, 173, 525, 48, 243, 531, 563, 470, 248)->[0, -4*r2, 4, 0]
(34, 290, 4, 261, 333, 242, 274, 468, 182, 280, 188, 446)->[-2*r2, 0, 6, 2]
(193, 69, 357, 519, 136, 488, 268, 76, 304, 564, 377, 570)->[-4*r2, 2*r2, 2, 2]
(550, 360, 495, 17, 401, 19, 434, 436, 565, 282, 573, 414)->[4*r2, 2*r2, -2, 2]
(322, 292, 105, 394, 491, 526, 530, 245, 316, 63, 510, 127)->[0, 2*r2, -6, 2]
(224, 513, 355, 294, 169, 77, 559, 144, 528, 314, 412, 95)->[-2*r2, 2*r2, 4, -4]
(288, 290, 106, 426, 459, 77, 144, 278, 23, 188, 221, 575)->[-2*r2, 0, 6, -2]
(98, 67, 162, 295, 12, 461, 16, 147, 214, 443, 349, 415)->[2*r2, 0, -2, 6]
(6, 359, 138, 364, 432, 241, 18, 306, 337, 279, 506, 284)->[2*r2, -4*r2, -2, -2]
(68, 389, 231, 552, 233, 553, 462, 143, 532, 153, 30, 223)->[-4*r2, -2*r2, 2, 2]
(96, 129, 2, 37, 166, 71, 326, 428, 556, 302, 50, 186)->[0, -2*r2, 2, 6]
(361, 180, 21, 474, 187, 478)->[-6, 2, -2*r2, 0]
(32, 320, 363, 367, 529, 381)->[4, 4, 2*r2, -2*r2]
(133, 331, 244, 407, 378, 315)->[-2, 2, -2*r2, -4*r2]
(423, 264, 521, 107, 332, 29)->[-2, 2, -2*r2, 4*r2]
(130, 164, 327, 58, 507, 541)->[4, 4, 2*r2, 2*r2]
(321, 482, 486, 557, 80, 191)->[-4, -4, -2*r2, -2*r2]
(291, 495, 401, 434, 573, 447)->[6, 2, 0, 2*r2]
(391, 335, 208, 52, 537, 156)->[-4, 0, -4*r2, 0]
(516, 370, 85, 342, 253, 479)->[2, 6, 0, -2*r2]
(448, 455, 72, 404, 155, 124)->[2, 2, -2*r2, -4*r2]
(422, 398, 309, 406, 442, 94)->[-4, 0, 0, 4*r2]
(417, 272, 115, 437, 317, 319)->[2, -2, -2*r2, -4*r2]
(109, 497, 178, 340, 118, 318)->[4, -4, -2*r2, 2*r2]
(355, 294, 559, 246, 440, 314)->[-2, 2, 2*r2, -4*r2]
(388, 137, 111, 368, 345, 413)->[-2, -2, -4*r2, -2*r2]
(197, 39, 296, 176, 411, 190)->[6, -2, 0, -2*r2]
(288, 106, 77, 144, 528, 412)->[-2, 2, 4*r2, -2*r2]
(292, 105, 299, 207, 510, 127)->[2, 2, -4*r2, 2*r2]
(514, 259, 142, 78, 122, 252)->[-2, 6, 2*r2, 0]
(162, 98, 101, 415, 12, 159)->[2, 2, -2*r2, 4*r2]
(75, 11, 373, 405, 409, 287)->[2, -2, -4*r2, 2*r2]
(262, 458, 269, 49, 277, 189)->[4, 0, 4*r2, 0]
(160, 229, 518, 524, 238, 445)->[2, 6, -2*r2, 0]
(74, 53, 254, 569, 410, 222)->[0, 4, 4*r2, 0]
(330, 460, 270, 15, 211, 471)->[-2, -2, -2*r2, 4*r2]
(257, 70, 41, 48, 470, 215)->[-2, -6, 2*r2, 0]
(418, 389, 233, 462, 30, 383)->[-6, -2, 2*r2, 0]
(387, 135, 394, 491, 530, 245)->[0, 4, -4*r2, 0]
(568, 171, 206, 402, 467, 312)->[4, 0, 0, -4*r2]
(450, 261, 333, 307, 468, 182)->[-2, -2, 4*r2, 2*r2]
(358, 250, 374, 534, 154, 125)->[-2, 2, -4*r2, -2*r2]
(487, 234, 113, 84, 59, 348)->[6, 2, 0, -2*r2]
(44, 336, 275, 310, 152, 121)->[0, -4, 0, -4*r2]
(65, 46, 117, 533, 313, 251)->[-4, 4, -2*r2, 2*r2]
(35, 297, 140, 112, 212, 61)->[4, 4, -2*r2, -2*r2]
(430, 79, 558, 465, 435, 24)->[-6, 2, 0, -2*r2]
(196, 325, 362, 114, 469, 344)->[2, -6, 0, 2*r2]
(426, 459, 205, 278, 221, 255)->[-2, -2, 4*r2, -2*r2]
(385, 132, 453, 464, 87, 119)->[4, -4, 2*r2, -2*r2]
(295, 461, 494, 175, 443, 349)->[4, 0, 0, 4*r2]
(1, 265, 271, 466, 572, 31)->[6, -2, 2*r2, 0]
(161, 40, 81, 472, 540, 350)->[-6, -2, 0, -2*r2]
(354, 3, 167, 395, 492, 148)->[0, 4, 0, -4*r2]
(165, 364, 337, 241, 279, 90)->[2, -6, 0, -2*r2]
(481, 227, 27, 210, 20, 347)->[-2, -2, 2*r2, -4*r2]
(489, 554, 177, 371, 216, 379)->[-2, -6, 0, 2*r2]
(128, 66, 483, 228, 456, 429)->[4, -4, 2*r2, 2*r2]
(433, 213, 183, 281, 477, 574)->[2, -2, 2*r2, -4*r2]
(38, 500, 341, 150, 218, 511)->[2, -2, 4*r2, 2*r2]
(545, 263, 10, 343, 26, 508)->[2, 2, 4*r2, 2*r2]
(256, 546, 260, 517, 339, 56)->[2, 2, 2*r2, 4*r2]
(421, 425, 45, 403, 22, 120)->[2, -2, 4*r2, -2*r2]
(99, 484, 168, 141, 372, 181)->[6, -2, 0, 2*r2]
(322, 451, 526, 441, 316, 63)->[-2, 2, -4*r2, 2*r2]
(226, 134, 457, 369, 217, 542)->[-4, -4, 2*r2, -2*r2]
(136, 424, 200, 268, 564, 377)->[-4, 4, 2*r2, 2*r2]
(225, 527, 400, 54, 408, 220)->[4, 0, -4*r2, 0]
(289, 198, 7, 393, 561, 57)->[-2, 2, 2*r2, 4*r2]
(64, 33, 416, 419, 145, 501)->[2, 2, 4*r2, -2*r2]
(544, 386, 202, 267, 204, 185)->[2, -2, -4*r2, -2*r2]
(420, 485, 523, 13, 334, 444)->[-2, 6, 0, -2*r2]
(454, 201, 305, 55, 346, 93)->[0, 4, 0, 4*r2]
(193, 69, 519, 76, 219, 91)->[-6, 2, 0, 2*r2]
(131, 452, 390, 102, 8, 311)->[-4, 0, 0, -4*r2]
(242, 274, 503, 280, 157, 446)->[-2, 2, 4*r2, 2*r2]
(97, 203, 566, 88, 476, 382)->[2, 6, 2*r2, 0]
(384, 239, 83, 184, 475, 509)->[-4, -4, -2*r2, 2*r2]
(6, 359, 232, 555, 306, 506)->[4, -4, -2*r2, -2*r2]
(195, 551, 42, 237, 92, 285)->[2, 6, 0, 2*r2]
(353, 163, 100, 515, 110, 249)->[-2, 6, -2*r2, 0]
(224, 513, 392, 169, 60, 95)->[-4, 4, 2*r2, -2*r2]
(522, 17, 338, 565, 282, 414)->[4, 4, -2*r2, 2*r2]
(449, 108, 365, 82, 86, 439)->[6, -2, -2*r2, 0]
(138, 28, 432, 18, 146, 284)->[2, -6, -2*r2, 0]
(129, 328, 139, 428, 556, 302)->[2, -2, 2*r2, 4*r2]
(480, 300, 375, 473, 539, 543)->[-2, -6, -2*r2, 0]
(14, 463, 47, 438, 567, 126)->[-2, -2, -4*r2, 2*r2]
(104, 43, 397, 273, 536, 538)->[2, 2, 2*r2, -4*r2]
(194, 166, 326, 50, 499, 186)->[-2, -2, 2*r2, 4*r2]
(356, 103, 490, 496, 116, 505)->[6, 2, 2*r2, 0]
(323, 329, 525, 562, 531, 380)->[0, -4, 4*r2, 0]
(258, 553, 143, 153, 286, 223)->[-6, -2, 0, 2*r2]
(512, 36, 549, 73, 170, 502)->[-2, -2, -2*r2, -4*r2]
(376, 172, 173, 243, 563, 248)->[2, -6, 2*r2, 0]
(235, 396, 174, 209, 179, 283)->[-2, -6, 0, -2*r2]
(535, 293, 427, 366, 431, 151)->[-2, 6, 0, 2*r2]
(34, 290, 4, 23, 188, 575)->[-4, 0, 4*r2, 0]
(67, 9, 16, 147, 214, 123)->[2, -2, -2*r2, 4*r2]
(266, 493, 498, 276, 247, 89)->[0, -4, -4*r2, 0]
(96, 2, 548, 37, 71, 158)->[0, -4, 0, 4*r2]
(5, 520, 51, 308, 504, 351)->[-4, 4, -2*r2, -2*r2]
(230, 298, 236, 399, 240, 62)->[-6, -2, -2*r2, 0]
(352, 550, 360, 19, 436, 25)->[6, 2, -2*r2, 0]
(357, 488, 301, 304, 560, 570)->[-6, 2, 2*r2, 0]
(547, 68, 231, 552, 532, 149)->[-4, -4, 2*r2, 2*r2]
(16, 17, 147, 408, 409, 414, 415, 287, 162, 295, 299, 178, 434, 436, 573, 449, 461, 207, 340, 86, 225, 99, 484, 360)->[4, 0, -2*r2, 2*r2]
(401, 19, 282, 285, 160, 164, 550, 297, 565, 566, 59, 61, 445, 327, 342, 476, 356, 363, 237, 495, 113, 116, 253, 381)->[4, 4, 0, 0]
(129, 517, 264, 393, 12, 15, 406, 166, 428, 56, 186, 442, 443, 67, 198, 71, 332, 214, 471, 346, 349, 93, 96, 98)->[0, 0, 0, 4*r2]
(2, 531, 149, 547, 37, 38, 556, 302, 48, 50, 307, 563, 66, 450, 196, 326, 329, 470, 216, 228, 362, 248, 379, 511)->[0, -4, 2*r2, 2*r2]
(411, 284, 31, 168, 172, 429, 432, 181, 318, 197, 325, 456, 464, 337, 466, 87, 359, 108, 109, 364, 365, 114, 376, 506)->[4, -4, 0, 0]
(131, 5, 133, 391, 24, 413, 161, 36, 549, 557, 558, 180, 321, 331, 335, 81, 474, 351, 102, 230, 358, 236, 368, 250)->[-4, 0, -2*r2, -2*r2]
(132, 525, 281, 283, 27, 165, 421, 41, 425, 173, 310, 574, 323, 453, 70, 205, 336, 209, 90, 347, 226, 369, 243, 255)->[0, -4, 2*r2, -2*r2]
(512, 395, 397, 272, 402, 20, 148, 152, 155, 183, 312, 311, 440, 315, 452, 72, 73, 477, 227, 104, 115, 246, 121, 378)->[0, 0, 0, -4*r2]
(388, 6, 138, 396, 18, 275, 276, 279, 539, 544, 417, 170, 44, 174, 306, 317, 191, 202, 80, 345, 473, 493, 241, 502)->[0, -4, -2*r2, -2*r2]
(256, 514, 259, 260, 410, 157, 289, 551, 424, 42, 427, 431, 305, 55, 57, 58, 200, 74, 203, 343, 97, 503, 507, 508)->[0, 4, 2*r2, 2*r2]
(128, 1, 130, 139, 141, 269, 271, 150, 26, 541, 545, 546, 291, 175, 447, 328, 458, 339, 218, 483, 494, 496, 372, 505)->[4, 0, 2*r2, 2*r2]
(261, 263, 10, 274, 403, 277, 288, 33, 290, 426, 562, 53, 182, 188, 189, 446, 459, 341, 222, 106, 500, 501, 120, 380)->[0, 0, 4*r2, 0]
(387, 515, 518, 135, 520, 523, 140, 404, 534, 407, 35, 167, 51, 571, 444, 448, 324, 85, 479, 100, 229, 492, 244, 125)->[0, 4, -2*r2, -2*r2]
(4, 389, 7, 136, 519, 268, 143, 280, 34, 553, 304, 561, 309, 570, 194, 68, 76, 333, 468, 94, 231, 233, 242, 499)->[-4, 0, 2*r2, 2*r2]
(521, 394, 522, 524, 530, 151, 535, 159, 46, 63, 322, 195, 454, 201, 338, 92, 353, 101, 105, 107, 110, 238, 251, 510)->[0, 4, -2*r2, 2*r2]
(257, 399, 532, 153, 30, 542, 552, 298, 554, 177, 179, 462, 215, 472, 217, 475, 350, 223, 480, 482, 486, 235, 239, 375)->[-4, -4, 0, 0]
(386, 137, 266, 11, 267, 526, 527, 537, 154, 292, 47, 303, 52, 54, 316, 192, 491, 111, 245, 373, 247, 374, 126, 127)->[0, 0, -4*r2, 0]
(258, 14, 270, 398, 533, 156, 29, 286, 422, 423, 441, 187, 62, 451, 330, 463, 208, 83, 219, 91, 478, 240, 117, 509)->[-4, 0, -2*r2, 2*r2]
(513, 134, 390, 8, 144, 278, 23, 540, 418, 294, 40, 169, 301, 430, 560, 314, 575, 457, 77, 465, 210, 221, 481, 383)->[-4, 0, 2*r2, -2*r2]
(392, 13, 142, 21, 163, 293, 435, 308, 564, 313, 60, 65, 193, 69, 78, 79, 357, 249, 485, 488, 361, 366, 504, 377)->[-4, 4, 0, 0]
(385, 262, 265, 273, 22, 32, 419, 39, 43, 45, 176, 49, 433, 572, 64, 206, 467, 84, 213, 348, 103, 490, 367, 119)->[4, 0, 2*r2, -2*r2]
(384, 9, 146, 405, 28, 158, 543, 548, 300, 438, 567, 184, 75, 460, 211, 469, 344, 89, 489, 497, 498, 371, 118, 123)->[0, -4, -2*r2, 2*r2]
(3, 516, 528, 145, 529, 536, 538, 412, 416, 420, 559, 569, 320, 334, 88, 95, 224, 354, 355, 370, 254, 122, 252, 382)->[0, 4, 2*r2, -2*r2]
