(0, 386, 259, 255, 899, 519, 1041, 915, 23, 151, 666, 412, 924, 30, 926, 32, 36, 551, 425, 48, 179, 1075, 958, 575, 959, 193, 580, 462, 1104, 344, 729, 347, 220, 477, 479, 864, 226, 1122, 358, 747, 1131, 749, 877, 1007, 625, 886, 1018, 383)->[0, 2*r2, 2, 2]
(384, 1, 515, 263, 391, 650, 395, 143, 149, 922, 1051, 925, 800, 417, 37, 166, 168, 1069, 302, 948, 566, 950, 696, 61, 452, 709, 711, 1095, 457, 585, 719, 981, 214, 726, 990, 992, 353, 355, 869, 1125, 360, 490, 1133, 240, 629, 1013, 507, 1150)->[-2*r2, 0, -2, -2]
(640, 896, 5, 266, 908, 526, 910, 145, 660, 533, 1044, 1048, 409, 154, 1050, 157, 669, 671, 1058, 931, 806, 680, 943, 440, 569, 827, 957, 1085, 321, 577, 706, 453, 73, 81, 466, 340, 984, 349, 865, 1129, 106, 107, 491, 753, 1011, 245, 250, 381)->[-2*r2, 0, 2, -2]
(516, 1028, 902, 776, 522, 530, 152, 537, 1049, 1056, 801, 929, 550, 1065, 811, 172, 939, 175, 817, 690, 436, 1078, 695, 699, 828, 576, 1090, 584, 1097, 334, 846, 82, 852, 853, 599, 730, 1118, 224, 356, 999, 235, 364, 1006, 1136, 759, 124, 765, 1151)->[0, 0, 0, 4]
(771, 644, 389, 1031, 136, 265, 904, 16, 272, 656, 1042, 278, 285, 1053, 292, 557, 941, 305, 571, 189, 62, 830, 1087, 323, 197, 838, 329, 203, 1102, 720, 85, 1109, 217, 857, 985, 734, 736, 98, 611, 612, 616, 873, 748, 622, 247, 504, 1145, 509)->[0, 0, 4, 0]
(133, 139, 12, 652, 18, 788, 917, 663, 24, 792, 410, 283, 1047, 1054, 799, 416, 33, 1057, 423, 424, 1063, 686, 431, 177, 188, 701, 446, 319, 191, 703, 967, 74, 971, 590, 974, 338, 594, 343, 602, 986, 605, 989, 998, 874, 370, 887, 121, 1022)->[2*r2, 2*r2, 0, 0]
(641, 773, 521, 270, 15, 913, 1043, 148, 158, 548, 167, 552, 808, 170, 426, 1068, 301, 176, 945, 691, 819, 317, 318, 326, 582, 1094, 1096, 586, 460, 206, 80, 209, 977, 84, 596, 86, 215, 348, 1117, 478, 607, 225, 610, 102, 359, 1134, 501, 380)->[0, 2*r2, -2, 2]
(129, 2, 130, 387, 901, 1029, 1030, 648, 20, 534, 535, 662, 281, 421, 814, 47, 560, 816, 946, 180, 437, 565, 949, 1077, 704, 68, 581, 966, 330, 331, 79, 1103, 213, 219, 987, 861, 608, 737, 483, 228, 741, 1003, 112, 882, 756, 758, 888, 254)->[0, 2*r2, -2, -2]
(1034, 655, 147, 767, 787, 790, 895, 25, 284, 415, 162, 163, 546, 422, 679, 809, 938, 815, 50, 184, 568, 825, 826, 579, 708, 587, 717, 595, 980, 87, 218, 91, 603, 93, 731, 733, 487, 232, 1128, 365, 498, 243, 628, 1016, 1146, 123, 1021, 127)->[0, -2*r2, 2, 2]
(770, 135, 649, 905, 1037, 273, 404, 277, 156, 542, 419, 547, 675, 1060, 296, 298, 813, 954, 1083, 702, 705, 1089, 1093, 454, 969, 202, 1099, 973, 1101, 83, 598, 90, 1115, 1116, 350, 99, 485, 1127, 746, 1010, 115, 371, 627, 246, 374, 885, 633, 636)->[-2*r2, 2*r2, 0, 0]
(385, 897, 260, 388, 907, 269, 17, 146, 19, 914, 21, 796, 160, 544, 545, 928, 42, 940, 306, 564, 309, 186, 63, 449, 961, 707, 1092, 837, 76, 591, 337, 1111, 88, 859, 860, 221, 103, 234, 108, 494, 1008, 626, 883, 1139, 503, 1017, 508, 1149)->[2*r2, 0, -2, -2]
(6, 8, 137, 520, 779, 268, 1033, 793, 155, 540, 927, 289, 802, 294, 934, 681, 555, 556, 818, 308, 182, 438, 56, 823, 445, 190, 710, 712, 715, 972, 461, 718, 335, 339, 725, 216, 223, 351, 1119, 995, 613, 617, 876, 496, 760, 889, 1147, 639)->[-2*r2, 0, -2, 2]
(768, 769, 643, 645, 264, 144, 402, 789, 1046, 536, 920, 1052, 803, 164, 932, 933, 1059, 1070, 1080, 1081, 570, 1084, 66, 835, 964, 198, 328, 201, 207, 1105, 979, 1108, 1112, 604, 862, 1000, 105, 489, 493, 238, 750, 369, 1014, 1143, 248, 505, 252, 766)->[-2*r2, -2*r2, 0, 0]
(259, 324, 392, 425, 1131, 462, 975, 1138, 1075, 341, 344, 956)->[-2*r2, 2*r2, 4, 4]
(928, 897, 103, 76, 909, 433, 146, 467, 470, 57, 59, 1149)->[2*r2, 0, -6, -2]
(70, 295, 233, 393, 1100, 346, 430, 821, 727, 58, 1023, 287)->[0, -2*r2, -6, -2]
(577, 738, 865, 774, 1062, 458, 589, 880, 753, 250, 827, 1085)->[-4*r2, 0, 4, 0]
(835, 645, 198, 583, 489, 363, 428, 332, 367, 1046, 471, 920)->[-2*r2, -4*r2, 2, -2]
(322, 261, 615, 424, 874, 139, 211, 630, 24, 1020, 701, 191)->[4*r2, 2*r2, -2, 2]
(128, 196, 101, 805, 1035, 113, 657, 881, 1012, 312, 94, 991)->[2*r2, -2*r2, -4, 4]
(1089, 99, 713, 1066, 683, 813, 273, 721, 404, 916, 633, 543)->[-4*r2, 2*r2, 2, 2]
(962, 867, 293, 165, 678, 745, 778, 11, 685, 111, 983, 919)->[0, -2*r2, -2, -6]
(35, 739, 423, 967, 887, 177, 561, 594, 658, 311, 120, 1054)->[2*r2, 4*r2, 2, -2]
(352, 742, 775, 44, 781, 538, 117, 1141, 279, 408, 474, 510)->[0, -4*r2, 0, -4]
(192, 1024, 891, 1124, 807, 456, 872, 968, 299, 174, 407, 27)->[4*r2, -2*r2, 2, 2]
(641, 386, 1094, 167, 551, 586, 877, 80, 86, 729, 958, 383)->[0, 4*r2, 0, 4]
(97, 965, 518, 840, 553, 362, 267, 810, 843, 1039, 52, 60)->[2*r2, -4*r2, 2, -2]
(833, 486, 1132, 205, 141, 525, 208, 848, 755, 597, 502, 475)->[2*r2, 0, 2, -6]
(132, 1097, 522, 109, 14, 465, 82, 690, 1073, 853, 1049, 187)->[-2*r2, 0, 2, 6]
(515, 995, 168, 617, 1051, 715, 1069, 182, 507, 155, 540, 990)->[-4*r2, 0, -4, 0]
(162, 587, 1071, 754, 787, 532, 1106, 1016, 89, 826, 123, 413)->[0, -4*r2, 0, 4]
(1, 706, 931, 37, 391, 491, 908, 1133, 943, 948, 726, 157)->[-4*r2, 0, 0, -4]
(898, 356, 390, 870, 776, 588, 334, 846, 436, 852, 884, 791)->[2*r2, 0, 2, 6]
(896, 230, 73, 1129, 463, 81, 54, 1048, 1019, 1055, 957, 863)->[-2*r2, 0, 2, -6]
(96, 1065, 811, 398, 1136, 210, 665, 53, 599, 152, 537, 539)->[2*r2, 0, -2, 6]
(384, 448, 647, 743, 457, 490, 842, 935, 302, 1013, 411, 925)->[-2*r2, 0, -6, -2]
(960, 197, 871, 616, 728, 464, 1042, 504, 217, 762, 635, 1087)->[0, 2*r2, 6, -2]
(1088, 582, 359, 199, 808, 206, 366, 1015, 1045, 951, 348, 158)->[2*r2, 2*r2, -4, 4]
(225, 2, 228, 773, 521, 270, 15, 1043, 756, 213, 888, 254)->[0, 4*r2, -4, 0]
(224, 801, 326, 902, 759, 460, 1134, 977, 84, 695, 699, 607)->[0, 2*r2, -2, 6]
(130, 387, 642, 1029, 41, 394, 46, 593, 882, 180, 1077, 890)->[0, 2*r2, -6, -2]
(608, 33, 483, 133, 421, 330, 12, 560, 20, 788, 989, 319)->[2*r2, 4*r2, -2, -2]
(129, 353, 355, 452, 68, 711, 648, 814, 566, 662, 696, 861)->[-2*r2, 2*r2, -4, -4]
(546, 163, 644, 838, 873, 203, 365, 1102, 16, 147, 1146, 93)->[0, -2*r2, 6, 2]
(636, 485, 709, 1125, 719, 627, 149, 374, 214, 981, 954, 156)->[-4*r2, 2*r2, -2, -2]
(321, 1145, 557, 622, 830, 145, 305, 1011, 1044, 409, 349, 734)->[-2*r2, 0, 6, -2]
(291, 292, 389, 612, 771, 361, 670, 941, 400, 849, 500, 62)->[-2*r2, 0, 6, 2]
(160, 545, 704, 707, 1003, 112, 816, 309, 565, 535, 860, 221)->[2*r2, 2*r2, -4, -4]
(705, 419, 202, 107, 106, 266, 466, 83, 1010, 533, 440, 90)->[-4*r2, 2*r2, 2, -2]
(450, 578, 996, 325, 134, 169, 777, 684, 373, 632, 761, 572)->[4*r2, 0, 0, 4]
(640, 100, 806, 526, 569, 912, 403, 660, 824, 185, 92, 671)->[-2*r2, -2*r2, 4, -4]
(354, 866, 420, 646, 1001, 619, 429, 336, 851, 661, 342, 345)->[0, -4*r2, -4, 0]
(1093, 649, 170, 176, 209, 371, 596, 691, 246, 215, 1115, 350)->[-2*r2, 4*r2, -2, 2]
(385, 388, 1092, 744, 108, 914, 22, 1017, 122, 923, 638, 31)->[4*r2, 0, -4, 0]
(480, 494, 591, 304, 337, 114, 1038, 822, 88, 859, 508, 125)->[2*r2, -2*r2, -4, -4]
(258, 1027, 549, 74, 524, 590, 974, 497, 1047, 663, 313, 703)->[4*r2, 2*r2, 2, -2]
(800, 417, 166, 263, 395, 716, 401, 276, 698, 697, 506, 61)->[-2*r2, 0, -2, -6]
(576, 516, 938, 939, 1034, 717, 655, 1078, 184, 825, 828, 1118)->[0, -2*r2, 2, 6]
(804, 9, 714, 523, 844, 173, 845, 241, 183, 600, 473, 159)->[4*r2, -2*r2, -2, 2]
(256, 963, 772, 357, 262, 1114, 140, 333, 442, 667, 29, 126)->[2*r2, -4*r2, -2, -2]
(673, 674, 993, 614, 1002, 529, 499, 1107, 952, 795, 444, 1086)->[0, -2*r2, 2, -6]
(36, 749, 625, 666, 23, 792, 121, 602, 283, 188, 605, 479)->[2*r2, 4*r2, 2, 2]
(1028, 550, 137, 172, 364, 556, 175, 308, 438, 793, 124, 445)->[-2*r2, 0, -2, 6]
(64, 34, 98, 1098, 748, 751, 656, 1109, 278, 282, 988, 509)->[2*r2, 0, 6, 2]
(603, 422, 327, 7, 679, 903, 119, 218, 91, 764, 733, 606)->[2*r2, -2*r2, 4, 4]
(740, 229, 677, 836, 297, 651, 397, 592, 212, 692, 631, 376)->[2*r2, 2*r2, 4, -4]
(320, 513, 232, 138, 815, 1072, 274, 980, 568, 25, 315, 895)->[-2*r2, -2*r2, 4, 4]
(708, 487, 1064, 75, 620, 1009, 469, 406, 87, 284, 1021, 415)->[0, -4*r2, 4, 0]
(6, 328, 681, 712, 1000, 1070, 760, 1143, 216, 1081, 766, 639)->[-4*r2, -2*r2, -2, 2]
(512, 257, 488, 829, 399, 944, 1074, 1142, 567, 797, 414, 286)->[4*r2, -2*r2, 2, -2]
(992, 869, 839, 1095, 585, 650, 43, 427, 724, 1140, 26, 1150)->[-2*r2, -2*r2, -4, -4]
(481, 609, 994, 231, 104, 906, 654, 118, 694, 664, 794, 893)->[2*r2, -2*r2, 4, -4]
(611, 676, 265, 878, 879, 720, 786, 116, 857, 985, 189, 894)->[0, -2*r2, 6, -2]
(289, 290, 482, 69, 613, 71, 1033, 335, 496, 820, 725, 439)->[-2*r2, -2*r2, -4, 4]
(416, 971, 652, 269, 686, 940, 306, 19, 564, 21, 917, 986)->[4*r2, 2*r2, -2, -2]
(961, 834, 260, 200, 841, 682, 42, 1008, 722, 978, 1111, 796)->[4*r2, 0, 0, -4]
(102, 998, 1096, 426, 1068, 945, 18, 338, 819, 343, 410, 1022)->[2*r2, 4*r2, -2, 2]
(672, 610, 227, 548, 997, 38, 237, 528, 1117, 501, 380, 317)->[0, 2*r2, -6, 2]
(1056, 1090, 519, 584, 765, 999, 1006, 179, 886, 477, 926, 575)->[0, 2*r2, 2, 6]
(544, 449, 1025, 837, 234, 907, 621, 142, 527, 883, 280, 1148)->[4*r2, -2*r2, -2, -2]
(1113, 932, 933, 77, 271, 207, 979, 693, 918, 248, 249, 862)->[-4*r2, -2*r2, 2, 2]
(770, 1060, 554, 492, 1101, 689, 562, 277, 885, 856, 542, 511)->[-2*r2, 4*r2, 2, -2]
(1061, 782, 432, 17, 178, 626, 1139, 150, 503, 186, 668, 63)->[2*r2, 0, -2, -6]
(1026, 1123, 10, 653, 1005, 495, 624, 784, 976, 982, 855, 378)->[4*r2, 0, 4, 0]
(478, 552, 555, 972, 301, 913, 339, 148, 56, 1119, 318, 351)->[-2*r2, 2*r2, -4, 4]
(1058, 643, 5, 201, 238, 910, 245, 984, 536, 570, 1084, 669)->[-4*r2, -2*r2, 2, -2]
(193, 580, 358, 40, 48, 688, 1104, 244, 181, 316, 574, 255)->[0, 4*r2, 4, 0]
(964, 517, 618, 812, 750, 368, 723, 1108, 1112, 252, 222, 604)->[-2*r2, -4*r2, -2, -2]
(1057, 1063, 236, 13, 431, 911, 370, 757, 953, 892, 446, 799)->[4*r2, 2*r2, 2, 2]
(768, 3, 164, 1126, 264, 369, 1076, 789, 1014, 375, 472, 28)->[-2*r2, -4*r2, -2, 2]
(769, 803, 1059, 360, 105, 143, 240, 1105, 629, 950, 1080, 922)->[-4*r2, -2*r2, -2, -2]
(581, 454, 135, 901, 966, 1099, 437, 598, 758, 949, 1083, 1116)->[-2*r2, 4*r2, -2, -2]
(1122, 1031, 136, 904, 924, 1041, 915, 85, 151, 571, 412, 285)->[0, 2*r2, 6, 2]
(288, 39, 72, 1128, 1040, 1137, 50, 243, 498, 563, 628, 127)->[2*r2, -4*r2, 2, 2]
(736, 323, 1091, 329, 1067, 942, 783, 272, 247, 377, 314, 1053)->[2*r2, 0, 6, -2]
(675, 1127, 8, 520, 298, 746, 969, 461, 1037, 1147, 190, 223)->[-4*r2, 2*r2, -2, 2]
(832, 131, 1130, 459, 204, 434, 242, 435, 659, 601, 921, 573)->[2*r2, 0, -6, 2]
(864, 547, 899, 296, 905, 747, 973, 1007, 115, 1018, 702, 959)->[-2*r2, 4*r2, 2, 2]
(1050, 453, 637, 680, 937, 623, 340, 854, 154, 700, 381, 798)->[-2*r2, 2*r2, 4, -4]
(66, 579, 809, 493, 144, 402, 595, 790, 505, 731, 1052, 767)->[-2*r2, -4*r2, 2, 2]
(161, 418, 868, 294, 934, 396, 876, 718, 1036, 818, 850, 927)->[-2*r2, 0, -6, 2]
(737, 67, 741, 987, 1030, 331, 752, 307, 534, 443, 732, 95)->[0, 4*r2, 0, -4]
(930, 970, 875, 78, 79, 47, 1103, 946, 281, 219, 253, 763)->[0, 2*r2, -2, -6]
(802, 710, 779, 268, 558, 49, 531, 823, 889, 634, 476, 541)->[-4*r2, 0, 0, 4]
(929, 195, 1082, 235, 45, 110, 785, 530, 817, 153, 730, 1151)->[0, -2*r2, -2, 6]
(1120, 65, 194, 514, 4, 484, 1121, 455, 947, 468, 441, 382)->[0, 2*r2, 2, -6]
(936, 1032, 300, 780, 239, 303, 559, 831, 310, 55, 251, 447)->[0, -2*r2, -6, 2]
(900, 171, 687, 847, 275, 51, 372, 405, 1110, 1144, 955, 735)->[2*r2, -4*r2, -2, 2]
(898, 771, 132, 7, 136, 392, 519, 522, 655, 16, 1041, 282, 670, 926, 32, 1056, 941, 1072, 690, 1075, 1078, 1079, 568, 315, 576, 838, 327, 1098, 717, 852, 85, 341, 218, 347, 603, 93, 98, 1122, 356, 870, 361, 1131, 109, 1006, 1135, 1146, 509, 895)->[0, 0, 2*r2, 2*r2]
(260, 11, 267, 141, 781, 399, 1038, 1039, 280, 794, 795, 29, 165, 678, 1061, 685, 432, 944, 52, 952, 1086, 63, 834, 963, 837, 841, 333, 208, 848, 1111, 88, 474, 480, 97, 609, 993, 994, 357, 742, 231, 488, 234, 621, 755, 1142, 503, 508, 510)->[2, -2, 0, -2*r2]
(1033, 1035, 1036, 398, 659, 793, 801, 548, 805, 934, 552, 936, 811, 301, 175, 303, 435, 53, 438, 439, 699, 1088, 195, 196, 582, 71, 199, 459, 972, 84, 730, 94, 351, 227, 868, 613, 359, 235, 364, 237, 110, 239, 876, 1134, 242, 1136, 501, 251)->[0, 0, -2*r2, 2*r2]
(640, 513, 526, 144, 274, 147, 403, 1044, 1046, 920, 409, 25, 1052, 669, 163, 292, 676, 1064, 815, 824, 570, 1085, 62, 830, 577, 579, 708, 332, 77, 589, 1102, 720, 849, 979, 984, 857, 1113, 738, 873, 238, 367, 622, 879, 1009, 500, 248, 1021, 767)->[-2, -2, 2*r2, 0]
(1145, 1018, 389, 774, 400, 145, 915, 277, 924, 285, 543, 291, 1062, 296, 1066, 305, 562, 181, 440, 571, 316, 700, 702, 193, 705, 1089, 324, 197, 1101, 462, 464, 1104, 340, 854, 344, 612, 616, 106, 747, 492, 753, 1010, 1011, 1138, 633, 250, 635, 381)->[-2, 2, 2*r2, 0]
(130, 647, 648, 778, 395, 17, 150, 26, 925, 417, 295, 41, 46, 47, 304, 178, 180, 309, 822, 696, 57, 698, 704, 962, 68, 452, 70, 585, 842, 970, 76, 591, 1103, 467, 724, 727, 859, 860, 867, 103, 233, 490, 875, 111, 112, 1139, 506, 1150)->[0, 0, -2*r2, -2*r2]
(776, 777, 1040, 657, 530, 405, 407, 791, 537, 539, 413, 288, 422, 169, 1065, 171, 939, 45, 687, 184, 825, 1082, 828, 192, 450, 844, 845, 846, 600, 473, 89, 733, 606, 991, 96, 1124, 872, 1144, 881, 243, 628, 884, 1012, 1016, 761, 123, 764, 1151)->[2, -2, 0, 2*r2]
(256, 3, 772, 900, 262, 518, 264, 646, 775, 275, 661, 790, 538, 162, 553, 44, 51, 563, 826, 66, 835, 72, 840, 75, 843, 336, 1106, 723, 1108, 469, 87, 471, 345, 472, 731, 1114, 222, 352, 487, 1128, 489, 363, 369, 754, 372, 505, 252, 127)->[0, -4, 0, 0]
(1024, 644, 903, 265, 783, 272, 656, 784, 406, 284, 286, 414, 415, 34, 546, 39, 679, 807, 810, 299, 174, 942, 50, 1074, 694, 567, 60, 189, 64, 965, 329, 203, 1109, 91, 481, 1123, 104, 362, 620, 365, 1005, 624, 1137, 498, 116, 118, 119, 894)->[2, -2, 2*r2, 0]
(259, 899, 520, 137, 649, 905, 14, 273, 531, 148, 404, 916, 1049, 675, 550, 167, 551, 425, 170, 683, 1073, 823, 56, 956, 445, 318, 190, 575, 1090, 326, 584, 973, 975, 80, 977, 596, 853, 729, 1115, 477, 1119, 224, 864, 1127, 759, 889, 634, 124)->[-2, 2, 0, 2*r2]
(386, 521, 12, 20, 23, 410, 542, 547, 36, 40, 554, 48, 561, 688, 689, 691, 437, 945, 949, 319, 959, 1094, 330, 331, 586, 1099, 338, 594, 213, 598, 215, 602, 987, 350, 95, 225, 739, 102, 358, 877, 1007, 752, 115, 885, 246, 887, 888, 121)->[0, 4, 0, 0]
(1027, 133, 1030, 651, 524, 269, 397, 652, 782, 658, 668, 796, 33, 545, 421, 423, 306, 947, 565, 186, 443, 961, 707, 836, 967, 200, 205, 78, 79, 590, 974, 722, 468, 597, 986, 219, 120, 475, 732, 1120, 483, 741, 1003, 1132, 626, 376, 253, 382)->[2, 2, 0, -2*r2]
(384, 129, 636, 642, 773, 901, 8, 528, 913, 1043, 411, 927, 672, 418, 168, 298, 555, 302, 176, 818, 1077, 182, 566, 1083, 448, 1093, 719, 209, 850, 339, 1116, 861, 478, 223, 990, 1117, 355, 228, 995, 1125, 746, 882, 371, 756, 374, 758, 890, 380)->[-2, 2, -2*r2, 0]
(385, 2, 387, 388, 261, 897, 1029, 394, 909, 270, 15, 18, 788, 21, 22, 535, 921, 158, 31, 160, 928, 38, 808, 940, 1068, 686, 560, 816, 434, 819, 951, 59, 317, 701, 191, 971, 204, 593, 211, 221, 989, 608, 610, 997, 998, 1130, 1015, 254)->[2, 2, -2*r2, 0]
(512, 257, 258, 1025, 1026, 139, 1020, 653, 527, 914, 19, 917, 663, 27, 923, 797, 159, 416, 1063, 424, 42, 682, 173, 564, 953, 829, 703, 449, 578, 1092, 325, 456, 968, 714, 978, 855, 996, 615, 744, 495, 1008, 241, 370, 497, 883, 632, 891, 892)->[4, 0, 0, 0]
(128, 131, 9, 638, 523, 140, 780, 142, 907, 146, 1149, 667, 287, 544, 804, 300, 430, 559, 433, 183, 312, 442, 955, 573, 447, 832, 1100, 847, 337, 851, 342, 470, 1110, 601, 346, 735, 354, 866, 101, 108, 494, 113, 114, 1017, 122, 1148, 125, 126)->[2, -2, -2*r2, 0]
(770, 135, 391, 1019, 908, 276, 149, 533, 534, 662, 281, 154, 1048, 157, 798, 800, 930, 1060, 37, 937, 814, 946, 307, 54, 441, 954, 61, 194, 67, 453, 454, 455, 581, 711, 202, 966, 716, 83, 981, 856, 353, 737, 1121, 485, 1129, 107, 763, 511)->[-2, 2, 0, -2*r2]
(1031, 904, 10, 13, 278, 151, 1047, 283, 412, 1053, 1054, 1057, 35, 549, 177, 311, 313, 314, 188, 446, 574, 960, 580, 74, 592, 976, 212, 982, 217, 220, 988, 736, 226, 740, 229, 871, 748, 749, 1004, 751, 625, 244, 757, 504, 377, 378, 379, 255)->[2, 2, 2*r2, 0]
(896, 514, 4, 906, 525, 654, 893, 786, 1042, 660, 664, 1050, 1055, 674, 677, 680, 297, 1067, 557, 692, 569, 444, 1087, 65, 321, 323, 833, 1091, 73, 1107, 728, 985, 92, 349, 734, 863, 611, 100, 484, 486, 614, 631, 878, 623, 502, 247, 762, 637)->[0, 0, 2*r2, -2*r2]
(768, 515, 517, 1032, 393, 650, 396, 143, 155, 540, 161, 289, 290, 420, 294, 935, 43, 429, 820, 821, 310, 55, 950, 1076, 58, 1080, 831, 839, 328, 457, 1095, 718, 1105, 725, 216, 604, 1126, 743, 1001, 618, 619, 750, 1013, 1014, 760, 507, 766, 1023)->[-2, -2, -2*r2, 0]
(769, 5, 6, 266, 779, 1037, 536, 922, 1051, 156, 541, 419, 931, 932, 1059, 681, 813, 1069, 1070, 693, 827, 709, 710, 201, 458, 713, 715, 461, 969, 207, 721, 466, 214, 726, 90, 476, 865, 99, 617, 491, 1133, 240, 880, 627, 245, 1143, 249, 1147)->[-4, 0, 0, 0]
(516, 1028, 138, 1034, 268, 271, 785, 402, 787, 532, 789, 918, 153, 28, 929, 802, 164, 933, 809, 938, 172, 556, 558, 1071, 49, 817, 308, 1081, 187, 320, 69, 712, 1097, 587, 335, 465, 82, 595, 980, 862, 1118, 482, 232, 1000, 493, 496, 375, 639)->[-2, -2, 0, 2*r2]
(1, 643, 645, 263, 910, 912, 401, 529, 279, 408, 919, 671, 673, 1058, 803, 293, 166, 806, 427, 428, 812, 943, 948, 185, 697, 1084, 957, 706, 964, 198, 583, 463, 81, 983, 1112, 992, 869, 230, 360, 105, 745, 1002, 368, 499, 1140, 117, 629, 1141)->[-2, -2, 0, -2*r2]
(426, 874, 1068, 18, 211, 1015, 1045, 630, 343, 348, 158, 191)->[4, 4, -2*r2, 2*r2]
(356, 422, 327, 776, 870, 655, 1078, 791, 184, 603, 828, 606)->[2, -2, 2*r2, 4*r2]
(544, 449, 804, 9, 714, 173, 527, 914, 1017, 923, 1148, 638)->[6, -2, -2*r2, 0]
(256, 354, 900, 262, 646, 140, 275, 661, 342, 955, 126, 735)->[2, -6, -2*r2, 0]
(833, 993, 994, 614, 906, 141, 755, 502, 952, 664, 794, 444)->[2, -2, 2*r2, -4*r2]
