(99, 2443, 429, 5421, 370, 5235, 1876, 4245, 5174, 3031, 954, 5725)->[(-2+2*r5), (-1-1*r5), 2, (3+1*r5)]
(5185, 5954, 5924, 5414, 423, 4268, 3309, 4844, 3862, 4119, 6390, 7131)->[4, (1+1*r5), (0-2*r5), (1-1*r5)]
(6081, 2307, 599, 5959, 5864, 3339, 4173, 1841, 3411, 887, 7097, 222)->[0, (-3+1*r5), (0-2*r5), (-3-1*r5)]
(6787, 1735, 2472, 4511, 5000, 5164, 210, 4755, 7026, 6901, 2524, 3775)->[(0-2*r5), 2, 2, (0+2*r5)]
(7077, 2918, 2215, 3529, 2445, 1039, 2706, 5752, 3769, 6650, 6075, 3964)->[0, (0+2*r5), (3+1*r5), (-3+1*r5)]
(2528, 2433, 1924, 5417, 975, 976, 497, 3984, 3986, 2552, 157, 4127)->[2, (3+1*r5), -4, (3-1*r5)]
(2628, 2501, 5669, 2216, 3372, 4910, 5300, 5919, 3352, 2906, 4216, 3615)->[(1-1*r5), (0+2*r5), (1+1*r5), 4]
(1632, 2020, 741, 2411, 6731, 7183, 4464, 4787, 2644, 22, 5561, 3678)->[(1-1*r5), 2, (3-1*r5), (2+2*r5)]
(5987, 5801, 1535, 4460, 1997, 6923, 2687, 4273, 5970, 3829, 6844, 3519)->[(-3-1*r5), -4, 2, (-3+1*r5)]
(7109, 6150, 6887, 2408, 2956, 1489, 1271, 1369, 6906, 923, 2461, 159)->[(3-1*r5), 0, (-3-1*r5), (0+2*r5)]
(4866, 5442, 805, 3880, 6861, 2159, 784, 4785, 6768, 6778, 2682, 924)->[(-1-1*r5), (2-2*r5), (3+1*r5), 2]
(5635, 2468, 5732, 1734, 5546, 556, 1197, 3983, 2258, 5811, 4092, 2975)->[(-2+2*r5), 2, (-3-1*r5), (-1-1*r5)]
(4096, 2530, 2213, 5224, 1774, 2673, 2230, 3510, 3353, 5883, 3261, 5950)->[(-1+1*r5), -2, (-3+1*r5), (2+2*r5)]
(4550, 298, 7052, 5741, 6125, 6253, 3728, 5330, 4693, 1462, 2490, 1307)->[-2, (0+2*r5), (0+2*r5), -2]
(3745, 2789, 4299, 4717, 5363, 6485, 2870, 7127, 6554, 6143, 3516, 4831)->[(3+1*r5), -2, (-1-1*r5), (2-2*r5)]
(4547, 4421, 1990, 2863, 5744, 3313, 3985, 4178, 4978, 2357, 6513, 5882)->[2, 6, 2, -2]
(4480, 3010, 4547, 4421, 2953, 1994, 5324, 6096, 789, 886, 503, 6910)->[2, (2+2*r5), (3-1*r5), (1-1*r5)]
(33, 5668, 6662, 332, 2349, 2350, 5456, 6069, 1622, 6583, 953, 2842)->[-2, (3-1*r5), (-3-1*r5), 4]
(5248, 6880, 4472, 295, 5032, 2220, 5836, 2289, 5297, 856, 3579, 6972)->[4, (1+1*r5), (0-2*r5), (-1+1*r5)]
(3393, 6502, 4845, 750, 2799, 594, 4274, 6099, 5141, 7156, 5688, 1402)->[-2, (2+2*r5), (3-1*r5), (1-1*r5)]
(5570, 6329, 3978, 4267, 2892, 6128, 1649, 788, 6645, 2040, 3513, 3163)->[0, (1-1*r5), (-1-1*r5), 6]
(3845, 6983, 4616, 621, 1390, 5421, 6071, 822, 4214, 5174, 1118, 5119)->[2, (2-2*r5), (1+1*r5), (3+1*r5)]
(1797, 2917, 1161, 1773, 6991, 6672, 1265, 5747, 2773, 4857, 4890, 1692)->[2, (-1+1*r5), (-2-2*r5), (3-1*r5)]
(5058, 4294, 4231, 5993, 2160, 2935, 3929, 2073, 5339, 1948, 4382, 4415)->[0, (-2-2*r5), (2-2*r5), 0]
(2753, 5957, 3975, 2856, 4839, 6827, 558, 5777, 1108, 118, 4920, 5695)->[2, (3+1*r5), (2-2*r5), (1+1*r5)]
(3297, 5923, 4330, 6282, 6221, 591, 4029, 3095, 1941, 2295, 6012, 669)->[(-3+1*r5), 2, -4, (3+1*r5)]
(3169, 163, 1156, 3876, 5126, 1991, 6021, 6410, 1419, 5230, 6234, 2238)->[-2, (-3-1*r5), -4, (-3+1*r5)]
(3139, 4678, 5734, 6026, 6478, 1743, 2736, 6771, 6420, 1435, 5181, 2046)->[(2-2*r5), 0, 0, (-2-2*r5)]
(1216, 1250, 2018, 3555, 359, 2347, 6638, 1616, 7089, 1109, 5369, 3583)->[-4, (3-1*r5), -2, (-3-1*r5)]
(1472, 6757, 1446, 3174, 872, 6345, 1547, 2380, 3506, 5140, 7071, 3199)->[(1+1*r5), -6, 0, (1-1*r5)]
(5152, 1921, 3011, 6572, 4336, 6609, 6770, 564, 3701, 1879, 1400, 2783)->[(-1-1*r5), -2, (-2+2*r5), (-3-1*r5)]
(6913, 422, 1927, 5576, 4044, 1324, 4751, 7121, 4211, 7065, 1149, 7007)->[2, (2+2*r5), (3-1*r5), (-1+1*r5)]
(4064, 6752, 4617, 299, 3084, 6573, 463, 4209, 2548, 6388, 3255, 4186)->[(-3-1*r5), (-2+2*r5), -2, (-1-1*r5)]
(4867, 6755, 6181, 774, 3437, 3503, 3536, 305, 6671, 2228, 3348, 3959)->[0, (2-2*r5), 0, (-2-2*r5)]
(4579, 5446, 1099, 4973, 145, 5905, 5044, 4341, 1974, 2168, 5657, 2941)->[0, (0-2*r5), (-3-1*r5), (3-1*r5)]
(2880, 3520, 389, 1064, 171, 2860, 4685, 5520, 2225, 2198, 1532, 1087)->[-4, -4, 0, 4]
(6789, 1608, 2702, 6045, 6127, 4019, 2773, 4822, 5398, 1692, 3933, 2399)->[(-2+2*r5), 0, (-2-2*r5), 0]
(4162, 4388, 3589, 391, 4075, 4301, 3024, 4212, 181, 2646, 6362, 3611)->[(0+2*r5), (-1+1*r5), -4, (-1-1*r5)]
(5220, 550, 2183, 6380, 2894, 207, 6354, 1240, 89, 6043, 60, 6943)->[(-3-1*r5), (3-1*r5), 0, (0-2*r5)]
(4281, 3017, 4169, 2571, 6701, 4623, 4847, 2515, 5908, 6873, 1719, 3225)->[-2, (0-2*r5), (0+2*r5), -2]
(1922, 4261, 11, 5740, 5453, 6162, 3027, 4373, 3482, 5564, 1438, 1983)->[4, -2, (3+1*r5), (-3+1*r5)]
(6634, 1643, 2701, 4749, 4862, 528, 5550, 3895, 5144, 3933, 3614, 2399)->[2, (1-1*r5), (-2-2*r5), (3-1*r5)]
(637, 4250, 4361, 4506, 5745, 2902, 6808, 1146, 7004, 3677, 5598, 607)->[(0-2*r5), 4, (1+1*r5), (-1+1*r5)]
(3906, 1796, 2084, 934, 6859, 556, 6381, 272, 3889, 2258, 4370, 1558)->[2, 2, (0-2*r5), (0-2*r5)]
(1249, 3045, 488, 4968, 458, 5322, 2060, 4463, 7023, 3091, 6391, 5785)->[-4, (0+2*r5), (1-1*r5), (-1-1*r5)]
(3872, 6528, 2658, 6816, 6340, 749, 270, 6863, 2837, 4440, 91, 799)->[(0+2*r5), (1-1*r5), -4, (1+1*r5)]
(3107, 4580, 4681, 6314, 3852, 80, 2320, 6580, 5271, 2715, 1212, 1182)->[(3+1*r5), 2, (1+1*r5), (2-2*r5)]
(3489, 5989, 1193, 4043, 5949, 6798, 1203, 916, 277, 2071, 829, 7006)->[0, (-3-1*r5), (3-1*r5), (0-2*r5)]
(1830, 2630, 6727, 1802, 4202, 3468, 6190, 2607, 1201, 2615, 1018, 351)->[(-1+1*r5), (1+1*r5), 0, -6]
(5345, 68, 2088, 5579, 3247, 5359, 5776, 1651, 2452, 1207, 1816, 6426)->[0, (-1-1*r5), 6, (-1+1*r5)]
(4865, 3269, 2280, 3752, 3308, 3533, 6704, 4466, 4406, 2616, 413, 6328)->[(-3-1*r5), (1+1*r5), (-2+2*r5), -2]
(5312, 6720, 2019, 5802, 430, 2770, 5523, 3732, 4853, 667, 1788, 3229)->[(-1+1*r5), 4, (0+2*r5), (1+1*r5)]
(3330, 5223, 1160, 4714, 2416, 1301, 1623, 6525, 3194, 731, 604, 4407)->[0, 0, (-2-2*r5), (-2+2*r5)]
(480, 995, 2531, 6659, 583, 3722, 6571, 6639, 3408, 401, 948, 3773)->[(3-1*r5), (0-2*r5), 0, (3+1*r5)]
(5507, 4068, 4648, 2313, 3631, 2351, 1455, 4911, 6067, 6934, 2491, 3999)->[(-1-1*r5), -2, (2-2*r5), (-3-1*r5)]
(1856, 3968, 4037, 5926, 5707, 1871, 5071, 3025, 6554, 5658, 3898, 4831)->[(3+1*r5), (-1-1*r5), (2-2*r5), -2]
(674, 2594, 5346, 4811, 2509, 1326, 1391, 48, 4367, 5998, 4536, 4477)->[(-1+1*r5), (0-2*r5), (-1-1*r5), -4]
(1345, 2691, 5571, 582, 5255, 5807, 3984, 851, 1365, 1911, 2552, 5342)->[2, (3+1*r5), -4, (-3+1*r5)]
(318, 5378, 1699, 4868, 4295, 6023, 6604, 5551, 4280, 5661, 894, 1247)->[2, (-2-2*r5), (3-1*r5), (-1+1*r5)]
(1825, 3105, 1827, 6051, 4039, 2760, 6824, 7119, 1041, 3447, 892, 1085)->[(-3+1*r5), 4, (-3-1*r5), -2]
(4738, 4292, 4711, 3272, 3787, 5931, 113, 1491, 308, 3221, 4630, 5310)->[(0+2*r5), (3+1*r5), 0, (3-1*r5)]
(2049, 2248, 43, 5676, 3152, 4856, 4437, 5595, 4158, 1530, 4251, 2206)->[(2+2*r5), (1-1*r5), (-3+1*r5), -2]
(4544, 4420, 5061, 1577, 2987, 908, 3499, 7056, 1842, 3731, 6322, 4760)->[-2, -4, (3-1*r5), (-3-1*r5)]
(5217, 7138, 3656, 2185, 5419, 5838, 6612, 2325, 1022, 55, 3413, 3326)->[-2, (2-2*r5), (-1-1*r5), (3+1*r5)]
(2720, 449, 1346, 6210, 3012, 4965, 2087, 3562, 2511, 3920, 436, 791)->[4, (0+2*r5), (-1+1*r5), (1+1*r5)]
(2817, 4194, 3303, 618, 7019, 3532, 4652, 3054, 5901, 979, 3294, 319)->[(-1-1*r5), 4, (-1+1*r5), (0-2*r5)]
(2304, 4963, 4295, 2089, 3050, 2155, 4496, 2324, 1014, 3191, 4410, 894)->[(3-1*r5), (-2-2*r5), (-1+1*r5), 2]
(7041, 5927, 1130, 1291, 5995, 2446, 3087, 4302, 5903, 7060, 2459, 287)->[(-1+1*r5), (3-1*r5), (2+2*r5), -2]
(4769, 550, 2599, 3014, 1067, 6123, 2548, 1685, 89, 4186, 2523, 1374)->[(-3-1*r5), 2, (-3+1*r5), -4]
(5760, 7140, 3639, 5510, 967, 7053, 3790, 1904, 2802, 595, 2967, 3383)->[4, (3-1*r5), -2, (-3-1*r5)]
(6337, 4933, 1388, 4944, 4625, 2098, 4275, 4984, 6427, 1916, 1789, 5118)->[(1+1*r5), -2, (-2+2*r5), (-3-1*r5)]
(2048, 4224, 5472, 742, 1802, 1261, 6256, 1490, 1495, 1018, 1147, 6239)->[2, 4, (3-1*r5), (-3-1*r5)]
(579, 1251, 1350, 3431, 1871, 3538, 1140, 5652, 4632, 5658, 573, 2463)->[(3+1*r5), -4, -2, (-3+1*r5)]
(2721, 3013, 3526, 7163, 328, 6985, 782, 5175, 6202, 1659, 6364, 926)->[0, (3+1*r5), (3-1*r5), (0+2*r5)]
(704, 6502, 6826, 3757, 4845, 6418, 1043, 947, 6292, 2518, 3514, 4156)->[(1-1*r5), (2+2*r5), 2, (-3+1*r5)]
(643, 3525, 325, 5349, 5853, 4301, 5133, 181, 4310, 6646, 4509, 6110)->[(3+1*r5), 2, (-1-1*r5), (2-2*r5)]
(6561, 5160, 5576, 2444, 4206, 5710, 6607, 4211, 4564, 7030, 2268, 3069)->[(-1+1*r5), (2+2*r5), 2, (3-1*r5)]
(4032, 4931, 4649, 3312, 3857, 4528, 6036, 1045, 790, 4792, 955, 6652)->[2, (-3+1*r5), (-1+1*r5), (2+2*r5)]
(2720, 1959, 3305, 843, 1964, 3404, 6480, 5041, 2227, 436, 7158, 6840)->[(0+2*r5), (0+2*r5), 2, 2]
(3073, 4964, 1417, 394, 4146, 1075, 5810, 7122, 4566, 888, 6845, 6136)->[(0+2*r5), (0-2*r5), 2, -2]
(1537, 834, 5860, 261, 4457, 5677, 6258, 5109, 3670, 1849, 1817, 890)->[(3+1*r5), 0, (0+2*r5), (-3+1*r5)]
(3393, 1864, 3753, 2826, 6440, 716, 6568, 6099, 2327, 183, 6716, 2974)->[-2, (2+2*r5), (-3+1*r5), (1-1*r5)]
(5400, 4706, 6338, 1030, 5584, 4723, 4660, 1878, 3382, 1752, 4982, 1211)->[(-2+2*r5), (-3-1*r5), (1+1*r5), 2]
(260, 2054, 295, 1640, 237, 3022, 2289, 6226, 5366, 6870, 504, 1726)->[(0+2*r5), 2, (0-2*r5), 2]
(4801, 1858, 2281, 4080, 4465, 5680, 2323, 5107, 149, 1078, 2487, 5303)->[-2, (-2+2*r5), (1+1*r5), (3+1*r5)]
(4352, 5788, 3874, 2790, 3401, 2475, 718, 5759, 4889, 3421, 2525, 5535)->[-2, -2, (0-2*r5), (0-2*r5)]
(4961, 6309, 3847, 6312, 6379, 1133, 6286, 6900, 1368, 4187, 6685, 3070)->[(-3+1*r5), 2, (-2-2*r5), (1-1*r5)]
(6564, 2373, 5638, 682, 3435, 2634, 3148, 4235, 6321, 6775, 5822, 5599)->[-6, 0, (1+1*r5), (1-1*r5)]
(3680, 3840, 1607, 6087, 4137, 6413, 2766, 846, 178, 3319, 3001, 3774)->[(0-2*r5), (1-1*r5), -4, (1+1*r5)]
(1569, 3969, 6274, 6117, 3078, 6055, 136, 5706, 1968, 2964, 3924, 4116)->[(2+2*r5), 2, (-1+1*r5), (-3+1*r5)]
(1026, 1449, 4009, 619, 7115, 1790, 2927, 1681, 3153, 342, 1054, 4735)->[6, (-1-1*r5), (-1+1*r5), 0]
(6240, 513, 4483, 1351, 3495, 266, 6603, 815, 240, 6063, 6095, 30)->[(0+2*r5), (-3-1*r5), 0, (3-1*r5)]
(2880, 3266, 5766, 7080, 2156, 5358, 531, 533, 2710, 7031, 4349, 1087)->[(-1-1*r5), -4, (1-1*r5), (0+2*r5)]
(5026, 6435, 6466, 6594, 1479, 1992, 679, 4712, 4048, 5808, 4568, 3101)->[(-1-1*r5), (3+1*r5), 2, (2-2*r5)]
(64, 1765, 5735, 1800, 3690, 1644, 7119, 4309, 6805, 3447, 4283, 3004)->[(3-1*r5), 4, (-3-1*r5), -2]
(390, 2075, 201, 6600, 4107, 5998, 3856, 4626, 4536, 6265, 2939, 7167)->[0, -4, -4, -4]
(3137, 2823, 840, 7081, 5386, 2222, 5392, 6193, 4243, 5209, 2620, 3487)->[(3-1*r5), 2, (2+2*r5), (-1+1*r5)]
(3681, 2430, 4097, 2590, 6697, 3019, 4942, 1266, 5203, 7028, 2203, 2846)->[(-3+1*r5), -4, (-3-1*r5), -2]
(962, 6883, 6533, 4200, 4232, 3754, 6059, 1232, 2801, 307, 4475, 5215)->[-6, (1-1*r5), 0, (1+1*r5)]
(5248, 2337, 3170, 2115, 260, 2054, 2023, 5032, 6444, 786, 3762, 7090)->[4, 2, (-3-1*r5), (3-1*r5)]
(6208, 3882, 588, 1804, 2221, 6777, 147, 119, 6393, 5050, 3197, 5567)->[(-2+2*r5), (1+1*r5), -2, (-3-1*r5)]
(5064, 2893, 1934, 270, 6576, 2739, 4150, 4375, 6518, 91, 5851, 6683)->[4, 0, -4, 4]
(5826, 2437, 5285, 3720, 459, 6731, 5327, 4787, 6744, 5433, 3226, 2591)->[(-3+1*r5), (-1+1*r5), 2, (2+2*r5)]
(5506, 1191, 1611, 6476, 1134, 206, 5390, 1457, 5874, 3635, 3669, 3006)->[(3-1*r5), (-2-2*r5), (-1+1*r5), -2]
(5121, 1955, 5187, 5508, 6213, 399, 4403, 661, 3926, 2106, 5821, 1407)->[4, (0-2*r5), (1-1*r5), (-1-1*r5)]
(2083, 6631, 3118, 559, 3823, 6928, 7129, 3029, 5721, 2652, 1181, 6462)->[0, (1-1*r5), (1+1*r5), -6]
(5051, 742, 6727, 4040, 2122, 3468, 4332, 6796, 2354, 858, 1147, 6781)->[(3-1*r5), (0+2*r5), 0, (-3-1*r5)]
(2690, 808, 4361, 1514, 6156, 6846, 5615, 849, 5301, 5689, 5598, 5087)->[(-1-1*r5), (0+2*r5), 4, (-1+1*r5)]
(2336, 5573, 1384, 2857, 7050, 142, 6734, 498, 3730, 5819, 3836, 1341)->[(0-2*r5), (-1+1*r5), 4, (1+1*r5)]
(294, 6024, 2057, 5611, 3662, 4975, 1330, 4372, 6680, 5466, 700, 6684)->[(0+2*r5), (-3+1*r5), (-3-1*r5), 0]
(292, 3557, 6629, 6153, 3562, 6157, 3920, 3729, 692, 4951, 3550, 4895)->[(1+1*r5), 4, (-1+1*r5), (0+2*r5)]
(3136, 5126, 3881, 5230, 944, 5969, 2002, 3324, 1366, 3864, 3899, 2492)->[-2, (-3-1*r5), -4, (3-1*r5)]
(4192, 6243, 2121, 3369, 3946, 6129, 4530, 2517, 4821, 2200, 2012, 2750)->[(3-1*r5), (-1+1*r5), -2, (-2-2*r5)]
(5636, 4997, 3048, 105, 6538, 1675, 6413, 2766, 7152, 820, 3476, 1279)->[(-1-1*r5), (1-1*r5), (0-2*r5), 4]
(3671, 1034, 3050, 1740, 5610, 911, 1010, 5075, 1014, 3575, 58, 4701)->[(-3+1*r5), (-2-2*r5), (-1+1*r5), 2]
(4288, 1634, 1123, 4, 5381, 2246, 6660, 1741, 2703, 1779, 3092, 1527)->[-2, (-1+1*r5), (2+2*r5), (-3+1*r5)]
(519, 1963, 2253, 4653, 6349, 7025, 1910, 1175, 2680, 2047, 2526, 1311)->[(2+2*r5), 0, (-2+2*r5), 0]
(3193, 5985, 5733, 6411, 46, 3609, 7055, 1682, 5011, 1176, 1305, 542)->[2, (-2+2*r5), (-1-1*r5), (3+1*r5)]
(6563, 6533, 3754, 4746, 4462, 6958, 1552, 2161, 4691, 6931, 7093, 4378)->[(-2-2*r5), (1-1*r5), (-3+1*r5), 2]
(3234, 869, 5351, 2505, 4077, 2614, 87, 25, 4474, 4412, 6494, 3967)->[-2, (-3+1*r5), (3+1*r5), -4]
(450, 900, 7014, 4841, 522, 2762, 4077, 1618, 2610, 2614, 7068, 6173)->[(-1-1*r5), (1-1*r5), (0+2*r5), -4]
(320, 3264, 578, 5218, 651, 5772, 5101, 3291, 6765, 4497, 1940, 2171)->[-2, (3+1*r5), -4, (3-1*r5)]
(4573, 6368, 165, 4774, 2920, 1836, 4621, 16, 2963, 3700, 2556, 1981)->[(0+2*r5), (1-1*r5), 4, (1+1*r5)]
(5952, 4869, 1928, 7016, 3914, 2958, 3727, 2547, 2677, 2843, 7101, 4767)->[-2, (1-1*r5), (-2-2*r5), (3-1*r5)]
(6500, 2533, 4613, 73, 1659, 782, 7182, 5200, 1716, 3956, 603, 3805)->[0, 6, (-1+1*r5), (1+1*r5)]
(6373, 518, 39, 3015, 235, 493, 7120, 3473, 4501, 5115, 3132, 1151)->[2, (3+1*r5), 4, (-3+1*r5)]
(2882, 547, 2344, 4670, 4734, 2096, 5009, 1815, 5239, 6041, 3102, 6527)->[(1-1*r5), -2, (-3+1*r5), (2+2*r5)]
(2176, 4448, 6819, 3878, 2567, 1192, 3176, 1483, 2094, 5966, 1172, 189)->[(1-1*r5), (0+2*r5), (-1-1*r5), -4]
(6399, 7, 1480, 3849, 3306, 6188, 5457, 2386, 2899, 7058, 7196, 5375)->[4, (-1+1*r5), (1+1*r5), (0-2*r5)]
(2946, 3522, 5542, 1865, 2410, 6839, 6742, 1367, 3484, 7194, 1020, 1564)->[-2, -6, -2, -2]
(2402, 6495, 7142, 5130, 6767, 2001, 3634, 4273, 5880, 2522, 4604, 3519)->[(-3-1*r5), (-1-1*r5), (-2+2*r5), -2]
(6785, 4162, 2787, 1375, 6056, 3630, 4242, 4404, 3611, 283, 670, 2143)->[4, 0, -4, -4]
(2499, 3301, 6469, 807, 3471, 2576, 4624, 2260, 5557, 4726, 120, 1338)->[0, 0, (2+2*r5), (-2+2*r5)]
(3109, 6622, 1386, 3755, 5389, 4110, 4917, 1463, 1626, 6938, 572, 3038)->[(3+1*r5), 2, (3-1*r5), -4]
(1570, 4098, 2276, 4867, 1894, 524, 5275, 5774, 6611, 3348, 1560, 3387)->[(-1+1*r5), -2, (-3+1*r5), (-2-2*r5)]
(4743, 4684, 2318, 1267, 5652, 2006, 1783, 4632, 5305, 570, 190, 1663)->[(3+1*r5), -4, -2, (3-1*r5)]
(1186, 2275, 3843, 1351, 3721, 1356, 6095, 5648, 1233, 2387, 4533, 5628)->[4, (-3-1*r5), (-3+1*r5), 2]
(1602, 6822, 712, 6283, 4428, 6124, 2031, 1328, 2101, 4919, 6714, 5597)->[(2-2*r5), (1+1*r5), -2, (-3-1*r5)]
(2688, 3940, 1032, 2952, 3625, 2379, 4266, 6409, 6924, 2294, 3742, 639)->[(3-1*r5), 2, 4, (-3-1*r5)]
(2148, 3268, 70, 2855, 7174, 6585, 6252, 2957, 6795, 4049, 819, 4697)->[(-1+1*r5), (0-2*r5), (1+1*r5), 4]
(512, 3491, 3464, 2826, 3694, 2799, 2067, 6967, 7000, 1402, 4667, 2974)->[(2-2*r5), (2+2*r5), 0, 0]
(4389, 3945, 4459, 76, 2544, 689, 3826, 2099, 5267, 1878, 6135, 5400)->[2, (-3-1*r5), 4, (3-1*r5)]
(737, 6529, 6148, 3430, 1511, 5324, 333, 239, 3985, 6513, 886, 3798)->[(3-1*r5), (2+2*r5), (-1+1*r5), -2]
(2234, 969, 2344, 1227, 1579, 5815, 5742, 6472, 3217, 3505, 1815, 282)->[-2, (-3+1*r5), (1-1*r5), (2+2*r5)]
(833, 6689, 2858, 2572, 1553, 2833, 6673, 3258, 5947, 4732, 4733, 3582)->[(0-2*r5), 0, (-3+1*r5), (3+1*r5)]
(2875, 3459, 5284, 6883, 2315, 2669, 6319, 5841, 307, 470, 443, 5020)->[(-3-1*r5), -2, (-3+1*r5), 4]
(6624, 2887, 6635, 4780, 4525, 3919, 2672, 3825, 1426, 5616, 5681, 28)->[-2, 4, (-3+1*r5), (3+1*r5)]
(5799, 3342, 273, 1874, 3185, 3636, 5013, 694, 4790, 411, 1917, 2719)->[(0+2*r5), (1+1*r5), (1-1*r5), -4]
(5377, 4516, 2693, 5257, 6797, 4654, 5459, 5846, 3415, 5307, 3708, 3870)->[(3-1*r5), 0, (3+1*r5), (0-2*r5)]
(1152, 6817, 6756, 2469, 3846, 7014, 3688, 1136, 1777, 405, 7068, 6015)->[-4, 0, 4, -4]
(5025, 1603, 2403, 1125, 6558, 4234, 720, 468, 2232, 26, 4827, 4350)->[(-2-2*r5), 0, (2-2*r5), 0]
(5605, 6629, 2539, 2541, 3374, 2511, 6157, 3474, 791, 348, 1661, 6654)->[4, 4, 0, 4]
(4896, 382, 3271, 4521, 5801, 2668, 5420, 274, 5970, 5880, 606, 6495)->[(0-2*r5), -4, (1+1*r5), (1-1*r5)]
(6467, 5221, 2439, 2568, 1546, 5004, 6798, 755, 6196, 3287, 5949, 5951)->[(-3+1*r5), (-3-1*r5), 2, -4]
(2338, 3972, 3918, 912, 1109, 53, 5783, 5272, 5369, 2589, 3486, 4191)->[-4, (-1+1*r5), (-1-1*r5), (0-2*r5)]
(866, 5432, 135, 5002, 460, 6479, 2033, 3573, 438, 1304, 3033, 3260)->[(0-2*r5), (-1+1*r5), -4, (1+1*r5)]
(2144, 3488, 4612, 5061, 3433, 2987, 1164, 2735, 5935, 4696, 1881, 6172)->[(-1-1*r5), -4, (-1+1*r5), (0-2*r5)]
(2115, 4472, 2117, 2981, 6667, 7116, 7090, 5366, 2391, 504, 6972, 4479)->[(1+1*r5), (-2+2*r5), (-3-1*r5), 2]
(4418, 2247, 6729, 3115, 2319, 1424, 2480, 243, 981, 4405, 5813, 2142)->[(3+1*r5), 4, -2, (3-1*r5)]
(5928, 2153, 4138, 5003, 2765, 4207, 6300, 3794, 2836, 1908, 2716, 6782)->[(1-1*r5), 0, -6, (-1-1*r5)]
(4891, 2082, 36, 2756, 134, 6950, 1416, 6286, 2129, 824, 4187, 733)->[0, (-2+2*r5), (-2-2*r5), 0]
(4610, 1091, 1733, 6570, 2219, 1713, 3410, 4915, 4215, 5818, 5915, 2364)->[4, -4, -4, 0]
(1794, 5251, 810, 1132, 2348, 4686, 2287, 6190, 1201, 5809, 6706, 6686)->[(-1+1*r5), 2, (3-1*r5), (-2-2*r5)]
(615, 5503, 713, 5933, 6578, 4436, 5620, 4598, 2647, 5049, 3162, 2207)->[(1-1*r5), (0-2*r5), (1+1*r5), 4]
(1955, 1126, 3116, 5613, 6094, 3025, 1396, 1140, 3318, 3898, 5821, 2463)->[(0+2*r5), (0-2*r5), -2, -2]
(128, 1700, 933, 106, 363, 1294, 1299, 6708, 2937, 5370, 5981, 3263)->[(-1-1*r5), (-3-1*r5), 2, (-2+2*r5)]
(2368, 1762, 2626, 2022, 7151, 7158, 6840, 2553, 6490, 1115, 2172, 2175)->[(3+1*r5), (1+1*r5), (-2+2*r5), 2]
(1406, 5347, 3512, 2220, 2426, 2479, 2480, 2929, 856, 2042, 4027, 2142)->[(0+2*r5), 4, (-1-1*r5), (-1+1*r5)]
(1793, 4898, 676, 2853, 966, 774, 1894, 6181, 1035, 5774, 949, 3990)->[(-1+1*r5), -2, (3-1*r5), (-2-2*r5)]
(5475, 3492, 4837, 2791, 1639, 4360, 4876, 2829, 5516, 2165, 3638, 2265)->[4, 4, 4, 0]
(5728, 2529, 6626, 5476, 1073, 1939, 5236, 5525, 7191, 5913, 4379, 5884)->[(2+2*r5), (-3+1*r5), -2, (-1+1*r5)]
(5608, 969, 1649, 3505, 1589, 6645, 5239, 664, 6331, 508, 4734, 6367)->[(-3+1*r5), (1-1*r5), -2, (2+2*r5)]
(5187, 3685, 358, 6213, 1708, 5053, 4948, 2201, 2427, 3135, 1342, 2623)->[4, -4, 0, -4]
(5505, 1638, 1005, 2543, 2355, 1333, 1813, 3127, 440, 3322, 987, 3803)->[(-2-2*r5), (-1+1*r5), (3-1*r5), 2]
(290, 195, 4099, 4167, 2345, 3371, 6732, 5805, 3253, 2649, 6588, 2495)->[0, (-3+1*r5), (0+2*r5), (3+1*r5)]
(5025, 5701, 264, 1098, 4234, 5423, 2864, 6295, 2744, 5180, 3005, 1503)->[(-2-2*r5), (3-1*r5), -2, (-1+1*r5)]
(4313, 389, 5577, 363, 6956, 5520, 7153, 3442, 6642, 982, 7063, 2937)->[-4, (0-2*r5), (-1+1*r5), (1+1*r5)]
(354, 7044, 4365, 6034, 5022, 5204, 6740, 7126, 1688, 4028, 2654, 3455)->[-2, 2, 2, -6]
(200, 616, 426, 42, 7179, 2445, 5263, 5982, 5752, 6651, 2396, 3934)->[0, (1+1*r5), 6, (1-1*r5)]
(6080, 1889, 2147, 7017, 6794, 2680, 110, 2582, 6966, 2360, 5693, 2526)->[(2+2*r5), (-3+1*r5), 2, (-1+1*r5)]
(1, 4418, 5347, 2664, 6729, 1387, 2479, 6290, 7155, 3350, 187, 61)->[(0+2*r5), (0+2*r5), -2, 2]
(1664, 2752, 7072, 483, 5157, 3431, 4743, 3538, 1267, 2229, 4759, 1595)->[6, (-1-1*r5), (1-1*r5), 0]
(6303, 1666, 1957, 5631, 4750, 7056, 2737, 6322, 5046, 4955, 6875, 2271)->[-2, -4, (-3+1*r5), (-3-1*r5)]
(70, 4458, 429, 6350, 623, 3119, 4049, 4245, 6549, 2137, 3003, 860)->[2, (0-2*r5), 2, (0+2*r5)]
(5125, 2886, 3046, 6565, 5647, 2128, 2385, 4497, 1940, 566, 5431, 3839)->[-2, (3+1*r5), -4, (-3+1*r5)]
(1504, 5511, 3976, 6088, 5040, 1905, 2868, 5493, 5655, 6040, 6140, 7134)->[(-3+1*r5), (1-1*r5), 2, (2+2*r5)]
