(1025, 1161, 779, 659, 661, 662, 279, 792, 925, 1057, 674, 419, 937, 436, 1077, 438, 58, 828, 701, 1087, 66, 968, 717, 976, 1110, 1113, 731, 733, 883, 1150)->[0, (-1-1*r5), 2, (1-1*r5)]
(650, 395, 523, 653, 658, 1046, 151, 26, 156, 543, 672, 1055, 174, 430, 690, 951, 316, 321, 69, 1093, 584, 462, 606, 610, 228, 364, 884, 1140, 891, 895)->[0, -2, (1-1*r5), (-1-1*r5)]
(641, 642, 4, 141, 657, 21, 283, 804, 935, 427, 1072, 824, 569, 60, 323, 456, 74, 83, 853, 86, 601, 478, 484, 743, 361, 1002, 1005, 500, 252, 125)->[(1-1*r5), (1+1*r5), 0, 2]
(512, 783, 911, 276, 916, 1046, 919, 1176, 1055, 932, 551, 296, 1064, 940, 557, 174, 430, 562, 51, 826, 65, 833, 199, 206, 467, 610, 104, 1129, 634, 511)->[0, (-1-1*r5), -2, (1-1*r5)]
(768, 519, 1162, 528, 667, 546, 1058, 1063, 680, 691, 823, 1086, 844, 974, 725, 87, 986, 91, 1114, 612, 488, 365, 1134, 239, 243, 1012, 1141, 1018, 763, 767)->[0, (1-1*r5), (-1-1*r5), 2]
(128, 901, 520, 140, 910, 15, 19, 418, 802, 165, 1062, 809, 173, 184, 699, 966, 967, 585, 459, 1102, 723, 212, 352, 1123, 740, 616, 746, 1131, 495, 633)->[0, (1+1*r5), -2, (1-1*r5)]
(128, 896, 902, 13, 15, 17, 25, 927, 1183, 418, 683, 428, 693, 54, 1084, 583, 967, 209, 1105, 595, 88, 346, 742, 103, 746, 1132, 750, 880, 120, 636)->[0, (-1+1*r5), (-1-1*r5), -2]
(259, 771, 901, 20, 278, 534, 1022, 286, 418, 676, 685, 54, 705, 578, 837, 966, 714, 209, 723, 212, 985, 476, 1125, 486, 103, 1010, 371, 120, 122, 890)->[2, 2, -2, -2]
(393, 522, 396, 910, 271, 1175, 152, 537, 1180, 802, 935, 813, 824, 955, 190, 960, 82, 213, 86, 853, 1109, 989, 1118, 352, 736, 484, 616, 368, 633, 383)->[-2, (1+1*r5), (1-1*r5), 0]
(128, 897, 520, 393, 656, 913, 282, 284, 926, 290, 35, 36, 809, 173, 565, 443, 960, 1098, 75, 213, 345, 346, 347, 858, 620, 1132, 750, 880, 633, 383)->[(1-1*r5), 2, (-1-1*r5), 0]
(130, 387, 773, 785, 1042, 790, 1048, 1179, 161, 425, 298, 307, 948, 702, 449, 707, 839, 72, 330, 331, 721, 850, 1106, 855, 730, 602, 238, 1144, 1017, 894)->[(1+1*r5), (-1+1*r5), 2, 0]
(129, 1155, 1161, 659, 1049, 541, 674, 1060, 423, 424, 688, 177, 436, 567, 954, 1090, 1092, 841, 593, 1107, 724, 470, 1113, 477, 609, 994, 241, 1014, 1142, 380)->[2, (-1-1*r5), (-1+1*r5), 0]
(644, 134, 1030, 651, 398, 533, 153, 796, 41, 688, 310, 1080, 961, 326, 1100, 589, 590, 1101, 593, 594, 1107, 724, 219, 605, 477, 734, 224, 101, 489, 893)->[2, -2, 2, 2]
(135, 908, 1165, 398, 143, 18, 1047, 291, 1193, 170, 822, 1080, 315, 959, 322, 454, 201, 457, 460, 205, 590, 1100, 596, 1115, 350, 94, 862, 489, 632, 121)->[(-1+1*r5), 0, 2, (1+1*r5)]
(650, 653, 1176, 927, 1183, 677, 296, 1064, 428, 812, 430, 947, 437, 952, 445, 1085, 191, 69, 1093, 464, 1105, 722, 595, 599, 348, 483, 1004, 1016, 638, 511)->[0, (1-1*r5), (-1-1*r5), -2]
(896, 266, 1035, 652, 17, 19, 278, 409, 797, 421, 1062, 939, 301, 685, 696, 56, 1084, 196, 720, 209, 723, 471, 1117, 482, 746, 1131, 497, 755, 122, 892)->[0, 2, (1-1*r5), (-1-1*r5)]
