Face([21, 5, 30])
Face([54, 66, 90])
Face([40, 25, 113])
Face([57, 6, 22])
Face([4, 91, 55])
Face([75, 58, 77])
Face([54, 112, 74])
Face([53, 99, 92])
Face([3, 69, 14])
Face([51, 27, 84])
Face([55, 91, 61])
Face([50, 8, 69])
Face([2, 21, 30])
Face([10, 100, 12])
Face([11, 25, 95])
Face([89, 33, 115])
Face([23, 112, 36])
Face([56, 64, 108])
Face([77, 115, 95])
Face([25, 118, 46])
Face([84, 81, 18])
Face([114, 85, 61])
Face([103, 97, 76])
Face([74, 67, 12])
Face([81, 26, 46])
Face([11, 41, 23])
Face([32, 73, 25])
Face([50, 97, 61])
Face([32, 74, 15])
Face([102, 81, 82])
Face([88, 70, 103])
Face([8, 85, 102])
Face([72, 107, 49])
Face([47, 96, 55])
Face([93, 53, 5])
Face([39, 115, 71])
Face([83, 56, 117])
Face([94, 33, 115])
Face([47, 35, 119])
Face([72, 92, 5])
Face([24, 49, 103])
Face([10, 24, 116])
Face([47, 78, 70])
Face([80, 48, 29])
Face([47, 20, 78])
Face([80, 29, 78])
Face([32, 75, 74])
Face([59, 17, 87])
Face([37, 110, 71])
Face([69, 8, 85])
Face([41, 82, 84])
Face([50, 48, 45])
Face([47, 96, 119])
Face([2, 50, 30])
Face([0, 52, 39])
Face([50, 48, 83])
Face([52, 9, 53])
Face([21, 33, 92])
Face([86, 106, 88])
Face([16, 82, 108])
Face([55, 19, 45])
Face([89, 43, 100])
Face([119, 43, 101])
Face([103, 76, 70])
Face([4, 90, 44])
Face([55, 97, 91])
Face([83, 104, 109])
Face([16, 84, 105])
Face([31, 60, 79])
Face([6, 36, 69])
Face([74, 58, 75])
Face([7, 28, 77])
Face([73, 118, 87])
Face([34, 24, 103])
Face([69, 114, 61])
Face([53, 99, 111])
Face([44, 26, 19])
Face([102, 104, 18])
Face([75, 58, 12])
Face([89, 33, 99])
Face([93, 64, 9])
Face([84, 82, 108])
Face([5, 64, 109])
Face([31, 35, 101])
Face([65, 89, 99])
Face([16, 9, 52])
Face([51, 84, 17])
Face([39, 105, 111])
Face([72, 53, 92])
Face([91, 12, 114])
Face([45, 48, 76])
Face([91, 116, 12])
Face([75, 43, 116])
Face([11, 40, 105])
Face([24, 33, 100])
Face([19, 26, 102])
Face([88, 76, 103])
Face([51, 59, 17])
Face([23, 62, 15])
Face([38, 97, 91])
Face([84, 18, 82])
Face([28, 65, 49])
Face([42, 80, 79])
Face([50, 8, 83])
Face([50, 61, 45])
Face([4, 96, 119])
Face([39, 115, 95])
Face([55, 96, 70])
Face([37, 22, 71])
Face([32, 75, 77])
Face([10, 33, 100])
Face([80, 88, 86])
Face([21, 92, 110])
Face([114, 112, 85])
Face([32, 58, 15])
Face([17, 27, 84])
Face([42, 18, 51])
Face([4, 96, 47])
Face([32, 77, 119])
Face([72, 92, 49])
Face([87, 35, 118])
Face([0, 11, 105])
Face([50, 8, 45])
Face([0, 11, 39])
Face([2, 3, 22])
Face([10, 33, 21])
Face([59, 9, 53])
Face([17, 113, 118])
Face([107, 49, 101])
Face([51, 17, 27])
Face([24, 43, 116])
Face([57, 67, 63])
Face([32, 95, 15])
Face([102, 18, 98])
Face([41, 62, 81])
Face([16, 9, 84])
Face([11, 40, 25])
Face([93, 64, 109])
Face([42, 80, 29])
Face([12, 58, 94])
Face([14, 68, 102])
Face([96, 43, 101])
Face([2, 50, 38])
Face([29, 48, 104])
Face([0, 57, 37])
Face([90, 26, 46])
Face([22, 117, 110])
Face([21, 34, 106])
Face([28, 49, 43])
Face([4, 119, 47])
Face([2, 34, 21])
Face([42, 48, 109])
Face([11, 25, 15])
Face([32, 74, 54])
Face([16, 56, 37])
Face([43, 49, 101])
Face([59, 107, 60])
Face([34, 24, 116])
Face([107, 28, 87])
Face([30, 83, 117])
Face([89, 24, 49])
Face([4, 44, 54])
Face([71, 33, 94])
Face([8, 104, 102])
Face([118, 35, 20])
Face([42, 109, 93])
Face([60, 118, 87])
Face([13, 36, 68])
Face([40, 73, 118])
Face([39, 63, 71])
Face([25, 113, 46])
Face([21, 106, 92])
Face([92, 89, 99])
Face([105, 40, 17])
Face([36, 112, 114])
Face([86, 109, 30])
Face([90, 19, 98])
Face([0, 52, 71])
Face([37, 56, 117])
Face([66, 25, 118])
Face([73, 25, 118])
Face([0, 71, 63])
Face([4, 96, 55])
Face([110, 33, 99])
Face([21, 33, 110])
Face([40, 73, 95])
Face([27, 81, 18])
Face([11, 40, 95])
Face([7, 89, 99])
Face([65, 111, 87])
Face([60, 27, 20])
Face([7, 73, 87])
Face([31, 78, 70])
Face([95, 58, 15])
Face([89, 49, 43])
Face([31, 35, 60])
Face([52, 99, 111])
Face([14, 85, 68])
Face([72, 88, 106])
Face([29, 104, 102])
Face([54, 25, 66])
Face([79, 27, 98])
Face([54, 25, 46])
Face([5, 92, 53])
Face([83, 56, 109])
Face([66, 73, 118])
Face([72, 53, 93])
Face([2, 117, 30])
Face([52, 9, 105])
Face([42, 48, 86])
Face([37, 57, 22])
Face([40, 17, 118])
Face([7, 111, 87])
Face([72, 65, 107])
Face([79, 18, 98])
Face([23, 57, 67])
Face([2, 117, 21])
Face([0, 41, 23])
Face([0, 16, 105])
Face([60, 35, 118])
Face([4, 66, 119])
Face([55, 45, 70])
Face([119, 43, 28])
Face([41, 105, 113])
Face([79, 80, 29])
Face([16, 56, 82])
Face([103, 97, 70])
Face([57, 71, 63])
Face([62, 81, 26])
Face([88, 101, 103])
Face([34, 50, 76])
Face([40, 73, 25])
Face([69, 83, 14])
Face([77, 89, 100])
Face([6, 67, 94])
Face([55, 19, 61])
Face([79, 29, 78])
Face([83, 48, 109])
Face([12, 58, 100])
Face([2, 83, 69])
Face([28, 65, 87])
Face([0, 57, 63])
Face([80, 45, 78])
Face([51, 108, 93])
Face([42, 18, 79])
Face([53, 65, 99])
Face([30, 48, 83])
Face([44, 114, 85])
Face([57, 94, 6])
Face([65, 89, 49])
Face([27, 20, 46])
Face([107, 49, 28])
Face([45, 97, 61])
Face([7, 89, 28])
Face([84, 81, 27])
Face([54, 112, 62])
Face([6, 114, 38])
Face([42, 29, 79])
Face([51, 9, 17])
Face([107, 35, 101])
Face([23, 57, 36])
Face([72, 93, 86])
Face([13, 3, 14])
Face([63, 115, 71])
Face([11, 95, 39])
Face([34, 97, 50])
Face([57, 67, 36])
Face([8, 19, 102])
Face([63, 115, 95])
Face([23, 112, 67])
Face([63, 67, 94])
Face([56, 108, 109])
Face([31, 80, 70])
Face([4, 55, 47])
Face([8, 19, 61])
Face([11, 41, 62])
Face([113, 81, 46])
Face([71, 115, 99])
Face([111, 9, 17])
Face([19, 61, 45])
Face([59, 72, 93])
Face([52, 9, 111])
Face([99, 115, 33])
Face([88, 101, 70])
Face([2, 69, 38])
Face([6, 10, 12])
Face([59, 17, 111])
Face([116, 43, 103])
Face([1, 51, 93])
Face([39, 99, 71])
Face([8, 45, 29])
Face([42, 48, 29])
Face([14, 82, 104])
Face([75, 43, 100])
Face([85, 112, 26])
Face([63, 58, 95])
Face([1, 72, 59])
Face([69, 85, 14])
Face([57, 94, 67])
Face([31, 101, 47])
Face([80, 48, 76])
Face([21, 24, 34])
Face([16, 56, 108])
Face([52, 99, 110])
Face([2, 34, 38])
Face([32, 58, 75])
Face([96, 101, 103])
Face([93, 64, 108])
Face([14, 104, 102])
Face([27, 18, 98])
Face([14, 56, 82])
Face([0, 105, 39])
Face([7, 40, 87])
Face([38, 114, 61])
Face([36, 114, 85])
Face([31, 80, 78])
Face([39, 52, 111])
Face([34, 24, 106])
Face([13, 14, 68])
Face([38, 50, 61])
Face([44, 19, 85])
Face([13, 3, 37])
Face([38, 116, 12])
Face([2, 10, 21])
Face([36, 68, 85])
Face([75, 96, 43])
Face([29, 45, 78])
Face([55, 90, 19])
Face([79, 80, 78])
Face([90, 20, 46])
Face([88, 106, 76])
Face([72, 53, 5])
Face([96, 116, 103])
Face([24, 43, 103])
Face([53, 65, 92])
Face([37, 64, 110])
Face([44, 61, 55])
Face([1, 80, 79])
Face([92, 99, 110])
Face([21, 117, 110])
Face([6, 69, 38])
Face([91, 97, 61])
Face([55, 90, 78])
Face([80, 48, 45])
Face([41, 105, 84])
Face([62, 81, 68])
Face([63, 58, 94])
Face([19, 45, 29])
Face([39, 40, 95])
Face([38, 50, 69])
Face([2, 10, 34])
Face([51, 60, 79])
Face([0, 16, 52])
Face([11, 95, 15])
Face([3, 117, 22])
Face([54, 62, 15])
Face([21, 117, 30])
Face([52, 110, 71])
Face([50, 97, 45])
Face([11, 62, 15])
Face([44, 112, 26])
Face([30, 48, 76])
Face([94, 58, 115])
Face([105, 9, 17])
Face([92, 65, 99])
Face([51, 27, 79])
Face([10, 116, 12])
Face([23, 112, 62])
Face([36, 112, 68])
Face([6, 94, 10])
Face([6, 22, 94])
Face([13, 82, 68])
Face([11, 62, 113])
Face([4, 91, 75])
Face([16, 82, 84])
Face([10, 21, 22])
Face([69, 85, 61])
Face([6, 114, 36])
Face([90, 20, 78])
Face([49, 101, 103])
Face([34, 50, 38])
Face([10, 116, 38])
Face([2, 3, 117])
Face([74, 75, 12])
Face([13, 41, 82])
Face([93, 109, 5])
Face([72, 49, 106])
Face([41, 68, 62])
Face([60, 20, 79])
Face([74, 58, 67])
Face([0, 37, 71])
Face([75, 100, 116])
Face([44, 112, 85])
Face([37, 22, 110])
Face([54, 26, 62])
Face([69, 36, 14])
Face([75, 91, 12])
Face([51, 18, 84])
Face([1, 107, 31])
Face([42, 51, 79])
Face([52, 53, 110])
Face([59, 72, 107])
Face([47, 101, 70])
Face([11, 40, 39])
Face([7, 77, 95])
Face([51, 18, 108])
Face([109, 48, 104])
Face([88, 49, 107])
Face([19, 26, 98])
Face([28, 89, 43])
Face([17, 113, 84])
Face([16, 64, 108])
Face([2, 3, 6])
Face([42, 80, 86])
Face([28, 35, 87])
Face([10, 24, 33])
Face([57, 94, 63])
Face([30, 83, 109])
Face([53, 9, 111])
Face([108, 18, 82])
Face([30, 76, 106])
Face([57, 67, 6])
Face([31, 101, 70])
Face([8, 61, 45])
Face([39, 99, 111])
Face([87, 17, 118])
Face([31, 107, 35])
Face([31, 88, 107])
Face([105, 17, 111])
Face([63, 115, 94])
Face([51, 18, 79])
Face([98, 26, 46])
Face([32, 58, 77])
Face([21, 106, 5])
Face([37, 56, 64])
Face([10, 12, 38])
Face([90, 46, 98])
Face([47, 90, 55])
Face([9, 17, 84])
Face([16, 105, 41])
Face([66, 90, 46])
Face([59, 17, 60])
Face([79, 98, 20])
Face([4, 74, 75])
Face([21, 24, 92])
Face([1, 72, 86])
Face([86, 48, 30])
Face([73, 35, 87])
Face([21, 33, 22])
Face([51, 9, 108])
Face([14, 8, 85])
Face([85, 26, 68])
Face([40, 17, 87])
Face([44, 85, 61])
Face([16, 41, 84])
Face([32, 73, 77])
Face([28, 73, 35])
Face([59, 53, 111])
Face([60, 107, 35])
Face([39, 95, 7])
Face([0, 16, 41])
Face([84, 18, 108])
Face([24, 43, 100])
Face([10, 33, 22])
Face([107, 65, 49])
Face([39, 40, 111])
Face([1, 51, 60])
Face([42, 109, 86])
Face([63, 58, 67])
Face([32, 25, 54])
Face([92, 24, 49])
Face([88, 49, 101])
Face([6, 114, 67])
Face([23, 68, 36])
Face([13, 16, 56])
Face([7, 40, 95])
Face([13, 68, 23])
Face([85, 112, 68])
Face([30, 5, 106])
Face([1, 42, 93])
Face([47, 96, 101])
Face([115, 33, 100])
Face([86, 48, 76])
Face([74, 114, 67])
Face([57, 3, 36])
Face([69, 114, 85])
Face([11, 63, 15])
Face([14, 36, 85])
Face([118, 20, 46])
Face([119, 73, 35])
Face([47, 78, 55])
Face([92, 49, 89])
Face([52, 99, 71])
Face([8, 104, 29])
Face([79, 18, 29])
Face([0, 57, 23])
Face([90, 26, 19])
Face([44, 74, 91])
Face([69, 36, 85])
Face([89, 33, 100])
Face([86, 88, 76])
Face([2, 10, 6])
Face([32, 77, 95])
Face([28, 65, 89])
Face([59, 9, 111])
Face([1, 42, 86])
Face([45, 97, 70])
Face([32, 66, 119])
Face([89, 24, 100])
Face([31, 78, 47])
Face([21, 24, 106])
Face([47, 35, 20])
Face([53, 64, 110])
Face([59, 93, 53])
Face([37, 52, 71])
Face([96, 97, 103])
Face([109, 108, 104])
Face([21, 106, 30])
Face([38, 97, 116])
Face([62, 26, 68])
Face([54, 62, 25])
Face([102, 81, 68])
Face([79, 98, 78])
Face([62, 112, 26])
Face([89, 24, 33])
Face([39, 40, 105])
Face([57, 36, 6])
Face([21, 34, 30])
Face([44, 91, 114])
Face([51, 59, 93])
Face([54, 26, 46])
Face([8, 19, 85])
Face([4, 75, 119])
Face([45, 97, 76])
Face([2, 3, 69])
Face([47, 70, 55])
Face([71, 33, 99])
Face([51, 108, 84])
Face([56, 104, 108])
Face([42, 109, 108])
Face([71, 115, 94])
Face([31, 20, 79])
Face([39, 52, 71])
Face([54, 112, 15])
Face([13, 56, 82])
Face([44, 91, 55])
Face([44, 74, 114])
Face([23, 67, 15])
Face([40, 73, 87])
Face([11, 25, 113])
Face([107, 35, 28])
Face([83, 117, 109])
Face([3, 83, 117])
Face([72, 65, 49])
Face([11, 23, 62])
Face([32, 73, 66])
Face([11, 63, 39])
Face([117, 64, 109])
Face([2, 50, 83])
Face([1, 93, 86])
Face([42, 108, 93])
Face([66, 20, 46])
Face([4, 90, 54])
Face([55, 78, 70])
Face([56, 82, 108])
Face([54, 26, 90])
Face([55, 97, 70])
Face([31, 88, 101])
Face([92, 33, 99])
Face([113, 27, 118])
Face([3, 69, 6])
Face([34, 97, 76])
Face([38, 91, 12])
Face([14, 82, 102])
Face([4, 66, 54])
Face([13, 36, 14])
Face([92, 65, 89])
Face([98, 20, 46])
Face([30, 34, 76])
Face([7, 40, 111])
Face([23, 67, 63])
Face([11, 105, 113])
Face([23, 41, 68])
Face([17, 27, 118])
Face([9, 108, 84])
Face([10, 24, 21])
Face([60, 27, 118])
Face([60, 17, 118])
Face([13, 82, 14])
Face([77, 58, 95])
Face([31, 78, 79])
Face([7, 65, 28])
Face([119, 28, 77])
Face([62, 112, 68])
Face([1, 88, 86])
Face([23, 112, 68])
Face([28, 43, 101])
Face([28, 49, 101])
Face([63, 94, 71])
Face([23, 63, 15])
Face([59, 65, 107])
Face([54, 112, 26])
Face([102, 18, 82])
Face([39, 115, 99])
Face([5, 64, 110])
Face([88, 49, 103])
Face([113, 27, 46])
Face([63, 95, 15])
Face([53, 92, 110])
Face([25, 113, 118])
Face([27, 118, 20])
Face([62, 26, 46])
Face([21, 5, 110])
Face([56, 64, 109])
Face([19, 45, 78])
Face([6, 67, 12])
Face([66, 35, 118])
Face([96, 97, 70])
Face([102, 81, 98])
Face([31, 107, 101])
Face([2, 38, 6])
Face([0, 11, 63])
Face([40, 25, 95])
Face([39, 105, 52])
Face([68, 112, 26])
Face([31, 107, 60])
Face([54, 66, 46])
Face([42, 93, 86])
Face([105, 17, 113])
Face([30, 83, 50])
Face([16, 105, 52])
Face([60, 35, 20])
Face([93, 64, 5])
Face([117, 109, 5])
Face([59, 72, 53])
Face([14, 36, 68])
Face([7, 89, 65])
Face([2, 21, 22])
Face([102, 82, 68])
Face([55, 96, 91])
Face([52, 9, 64])
Face([7, 65, 99])
Face([37, 57, 71])
Face([90, 19, 78])
Face([88, 106, 103])
Face([37, 117, 110])
Face([7, 73, 95])
Face([11, 41, 113])
Face([1, 42, 51])
Face([13, 41, 23])
Face([80, 88, 76])
Face([87, 17, 111])
Face([39, 99, 7])
Face([50, 83, 69])
Face([89, 99, 115])
Face([13, 57, 37])
Face([39, 115, 7])
Face([44, 19, 90])
Face([4, 66, 90])
Face([51, 9, 93])
Face([16, 52, 37])
Face([90, 98, 20])
Face([13, 57, 3])
Face([1, 59, 93])
Face([0, 71, 39])
Face([94, 58, 100])
Face([32, 58, 74])
Face([89, 24, 43])
Face([28, 73, 77])
Face([72, 65, 53])
Face([7, 89, 77])
Face([54, 25, 15])
Face([57, 3, 6])
Face([95, 25, 15])
Face([93, 64, 53])
Face([32, 54, 15])
Face([59, 65, 111])
Face([104, 82, 108])
Face([19, 98, 29])
Face([86, 109, 93])
Face([34, 116, 38])
Face([6, 12, 38])
Face([27, 118, 46])
Face([42, 104, 18])
Face([55, 19, 78])
Face([11, 63, 23])
Face([55, 45, 78])
Face([19, 85, 61])
Face([8, 45, 19])
Face([106, 49, 103])
Face([5, 106, 92])
Face([3, 56, 83])
Face([15, 25, 62])
Face([117, 56, 64])
Face([88, 107, 101])
Face([4, 74, 54])
Face([11, 25, 62])
Face([68, 81, 26])
Face([45, 78, 70])
Face([102, 81, 26])
Face([39, 115, 63])
Face([77, 89, 115])
Face([6, 10, 22])
Face([105, 84, 17])
Face([102, 26, 68])
Face([1, 80, 86])
Face([66, 25, 73])
Face([28, 43, 77])
Face([7, 65, 87])
Face([72, 88, 107])
Face([44, 91, 61])
Face([2, 34, 50])
Face([30, 34, 106])
Face([55, 97, 61])
Face([51, 18, 27])
Face([79, 29, 98])
Face([119, 35, 28])
Face([55, 96, 97])
Face([1, 79, 31])
Face([93, 9, 108])
Face([1, 42, 79])
Face([66, 35, 20])
Face([1, 60, 79])
Face([86, 93, 5])
Face([72, 65, 92])
Face([19, 78, 98])
Face([55, 97, 45])
Face([39, 40, 7])
Face([75, 91, 116])
Face([51, 9, 84])
Face([7, 65, 111])
Face([4, 32, 54])
Face([23, 67, 36])
Face([40, 111, 87])
Face([4, 90, 55])
Face([29, 98, 78])
Face([75, 100, 77])
Face([59, 60, 87])
Face([3, 56, 117])
Face([75, 58, 100])
