(0, 97, 70, 39, 53, 118)->[2*r2, 0, -2, -6]
(0, 131, 39, 117, 53, 118)->[2, -2, -2*r2, -4*r2]
(0, 133, 70, 73, 50, 53)->[4, 0, -2*r2, -2*r2]
(0, 33, 131, 133, 117, 53)->[2*r2, -2*r2, -4, -4]
(0, 68, 70, 73, 141, 20)->[2*r2, 2*r2, -4, -4]
(0, 97, 70, 141, 20, 118)->[2, 2, -2*r2, -4*r2]
(0, 68, 73, 141, 23, 125)->[2, 2, -4*r2, -2*r2]
(0, 133, 73, 105, 23, 125)->[2*r2, 0, -6, -2]
(0, 33, 133, 105, 117, 125)->[2, -2, -4*r2, -2*r2]
(0, 65, 141, 117, 118, 125)->[0, 0, -4, -4]
(11, 142, 121, 123, 92, 62)->[-4*r2, 2*r2, 2, 2]
(35, 3, 70, 73, 50, 30)->[4*r2, 2*r2, -2, -2]
(6, 103, 104, 16, 20, 119)->[0, 4*r2, 0, -4]
(9, 10, 78, 17, 121, 127)->[-2*r2, 0, 2, 6]
(35, 13, 79, 80, 54, 30)->[4*r2, 2*r2, -2, 2]
(34, 131, 39, 84, 117, 118)->[0, -2*r2, -2, -6]
(32, 75, 79, 80, 51, 55)->[2*r2, 2*r2, -4, 4]
(132, 136, 106, 21, 89, 122)->[-2*r2, -2*r2, -4, 4]
(65, 43, 84, 118, 56, 91)->[-2*r2, 0, -2, -6]
(128, 106, 51, 25, 94, 95)->[-2*r2, 2*r2, -4, 4]
(2, 8, 136, 24, 90, 94)->[-4*r2, 0, -4, 0]
(40, 72, 109, 46, 49, 89)->[0, -4*r2, 0, 4]
(6, 103, 41, 126, 61, 62)->[-2*r2, 4*r2, 2, -2]
(129, 10, 107, 110, 58, 27)->[2*r2, 0, 2, 6]
(3, 38, 103, 135, 16, 124)->[2*r2, 4*r2, 2, -2]
(35, 135, 110, 81, 54, 57)->[4*r2, 2*r2, 2, 2]
(104, 41, 139, 14, 119, 61)->[-2*r2, 4*r2, -2, -2]
(4, 69, 7, 48, 81, 58)->[2*r2, 0, 6, 2]
(75, 51, 52, 25, 27, 127)->[0, 2*r2, -2, 6]
(96, 98, 36, 112, 113, 93)->[-4*r2, -2*r2, 2, -2]
(2, 36, 43, 77, 113, 91)->[-4*r2, 0, 0, -4]
(65, 43, 141, 14, 119, 90)->[-2*r2, 2*r2, -4, -4]
(133, 82, 50, 116, 53, 29)->[4*r2, -2*r2, -2, -2]
(72, 9, 10, 107, 109, 26)->[0, -2*r2, 2, 6]
(97, 67, 5, 39, 85, 88)->[2*r2, 0, 2, -6]
(64, 37, 5, 15, 88, 120)->[2*r2, -2*r2, 4, -4]
