x,y,dir,ref,pt
29,-6.92820323028,2,True,11
30.5,-6.06217782649,0,False,7
29,-6.92820323028,10,False,7
27.5,-6.06217782649,8,False,7
24.5,-2.59807621135,6,False,7
26,-1.73205080757,4,False,7
24.5,-4.33012701892,8,False,7
33.5,0.866025403784,6,False,3
33.5,0.866025403784,4,True,11
35,5.44009282066e-15,10,False,7
33.5,0.866025403784,8,False,7
33.5,2.59807621135,6,False,7
35,6.92820323028,4,False,7
36.5,6.06217782649,2,False,7
33.5,6.06217782649,6,False,7
42.5,0.866025403784,4,False,3
42.5,0.866025403784,6,True,11
42.5,-0.866025403784,8,False,7
42.5,0.866025403784,6,False,7
44,1.73205080757,4,False,7
48.5,2.59807621135,2,False,7
48.5,0.866025403784,0,False,7
47,3.46410161514,4,False,7
56,1.73205080757,2,False,3
56,1.73205080757,8,True,11
54.5,0.866025403784,6,False,7
56,1.73205080757,4,False,7
57.5,0.866025403784,2,False,7
60.5,-2.59807621135,0,False,7
59,-3.46410161514,10,False,7
60.5,-0.866025403784,2,False,7
51.5,-6.06217782649,0,False,3
51.5,-6.06217782649,10,True,11
50,-5.19615242271,4,False,7
51.5,-6.06217782649,2,False,7
51.5,-7.79422863406,0,False,7
50,-12.124355653,10,False,7
48.5,-11.2583302492,8,False,7
51.5,-11.2583302492,0,False,7
51.5,9.52627944163,4,False,3
51.5,9.52627944163,6,True,11
51.5,7.79422863406,8,False,7
51.5,9.52627944163,6,False,7
53,10.3923048454,4,False,7
57.5,11.2583302492,2,False,7
57.5,9.52627944163,0,False,7
56,12.124355653,4,False,7
44,-25.9807621135,2,False,3
44,-25.9807621135,8,True,11
42.5,-26.8467875173,6,False,7
44,-25.9807621135,4,False,7
45.5,-26.8467875173,2,False,7
48.5,-30.3108891325,0,False,7
47,-31.1769145362,10,False,7
39.5,-19.918584287,6,False,3
39.5,-19.918584287,4,True,11
41,-20.7846096908,10,False,7
39.5,-19.918584287,8,False,7
39.5,-18.1865334795,6,False,7
41,-13.8564064606,4,False,7
42.5,-14.7224318643,2,False,7
39.5,-14.7224318643,6,False,7
48.5,-19.918584287,4,False,3
48.5,-19.918584287,6,True,11
48.5,-21.6506350946,8,False,7
48.5,-19.918584287,6,False,7
50,-19.0525588833,4,False,7
54.5,-18.1865334795,2,False,7
54.5,-19.918584287,0,False,7
53,-17.3205080757,4,False,7
53,-27.7128129211,2,False,3
53,-27.7128129211,8,True,11
51.5,-28.5788383249,6,False,7
53,-27.7128129211,4,False,7
54.5,-28.5788383249,2,False,7
57.5,-32.04293994,0,False,7
56,-32.9089653438,10,False,7
57.5,-30.3108891325,2,False,7
60.5,-38.9711431703,0,False,3
60.5,-38.9711431703,10,True,11
59,-38.1051177665,4,False,7
60.5,-38.9711431703,2,False,7
60.5,-40.7031939779,0,False,7
59,-45.0333209968,10,False,7
57.5,-44.167295593,8,False,7
60.5,-44.167295593,0,False,7
51.5,-38.9711431703,10,False,3
51.5,-38.9711431703,0,True,11
51.5,-37.2390923627,2,False,7
51.5,-38.9711431703,0,False,7
50,-39.8371685741,10,False,7
45.5,-40.7031939779,8,False,7
45.5,-38.9711431703,6,False,7
47,-41.5692193817,10,False,7
65,-31.1769145362,2,False,3
65,-31.1769145362,8,True,11
63.5,-32.04293994,6,False,7
65,-31.1769145362,4,False,7
66.5,-32.04293994,2,False,7
69.5,-35.5070415552,0,False,7
68,-36.3730669589,10,False,7
69.5,-33.7749907476,2,False,7
15.5,-2.59807621135,6,False,3
15.5,-2.59807621135,4,True,11
17,-3.46410161514,10,False,7
15.5,-2.59807621135,8,False,7
15.5,-0.866025403784,6,False,7
17,3.46410161514,4,False,7
18.5,2.59807621135,2,False,7
12.5,-9.52627944163,10,False,3
12.5,-9.52627944163,0,True,11
12.5,-7.79422863406,2,False,7
12.5,-9.52627944163,0,False,7
11,-10.3923048454,10,False,7
6.5,-11.2583302492,8,False,7
6.5,-9.52627944163,6,False,7
8,-12.124355653,10,False,7
8,-1.73205080757,8,False,3
8,-1.73205080757,2,True,11
9.5,-0.866025403784,0,False,7
8,-1.73205080757,10,False,7
6.5,-0.866025403784,8,False,7
3.5,2.59807621135,6,False,7
5,3.46410161514,4,False,7
3.5,0.866025403784,8,False,7
12.5,6.06217782649,6,False,3
12.5,6.06217782649,4,True,11
14,5.19615242271,10,False,7
12.5,6.06217782649,8,False,7
12.5,7.79422863406,6,False,7
14,12.124355653,4,False,7
15.5,11.2583302492,2,False,7
12.5,11.2583302492,6,False,7
18.5,18.1865334795,4,False,3
18.5,18.1865334795,6,True,11
18.5,16.4544826719,8,False,7
18.5,18.1865334795,6,False,7
20,19.0525588833,4,False,7
24.5,19.918584287,2,False,7
24.5,18.1865334795,0,False,7
23,20.7846096908,4,False,7
23,10.3923048454,2,False,3
23,10.3923048454,8,True,11
21.5,9.52627944163,6,False,7
23,10.3923048454,4,False,7
24.5,9.52627944163,2,False,7
27.5,6.06217782649,0,False,7
26,5.19615242271,10,False,7
27.5,7.79422863406,2,False,7
9.5,18.1865334795,6,False,3
9.5,18.1865334795,4,True,11
11,17.3205080757,10,False,7
9.5,18.1865334795,8,False,7
9.5,19.918584287,6,False,7
11,24.248711306,4,False,7
12.5,23.3826859022,2,False,7
9.5,23.3826859022,6,False,7
