x,y,dir,ref,pt
-4.5,-0.8660254037844386,8,False,3
-4.5,-0.8660254037844386,2,True,11
-3.0,0.0,0,False,7
-4.5,-0.8660254037844386,10,False,7
-6.0,0.0,8,False,7
-9.0,3.4641016151377544,6,False,7
-7.5,4.330127018922193,4,False,7
-1.7763568394002505e-15,-6.928203230275509,0,False,3
-1.7763568394002505e-15,-6.928203230275509,10,True,11
-1.5000000000000016,-6.06217782649107,4,False,7
-1.7763568394002505e-15,-6.928203230275509,2,False,7
-2.220446049250313e-15,-8.660254037844386,0,False,7
-1.5000000000000027,-12.99038105676658,10,False,7
-3.0000000000000027,-12.124355652982139,8,False,7
-2.6645352591003757e-15,-12.124355652982139,0,False,7
-9.0,-6.928203230275509,10,False,3
-9.0,-6.928203230275509,0,True,11
-9.0,-5.196152422706632,2,False,7
-9.0,-6.928203230275509,0,False,7
-10.5,-7.794228634059948,10,False,7
-15.0,-8.660254037844386,8,False,7
-15.0,-6.928203230275509,6,False,7
-13.5,-9.526279441628825,10,False,7
-13.5,0.8660254037844386,8,False,3
-13.5,0.8660254037844386,2,True,11
-12.0,1.7320508075688772,0,False,7
-13.5,0.8660254037844386,10,False,7
-15.0,1.7320508075688772,8,False,7
-18.0,5.196152422706632,6,False,7
-16.5,6.0621778264910695,4,False,7
-18.0,3.4641016151377544,8,False,7
-21.0,12.124355652982139,6,False,3
-21.0,12.124355652982139,4,True,11
-19.5,11.258330249197702,10,False,7
-21.0,12.124355652982139,8,False,7
-21.0,13.856406460551018,6,False,7
-19.5,18.186533479473212,4,False,7
-18.0,17.32050807568877,2,False,7
-21.0,17.32050807568877,6,False,7
-11.999999999999998,12.124355652982139,4,False,3
-11.999999999999998,12.124355652982139,6,True,11
-11.999999999999998,10.39230484541326,8,False,7
-11.999999999999998,12.124355652982139,6,False,7
-10.499999999999996,12.990381056766577,4,False,7
-5.999999999999998,13.856406460551014,2,False,7
-5.999999999999998,12.124355652982135,0,False,7
-7.499999999999997,14.722431864335451,4,False,7
